NLC,Origin TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1112 Entries & Exits,"1011
Entries & Exits",Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources
4426,NWT,Newtown,Wales - Cymru,Powys - Powys,Powys - Powys,UKL2,East Wales,Arriva Trains Wales,,,," 40,167 "," 21,892 "," 1,020 "," 63,079 "," 40,167 "," 21,892 "," 1,020 "," 63,079 "," 126,158 "," 119,194 ", -   ,0,0,,
3895,NNP,Ninian Park,Wales - Cymru,Cardiff - Caerdydd,Cardiff - Caerdydd,UKL2,East Wales,Arriva Trains Wales,,,," 23,104 "," 2,122 "," 9,743 "," 34,969 "," 23,104 "," 2,122 "," 9,743 "," 34,969 "," 69,938 "," 67,782 ", -   ,0,0,,
9609,NIT,Nitshill,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 15,216 "," 13,401 "," 14,770 "," 43,387 "," 15,216 "," 13,401 "," 14,770 "," 43,387 "," 86,774 "," 72,384 ", -   ,1,0,Continues high growth from previous year,
5568,NBT,Norbiton,London,Greater London,Kingston Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station," 273,388 "," 311,185 "," 629,004 "," 1,213,577 "," 273,388 "," 311,185 "," 629,004 "," 1,213,577 "," 2,427,154 "," 2,348,180 ", -   ,0,0,,
5428,NRB,Norbury,London,Greater London,Croydon,UKI2,Outer London,Southern,,,London Travelcard Area Station," 252,727 "," 332,858 "," 966,155 "," 1,551,740 "," 252,727 "," 332,858 "," 966,155 "," 1,551,740 "," 3,103,480 "," 2,908,954 ", -   ,0,0,,
5460,NSB,Normans Bay,South East,East Sussex,Rother,UKJ2,"Surrey, East & West Sussex",Southern,,,," 1,387 "," 3,037 "," 1,401 "," 5,825 "," 1,387 "," 3,037 "," 1,401 "," 5,825 "," 11,650 "," 11,666 ", -   ,0,0,,
8528,NOR,Normanton,Yorkshire And The Humber,West Yorkshire,Wakefield,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 34,942 "," 38,732 "," 31,272 "," 104,946 "," 34,942 "," 38,732 "," 31,272 "," 104,946 "," 209,892 "," 212,654 ", -   ,0,0,,
9358,NBW,North Berwick,Scotland,East Lothian,East Lothian,UKM2,Eastern Scotland,First ScotRail,,,," 65,094 "," 117,326 "," 52,623 "," 235,043 "," 65,094 "," 117,326 "," 52,623 "," 235,043 "," 470,086 "," 452,856 ", -   ,0,0,,
5636,NCM,North Camp,South East,Surrey,Guildford,UKJ2,"Surrey, East & West Sussex",First Great Western,,,," 47,585 "," 79,299 "," 59,119 "," 186,003 "," 47,585 "," 79,299 "," 59,119 "," 186,003 "," 372,006 "," 367,340 ", -   ,0,0,,
5429,NDL,North Dulwich,London,Greater London,Southwark,UKI1,Inner London,Southern,,,London Travelcard Area Station," 114,168 "," 106,841 "," 204,638 "," 425,647 "," 114,168 "," 106,841 "," 204,638 "," 425,647 "," 851,294 "," 832,814 ", -   ,0,0,,
2455,NLR,North Llanrwst,Wales - Cymru,Conwy - Conwy,Conwy - Conwy,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,, 249 , 387 , -   , 636 , 249 , 387 , -   , 636 ," 1,272 "," 1,236 ", -   ,0,0,,
9189,NQU,North Queensferry,Scotland,Fife,Fife,UKM2,Eastern Scotland,First ScotRail,,,," 17,355 "," 37,459 "," 11,512 "," 66,326 "," 17,355 "," 37,459 "," 11,512 "," 66,326 "," 132,652 "," 137,820 ", -   ,0,0,,
7895,NRD,North Road,North East,Darlington,Darlington,UKC1,Tees Valley and Durham,Northern Rail,,,," 9,570 "," 1,915 "," 5,022 "," 16,507 "," 9,570 "," 1,915 "," 5,022 "," 16,507 "," 33,014 "," 25,216 ", -   ,1,0,Cause of large decrease not clear,
5601,NSH,North Sheen,London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station," 50,254 "," 39,248 "," 106,414 "," 195,916 "," 50,254 "," 39,248 "," 106,414 "," 195,916 "," 391,832 "," 365,822 ", -   ,0,0,,
7308,NWA,North Walsham,East,Norfolk,North Norfolk,UKH1,East Anglia,National Express East Anglia,,,," 38,226 "," 62,452 "," 10,392 "," 111,070 "," 38,226 "," 62,452 "," 10,392 "," 111,070 "," 222,140 "," 215,874 ", -   ,0,0,,
1422,NWB,North Wembley,London,Greater London,Brent,UKI2,Outer London,London Underground,,,London Travelcard Area Station," 75,773 "," 139,206 "," 87,104 "," 302,083 "," 75,773 "," 139,206 "," 87,104 "," 302,083 "," 604,166 "," 520,430 ", -   ,1,0,Ramp-up of demand on London Overground services,
7996,NTR,Northallerton,Yorkshire And The Humber,North Yorkshire,Hambleton,UKE2,North Yorkshire,First TransPennine Express,,,," 52,875 "," 192,025 "," 41,117 "," 286,017 "," 52,875 "," 192,025 "," 41,117 "," 286,017 "," 572,034 "," 556,990 ", -   ,0,0,,
1069,NMP,Northampton,East Midlands,Northamptonshire,Northampton,UKF2,"Leicestershire, Rutland and Northamptonshire",London Midland Trains,,West Midlands,," 212,280 "," 720,139 "," 424,415 "," 1,356,834 "," 212,280 "," 720,139 "," 424,415 "," 1,356,834 "," 2,713,668 "," 2,496,018 "," 5,891 ",0,0,,
1111,NFD,Northfield,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,," 75,055 "," 124,415 "," 171,792 "," 371,262 "," 75,055 "," 124,415 "," 171,792 "," 371,262 "," 742,524 "," 589,022 ", -   ,1,0,"Main portion of increase due to improved demand estimation in Centro area (extra 126,000 entries and exits in Centro infill compared to what would have been estimated using previous methodology)",
5120,NFL,Northfleet,South East,Kent,Gravesham,UKJ4,Kent,Southeastern,,,," 9,745 "," 10,546 "," 14,719 "," 35,010 "," 9,745 "," 10,546 "," 14,719 "," 35,010 "," 70,020 "," 76,564 ", -   ,0,0,,
1478,NLT,Northolt Park,London,Greater London,Ealing,UKI2,Outer London,Chiltern Railways,,,London Travelcard Area Station," 27,025 "," 21,411 "," 36,774 "," 85,210 "," 27,025 "," 21,411 "," 36,774 "," 85,210 "," 170,420 "," 168,890 ", -   ,0,0,,
6971,NUM,Northumberland Park,London,Greater London,Haringey,UKI1,Inner London,National Express East Anglia,,,London Travelcard Area Station," 18,697 "," 46,465 "," 41,616 "," 106,778 "," 18,697 "," 46,465 "," 41,616 "," 106,778 "," 213,556 "," 176,456 ", -   ,1,0,Continues high growth from previous year,
2326,NWI,Northwich,North West,Cheshire,Vale Royal,UKD2,Cheshire,Northern Rail,,,," 36,842 "," 46,148 "," 12,015 "," 95,005 "," 36,842 "," 46,148 "," 12,015 "," 95,005 "," 190,010 "," 172,704 ", -   ,1,0,Continues high growth from previous year,
7309,NRW,Norwich,East,Norfolk,Norwich,UKH1,East Anglia,National Express East Anglia,,,," 423,873 "," 1,304,747 "," 213,881 "," 1,942,501 "," 423,873 "," 1,304,747 "," 213,881 "," 1,942,501 "," 3,885,002 "," 3,749,474 "," 437,015 ",0,0,,
5376,NWD,Norwood Junction,London,Greater London,Croydon,UKI2,Outer London,London Overground,,,London Travelcard Area Station," 306,491 "," 423,838 "," 962,268 "," 1,692,597 "," 306,491 "," 423,838 "," 962,268 "," 1,692,597 "," 3,385,194 "," 2,987,668 "," 1,167,456 ",1,0,Ramp-up of demand on London Overground services,
1826,NOT,Nottingham,East Midlands,Nottingham,Nottingham,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,," 881,098 "," 1,858,167 "," 479,355 "," 3,218,620 "," 881,098 "," 1,858,167 "," 479,355 "," 3,218,620 "," 6,437,240 "," 6,294,838 "," 451,114 ",0,0,,
1077,NUN,Nuneaton,West Midlands,Warwickshire,Nuneaton And Bedworth,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,West Midlands,," 186,646 "," 203,868 "," 107,744 "," 498,258 "," 186,646 "," 203,868 "," 107,744 "," 498,258 "," 996,516 "," 969,254 "," 276,621 ",0,0,,
5068,NHD,Nunhead,London,Greater London,Southwark,UKI1,Inner London,Southeastern,,,London Travelcard Area Station," 97,242 "," 104,490 "," 326,688 "," 528,420 "," 97,242 "," 104,490 "," 326,688 "," 528,420 "," 1,056,840 "," 1,012,106 ", -   ,0,0,,
7946,NNT,Nunthorpe,North East,Redcar And Cleveland,Redcar And Cleveland,UKC1,Tees Valley and Durham,Northern Rail,,,," 9,025 "," 1,090 "," 1,037 "," 11,152 "," 9,025 "," 1,090 "," 1,037 "," 11,152 "," 22,304 "," 24,914 ", -   ,1,0,Cause of large decrease not clear,
5262,NUT,Nutbourne,South East,West Sussex,Chichester,UKJ2,"Surrey, East & West Sussex",Southern,,,," 6,652 "," 6,839 "," 16,922 "," 30,413 "," 6,652 "," 6,839 "," 16,922 "," 30,413 "," 60,826 "," 64,852 ", -   ,0,0,,
5476,NUF,Nutfield,South East,Surrey,Tandridge,UKJ2,"Surrey, East & West Sussex",Southern,,,," 10,561 "," 13,554 "," 30,112 "," 54,227 "," 10,561 "," 13,554 "," 30,112 "," 54,227 "," 108,454 "," 99,230 ", -   ,0,0,,
4689,OKN,Oakengates,West Midlands,Telford And Wrekin,Telford And Wrekin,UKG2,Shropshire and Staffordshire,London Midland Trains,,West Midlands,," 7,769 "," 11,077 "," 7,261 "," 26,107 "," 7,769 "," 11,077 "," 7,261 "," 26,107 "," 52,214 "," 41,152 ", -   ,1,0,Cause of large increase not clear,
1904,OKM,Oakham,East Midlands,Rutland,Rutland,UKF2,"Leicestershire, Rutland and Northamptonshire",East Midlands Trains,,,," 29,414 "," 55,456 "," 14,556 "," 99,426 "," 29,414 "," 55,456 "," 14,556 "," 99,426 "," 198,852 "," 214,922 "," 4,932 ",0,0,,
6020,OKL,Oakleigh Park,London,Greater London,Barnet,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station," 106,829 "," 84,629 "," 290,936 "," 482,394 "," 106,829 "," 84,629 "," 290,936 "," 482,394 "," 964,788 "," 952,304 ", -   ,0,0,,
8725,OBN,Oban,Scotland,Argyll And Bute,Argyll And Bute,UKM4,Highlands and Islands,First ScotRail,,,," 31,599 "," 31,354 ", -   ," 62,953 "," 31,599 "," 31,354 ", -   ," 62,953 "," 125,906 "," 121,746 ", -   ,0,0,,
7451,OCK,Ockendon,East,Thurrock,Thurrock,UKH3,Essex,c2c,,,," 119,055 "," 95,268 "," 103,997 "," 318,320 "," 119,055 "," 95,268 "," 103,997 "," 318,320 "," 636,640 "," 586,704 ", -   ,0,0,,
5310,OLY,Ockley,South East,Surrey,Mole Valley,UKJ2,"Surrey, East & West Sussex",Southern,,,," 6,258 "," 4,280 "," 11,041 "," 21,579 "," 6,258 "," 4,280 "," 11,041 "," 21,579 "," 43,158 "," 46,852 ", -   ,0,0,,
5786,OKE,Okehampton,South West,Devon,West Devon,UKK4,Devon,First Great Western,,,, -   ," 1,763 ", -   ," 1,763 ", -   ," 1,763 ", -   ," 1,763 "," 3,526 "," 3,622 ", -   ,0,0,,
4641,OHL,Old Hill,West Midlands,West Midlands,Sandwell,UKG3,West Midlands,London Midland Trains,,West Midlands,," 23,467 "," 28,170 "," 34,192 "," 85,829 "," 23,467 "," 28,170 "," 34,192 "," 85,829 "," 171,658 "," 176,512 ", -   ,0,0,,
2258,ORN,Old Roan,North West,Merseyside,Sefton,UKD5,Merseyside,Merseyrail,,Merseyside,," 107,126 "," 191,733 "," 108,807 "," 407,666 "," 107,126 "," 191,733 "," 108,807 "," 407,666 "," 815,332 "," 863,568 ", -   ,0,0,,
6003,OLD,Old Street,London,Greater London,Hackney,UKI1,Inner London,First Capital Connect,,,London Travelcard Area Station," 191,396 "," 189,399 "," 287,566 "," 668,361 "," 191,396 "," 189,399 "," 287,566 "," 668,361 "," 1,336,722 "," 1,434,785 ", -   ,0,0,,
3219,OLF,Oldfield Park,South West,Bath And North East Somerset,Bath And North East Somerset,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,," 45,606 "," 29,939 "," 50,923 "," 126,468 "," 45,606 "," 29,939 "," 50,923 "," 126,468 "," 252,936 "," 239,576 ", -   ,0,0,,
4533,OLT,Olton,West Midlands,West Midlands,Solihull,UKG3,West Midlands,London Midland Trains,,West Midlands,," 46,164 "," 62,707 "," 70,267 "," 179,138 "," 46,164 "," 62,707 "," 70,267 "," 179,138 "," 358,276 "," 364,646 ", -   ,0,0,,
5021,ORE,Ore,South East,East Sussex,Hastings,UKJ2,"Surrey, East & West Sussex",Southern,,,," 10,797 "," 10,730 "," 34,702 "," 56,229 "," 10,797 "," 10,730 "," 34,702 "," 56,229 "," 112,458 "," 126,558 ", -   ,1,0,Cause of large decrease not clear,
2281,OMS,Ormskirk,North West,Lancashire,West Lancashire,UKD4,Lancashire,Merseyrail,,,," 198,472 "," 40,984 "," 118,231 "," 357,687 "," 198,472 "," 40,984 "," 118,231 "," 357,687 "," 715,374 "," 878,782 "," 41,755 ",1,0,Likley to result from changing ticket purchase patterns not captured by current PTE infil methodology,
5122,ORP,Orpington,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 402,389 "," 686,137 "," 1,464,046 "," 2,552,572 "," 402,389 "," 686,137 "," 1,464,046 "," 2,552,572 "," 5,105,144 "," 5,069,038 "," 889,356 ",0,0,,
2259,ORR,Orrell,North West,Greater Manchester,Wigan,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 15,486 "," 27,312 "," 13,181 "," 55,979 "," 15,486 "," 27,312 "," 13,181 "," 55,979 "," 111,958 "," 101,358 ", -   ,1,0,Continues high growth from previous year,
2247,OPK,Orrell Park,North West,Merseyside,Liverpool,UKD5,Merseyside,Merseyrail,,Merseyside,," 195,998 "," 227,492 "," 169,119 "," 592,609 "," 195,998 "," 227,492 "," 169,119 "," 592,609 "," 1,185,218 "," 1,192,140 ", -   ,0,0,,
5071,OTF,Otford,South East,Kent,Sevenoaks,UKJ4,Kent,Southeastern,,,," 35,903 "," 65,234 "," 91,331 "," 192,468 "," 35,903 "," 65,234 "," 91,331 "," 192,468 "," 384,936 "," 389,958 "," 37,815 ",0,0,,
7273,OUN,Oulton Broad North,East,Suffolk,Waveney,UKH1,East Anglia,National Express East Anglia,,,," 17,989 "," 33,113 "," 8,381 "," 59,483 "," 17,989 "," 33,113 "," 8,381 "," 59,483 "," 118,966 "," 113,582 ", -   ,0,0,,
7274,OUS,Oulton Broad South,East,Suffolk,Waveney,UKH1,East Anglia,National Express East Anglia,,,," 5,998 "," 4,853 ", 45 ," 10,896 "," 5,998 "," 4,853 ", 45 ," 10,896 "," 21,792 "," 21,240 ", -   ,0,0,,
8309,OUT,Outwood,Yorkshire And The Humber,West Yorkshire,Wakefield,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 60,023 "," 34,222 "," 86,425 "," 180,670 "," 60,023 "," 34,222 "," 86,425 "," 180,670 "," 361,340 "," 354,792 ", -   ,0,0,,
2157,OVE,Overpool,North West,Cheshire,Ellesmere Port & Neston,UKD2,Cheshire,Merseyrail,,,," 55,861 "," 1,334 "," 2,084 "," 59,279 "," 55,861 "," 1,334 "," 2,084 "," 59,279 "," 118,558 "," 123,462 ", -   ,0,0,,
5526,OVR,Overton,South East,Hampshire,Basingstoke And Deane,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 15,185 "," 18,664 "," 50,209 "," 84,058 "," 15,185 "," 18,664 "," 50,209 "," 84,058 "," 168,116 "," 164,110 ", -   ,0,0,,
2090,OXN,Oxenholme Lake District,North West,Cumbria,South Lakeland,UKD1,Cumbria,Virgin Trains (West Coast),,,," 39,699 "," 170,614 "," 7,690 "," 218,003 "," 39,699 "," 170,614 "," 7,690 "," 218,003 "," 436,006 "," 408,264 "," 192,802 ",0,0,,
3115,OXF,Oxford,South East,Oxfordshire,Oxford,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 427,193 "," 1,975,112 "," 711,204 "," 3,113,509 "," 427,193 "," 1,975,112 "," 711,204 "," 3,113,509 "," 6,227,018 "," 5,797,984 "," 270,251 ",0,0,,
5602,OXS,Oxshott,South East,Surrey,Elmbridge,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 60,439 "," 62,828 "," 110,635 "," 233,902 "," 60,439 "," 62,828 "," 110,635 "," 233,902 "," 467,804 "," 454,040 ", -   ,0,0,,
5377,OXT,Oxted,South East,Surrey,Tandridge,UKJ2,"Surrey, East & West Sussex",Southern,,,," 113,418 "," 217,116 "," 444,283 "," 774,817 "," 113,418 "," 217,116 "," 444,283 "," 774,817 "," 1,549,634 "," 1,470,108 ", -   ,0,0,,
3087,PAD,Paddington,London,Greater London,Westminster,UKI1,Inner London,Network Rail,LONDON BR,,London Travelcard Area Station," 2,714,572 "," 8,670,211 "," 5,483,490 "," 16,868,273 "," 2,714,572 "," 8,670,211 "," 5,483,490 "," 16,868,273 "," 33,736,546 "," 32,200,316 "," 2,677,902 ",0,0,,
5224,PDW,Paddock Wood,South East,Kent,Tunbridge Wells,UKJ4,Kent,Southeastern,,,," 94,212 "," 170,418 "," 300,882 "," 565,512 "," 94,212 "," 170,418 "," 300,882 "," 565,512 "," 1,131,024 "," 1,104,070 "," 107,900 ",0,0,,
2387,PDG,Padgate,North West,Warrington,Warrington,UKD2,Cheshire,Northern Rail,,,," 21,981 "," 12,213 "," 11,523 "," 45,717 "," 21,981 "," 12,213 "," 11,523 "," 45,717 "," 91,434 "," 80,224 ", -   ,1,0,Continues high growth from previous year,
3427,PGN,Paignton,South West,Torbay,Torbay,UKK4,Devon,First Great Western,,,," 27,536 "," 220,697 "," 29,357 "," 277,590 "," 27,536 "," 220,697 "," 29,357 "," 277,590 "," 555,180 "," 504,648 ", -   ,1,0,Continues high growth from previous year,
9657,PCN,Paisley Canal,Scotland,Renfrewshire,Renfrewshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 47,734 "," 35,679 "," 33,003 "," 116,416 "," 47,734 "," 35,679 "," 33,003 "," 116,416 "," 232,832 "," 219,478 ", -   ,0,0,,
9683,PYG,Paisley Gilmour Street,Scotland,Renfrewshire,Renfrewshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 587,596 "," 434,179 "," 798,511 "," 1,820,286 "," 587,596 "," 434,179 "," 798,511 "," 1,820,286 "," 3,640,572 "," 3,679,066 "," 112,643 ",0,0,,
9664,PYJ,Paisley St.James,Scotland,Renfrewshire,Renfrewshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 8,273 "," 9,128 "," 7,817 "," 25,218 "," 8,273 "," 9,128 "," 7,817 "," 25,218 "," 50,436 "," 40,812 ", -   ,1,0,Cause of large increase not clear,
6021,PAL,Palmers Green,London,Greater London,Enfield,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station," 152,363 "," 180,703 "," 497,936 "," 831,002 "," 152,363 "," 180,703 "," 497,936 "," 831,002 "," 1,662,004 "," 1,623,304 ", -   ,0,0,,
3036,PAN,Pangbourne,South East,West Berkshire,West Berkshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 45,382 "," 72,674 "," 88,885 "," 206,941 "," 45,382 "," 72,674 "," 88,885 "," 206,941 "," 413,882 "," 404,674 ", -   ,0,0,,
8479,PNL,Pannal,Yorkshire And The Humber,North Yorkshire,Harrogate,UKE2,North Yorkshire,Northern Rail,,,," 25,842 "," 20,506 "," 18,463 "," 64,811 "," 25,842 "," 20,506 "," 18,463 "," 64,811 "," 129,622 "," 125,838 ", -   ,0,0,,
4250,PTF,Pantyffynnon,Wales - Cymru,Carmarthenshire - Sir Gaerfyrddin,Carmarthenshire - Sir Gaerfyrddin,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 1,074 ", 870 , -   ," 1,944 "," 1,074 ", 870 , -   ," 1,944 "," 3,888 "," 4,270 ", -   ,0,0,,
3524,PAR,Par,South West,Cornwall And Isles Of Scilly,Restormel,UKK3,Cornwall and Isles of Scilly,First Great Western,,,," 8,453 "," 63,241 "," 21,353 "," 93,047 "," 8,453 "," 63,241 "," 21,353 "," 93,047 "," 186,094 "," 179,100 "," 92,431 ",0,0,,
2402,PBL,Parbold,North West,Lancashire,West Lancashire,UKD4,Lancashire,Northern Rail,,,," 14,679 "," 32,047 "," 11,085 "," 57,811 "," 14,679 "," 32,047 "," 11,085 "," 57,811 "," 115,622 "," 114,554 ", -   ,0,0,,
1561,PKT,Park Street,East,Hertfordshire,St. Albans,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,," 6,383 "," 4,081 "," 6,822 "," 17,286 "," 6,383 "," 4,081 "," 6,822 "," 17,286 "," 34,572 "," 32,606 ", -   ,0,0,,
5882,PKS,Parkstone,South West,Poole,Poole,UKK2,Dorset and Somerset,South West Trains,,,," 30,404 "," 38,078 "," 25,945 "," 94,427 "," 30,404 "," 38,078 "," 25,945 "," 94,427 "," 188,854 "," 187,102 ", -   ,0,0,,
3246,PSN,Parson Street,South West,Bristol City Of,Bristol City Of,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,," 14,419 "," 14,667 "," 9,775 "," 38,861 "," 14,419 "," 14,667 "," 9,775 "," 38,861 "," 77,722 "," 68,840 ", -   ,1,0,Continues high growth from previous year,
9917,PTK,Partick,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 429,793 "," 371,633 "," 445,688 "," 1,247,114 "," 429,793 "," 371,633 "," 445,688 "," 1,247,114 "," 2,494,228 "," 2,289,774 "," 435,039 ",0,0,,
2032,PRN,Parton,North West,Cumbria,Copeland,UKD1,Cumbria,Northern Rail,,,," 1,883 ", 550 , 936 ," 3,369 "," 1,883 ", 550 , 936 ," 3,369 "," 6,738 "," 6,382 ", -   ,0,0,,
3213,PWY,Patchway,South West,South Gloucestershire,South Gloucestershire,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,," 18,320 "," 5,330 "," 10,059 "," 33,709 "," 18,320 "," 5,330 "," 10,059 "," 33,709 "," 67,418 "," 59,474 ", -   ,1,0,Continues high growth from previous year,
2916,PAT,Patricroft,North West,Greater Manchester,Salford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 4,890 "," 10,285 "," 7,167 "," 22,342 "," 4,890 "," 10,285 "," 7,167 "," 22,342 "," 44,684 "," 39,092 ", -   ,1,0,Continues high growth from previous year,
9775,PTT,Patterton,Scotland,East Renfrewshire,East Renfrewshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 42,507 "," 36,332 "," 122,235 "," 201,074 "," 42,507 "," 36,332 "," 122,235 "," 201,074 "," 402,148 "," 362,182 ", -   ,1,0,Cause of large increase not clear,
1687,PEA,Peartree,East Midlands,Derby,Derby,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,, 983 , 51 , 344 ," 1,378 ", 983 , 51 , 344 ," 1,378 "," 2,756 "," 2,274 ", -   ,0,0,,
5423,PMR,Peckham Rye,London,Greater London,Southwark,UKI1,Inner London,Southern,,,London Travelcard Area Station," 352,481 "," 440,353 "," 843,273 "," 1,636,107 "," 352,481 "," 440,353 "," 843,273 "," 1,636,107 "," 3,272,214 "," 2,987,280 "," 691,747 ",0,0,,
7685,PEG,Pegswood,North East,Northumberland,Castle Morpeth,UKC2,Northumberland and Tyne and Wear,Northern Rail,,,, 257 , 25 , 670 , 952 , 257 , 25 , 670 , 952 ," 1,904 "," 1,102 ", -   ,0,1,Very small absolute number of entries and exits,
2403,PEM,Pemberton,North West,Greater Manchester,Wigan,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 6,609 "," 16,690 "," 6,124 "," 29,423 "," 6,609 "," 16,690 "," 6,124 "," 29,423 "," 58,846 "," 52,254 ", -   ,1,0,Continues high growth from previous year,
4140,PBY,Pembrey & Burry Port,Wales - Cymru,Carmarthenshire - Sir Gaerfyrddin,Carmarthenshire - Sir Gaerfyrddin,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 31,652 "," 15,832 "," 18,592 "," 66,076 "," 31,652 "," 15,832 "," 18,592 "," 66,076 "," 132,152 "," 119,876 ", -   ,1,0,Cause of large increase not clear,
4101,PMB,Pembroke,Wales - Cymru,Pembrokeshire - Sir Benfro,Pembrokeshire - Sir Benfro,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 10,380 "," 5,400 ", 31 ," 15,811 "," 10,380 "," 5,400 ", 31 ," 15,811 "," 31,622 "," 29,532 ", -   ,0,0,,
4102,PMD,Pembroke Dock,Wales - Cymru,Pembrokeshire - Sir Benfro,Pembrokeshire - Sir Benfro,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 16,641 "," 7,253 ", 428 ," 24,322 "," 16,641 "," 7,253 ", 428 ," 24,322 "," 48,644 "," 45,640 ", -   ,0,0,,
4129,PNA,Penally,Wales - Cymru,Pembrokeshire - Sir Benfro,Pembrokeshire - Sir Benfro,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 2,007 ", 720 , 16 ," 2,743 "," 2,007 ", 720 , 16 ," 2,743 "," 5,486 "," 4,676 ", -   ,0,0,,
