NLC,Origin TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1112 Entries & Exits,"1011
Entries & Exits",Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources
5427,MIJ,Mitcham Junction,London,Greater London,Merton,UKI2,Outer London,Southern,,,London Travelcard Area Station," 49,216 "," 45,588 "," 98,796 "," 193,600 "," 49,216 "," 45,588 "," 98,796 "," 193,600 "," 387,200 "," 330,750 ", 635 ,1,0,Continues high growth from previous year,
2849,MOB,Mobberley,North West,Cheshire,Macclesfield,UKD2,Cheshire,Northern Rail,,,," 3,484 "," 4,190 "," 1,029 "," 8,703 "," 3,484 "," 4,190 "," 1,029 "," 8,703 "," 17,406 "," 17,150 ", -   ,0,0,,
9060,MON,Monifieth,Scotland,Angus,Angus,UKM2,Eastern Scotland,First ScotRail,,,, 197 , 32 , 968 ," 1,197 ", 197 , 32 , 968 ," 1,197 "," 2,394 "," 1,288 ", -   ,0,1,Very small absolute number of entries and exits,
3067,MRS,Monks Risborough,South East,Buckinghamshire,Wycombe,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Chiltern Railways,,,," 3,246 "," 1,047 "," 7,478 "," 11,771 "," 3,246 "," 1,047 "," 7,478 "," 11,771 "," 23,542 "," 20,582 ", -   ,1,0,Cause of large increase not clear,
3203,MTP,Montpelier,South West,Bristol City Of,Bristol City Of,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,," 29,566 "," 15,432 "," 16,113 "," 61,111 "," 29,566 "," 15,432 "," 16,113 "," 61,111 "," 122,222 "," 111,628 ", -   ,0,0,,
9080,MTS,Montrose,Scotland,Angus,Angus,UKM2,Eastern Scotland,First ScotRail,,,," 71,563 "," 81,826 "," 39,915 "," 193,304 "," 71,563 "," 81,826 "," 39,915 "," 193,304 "," 386,608 "," 378,284 ", -   ,0,0,,
2226,MRF,Moorfields,North West,Merseyside,Liverpool,UKD5,Merseyside,Merseyrail,LIVERPOOL BR,Merseyside,," 910,284 "," 1,636,638 "," 631,461 "," 3,178,383 "," 910,284 "," 1,636,638 "," 631,461 "," 3,178,383 "," 6,356,766 "," 4,637,356 "," 625,527 ",1,0,Central Liverpool station usage adjusted to reflect count data,
6005,MOG,Moorgate,London,Greater London,City Of London,UKI1,Inner London,First Capital Connect,LONDON BR,,London Travelcard Area Station," 657,891 "," 589,287 "," 2,683,013 "," 3,930,191 "," 657,891 "," 589,287 "," 2,683,013 "," 3,930,191 "," 7,860,382 "," 7,187,012 "," 640,719 ",0,0,,
2799,MSD,Moorside,North West,Greater Manchester,Salford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 5,693 "," 9,320 "," 8,741 "," 23,754 "," 5,693 "," 9,320 "," 8,741 "," 23,754 "," 47,508 "," 41,054 ", -   ,1,0,Continues high growth from previous year,
8539,MRP,Moorthorpe,Yorkshire And The Humber,West Yorkshire,Wakefield,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 28,740 "," 38,068 "," 33,321 "," 100,129 "," 28,740 "," 38,068 "," 33,321 "," 100,129 "," 200,258 "," 190,646 ", -   ,0,0,,
8833,MRR,Morar,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,," 1,372 "," 1,041 ", -   ," 2,413 "," 1,372 "," 1,041 ", -   ," 2,413 "," 4,826 "," 4,086 ", -   ,0,0,,
5825,MRD,Morchard Road,South West,Devon,Mid Devon,UKK4,Devon,First Great Western,,,, 820 ," 3,614 "," 1,295 "," 5,729 ", 820 ," 3,614 "," 1,295 "," 5,729 "," 11,458 "," 8,834 ", -   ,1,0,Continues high growth from previous year,
5291,MDS,Morden South,London,Greater London,Merton,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station," 8,581 "," 7,316 "," 26,722 "," 42,619 "," 8,581 "," 7,316 "," 26,722 "," 42,619 "," 85,238 "," 79,772 ", -   ,0,0,,
2695,MCM,Morecambe,North West,Lancashire,Lancaster,UKD4,Lancashire,Northern Rail,,,," 75,819 "," 23,001 "," 11,320 "," 110,140 "," 75,819 "," 23,001 "," 11,320 "," 110,140 "," 220,280 "," 221,142 ", -   ,0,0,,
5957,MTN,Moreton (Dorset),South West,Dorset,Purbeck,UKK2,Dorset and Somerset,South West Trains,,,," 10,456 "," 18,958 "," 3,500 "," 32,914 "," 10,456 "," 18,958 "," 3,500 "," 32,914 "," 65,828 "," 60,096 ", -   ,0,0,,
2151,MRT,Moreton (Merseyside),North West,Merseyside,Wirral,UKD5,Merseyside,Merseyrail,,Merseyside,," 123,945 "," 145,499 "," 96,232 "," 365,676 "," 123,945 "," 145,499 "," 96,232 "," 365,676 "," 731,352 "," 731,952 ", -   ,0,0,,
4814,MIM,Moreton-In-Marsh,South West,Gloucestershire,Cotswold,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,," 16,618 "," 71,605 "," 12,788 "," 101,011 "," 16,618 "," 71,605 "," 12,788 "," 101,011 "," 202,022 "," 195,878 ", -   ,0,0,,
4470,MFA,Morfa Mawddach,Wales - Cymru,Gwynedd - Gwynedd,Gwynedd - Gwynedd,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 3,162 "," 1,446 ", 201 ," 4,809 "," 3,162 "," 1,446 ", 201 ," 4,809 "," 9,618 "," 9,936 ", -   ,0,0,,
8504,MLY,Morley,Yorkshire And The Humber,West Yorkshire,Leeds,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 51,247 "," 34,431 "," 88,127 "," 173,805 "," 51,247 "," 34,431 "," 88,127 "," 173,805 "," 347,610 "," 328,558 ", -   ,0,0,,
7680,MPT,Morpeth,North East,Northumberland,Castle Morpeth,UKC2,Northumberland and Tyne and Wear,Northern Rail,,,," 49,848 "," 56,414 "," 27,828 "," 134,090 "," 49,848 "," 56,414 "," 27,828 "," 134,090 "," 268,180 "," 243,982 ", 131 ,0,0,Continues high growth from previous year,
5501,MOR,Mortimer,South East,West Berkshire,West Berkshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 17,899 "," 41,922 "," 35,880 "," 95,701 "," 17,899 "," 41,922 "," 35,880 "," 95,701 "," 191,402 "," 182,090 ", -   ,0,0,,
5600,MTL,Mortlake,London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station," 225,378 "," 200,477 "," 589,690 "," 1,015,545 "," 225,378 "," 200,477 "," 589,690 "," 1,015,545 "," 2,031,090 "," 1,987,894 ", -   ,0,0,,
2606,MSS,Moses Gate,North West,Greater Manchester,Bolton,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 3,087 "," 5,991 "," 2,511 "," 11,589 "," 3,087 "," 5,991 "," 2,511 "," 11,589 "," 23,178 "," 19,296 ", -   ,1,0,Continues previous year high gorwth,
2675,MOS,Moss Side,North West,Lancashire,Fylde,UKD4,Lancashire,Northern Rail,,,," 1,045 ", 196 , 5 ," 1,246 "," 1,045 ", 196 , 5 ," 1,246 "," 2,492 "," 3,138 ", -   ,0,0,,
2903,MSL,Mossley (Greater Manchester),North West,Greater Manchester,Tameside,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 28,491 "," 65,397 "," 61,269 "," 155,157 "," 28,491 "," 65,397 "," 61,269 "," 155,157 "," 310,314 "," 290,022 ", -   ,0,0,,
2171,MSH,Mossley Hill,North West,Merseyside,Liverpool,UKD5,Merseyside,Northern Rail,,Merseyside,," 35,722 "," 90,248 "," 25,059 "," 151,029 "," 35,722 "," 90,248 "," 25,059 "," 151,029 "," 302,058 "," 296,714 ", -   ,0,0,,
9632,MPK,Mosspark,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 21,365 "," 20,546 "," 16,801 "," 58,712 "," 21,365 "," 20,546 "," 16,801 "," 58,712 "," 117,424 "," 111,294 ", -   ,0,0,,
2973,MSO,Moston,North West,Greater Manchester,Manchester,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 10,043 "," 42,846 "," 16,867 "," 69,756 "," 10,043 "," 42,846 "," 16,867 "," 69,756 "," 139,512 "," 110,494 ", -   ,1,0,Consistent with large increases seen over recent years,
9691,MTH,Motherwell,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 221,752 "," 175,107 "," 253,720 "," 650,579 "," 221,752 "," 175,107 "," 253,720 "," 650,579 "," 1,301,158 "," 1,246,354 "," 109,493 ",0,0,,
5645,MOT,Motspur Park,London,Greater London,Merton,UKI2,Outer London,South West Trains,,,London Travelcard Area Station," 124,780 "," 125,174 "," 373,312 "," 623,266 "," 124,780 "," 125,174 "," 373,312 "," 623,266 "," 1,246,532 "," 1,202,734 "," 27,132 ",0,0,,
5118,MTG,Mottingham,London,Greater London,Greenwich,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 118,691 "," 119,715 "," 325,662 "," 564,068 "," 118,691 "," 119,715 "," 325,662 "," 564,068 "," 1,128,136 "," 1,119,766 ", -   ,0,0,,
2158,MLD,Mouldsworth,North West,Cheshire,Chester,UKD2,Cheshire,Northern Rail,,,," 6,455 "," 8,718 ", 603 ," 15,776 "," 6,455 "," 8,718 ", 603 ," 15,776 "," 31,552 "," 28,626 ", -   ,1,0,Continues high growth from previous year,
5312,MCB,Moulsecoomb,South East,Brighton And Hove,Brighton And Hove,UKJ2,"Surrey, East & West Sussex",Southern,,,," 46,551 "," 95,135 "," 45,574 "," 187,260 "," 46,551 "," 95,135 "," 45,574 "," 187,260 "," 374,520 "," 353,444 ", -   ,0,0,,
9819,MFL,Mount Florida,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 176,411 "," 181,477 "," 173,199 "," 531,087 "," 176,411 "," 181,477 "," 173,199 "," 531,087 "," 1,062,174 "," 972,204 "," 6,457 ",0,0,,
3859,MTA,Mountain Ash,Wales - Cymru,Rhondda Cynon Taff - Rhondda Cynon Taf,Rhondda Cynon Taff - Rhondda Cynon Taf,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 39,126 "," 2,855 "," 5,083 "," 47,064 "," 39,126 "," 2,855 "," 5,083 "," 47,064 "," 94,128 "," 102,056 ", -   ,0,0,,
9779,MTV,Mt. Vernon,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 11,824 "," 7,900 "," 8,618 "," 28,342 "," 11,824 "," 7,900 "," 8,618 "," 28,342 "," 56,684 "," 55,724 ", -   ,0,0,,
8665,MOO,Muir Of Ord,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,," 21,126 "," 12,978 "," 3,127 "," 37,231 "," 21,126 "," 12,978 "," 3,127 "," 37,231 "," 74,462 "," 62,428 ", -   ,1,0,Cause of large increase not clear,
9608,MUI,Muirend,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 60,863 "," 43,636 "," 73,434 "," 177,933 "," 60,863 "," 43,636 "," 73,434 "," 177,933 "," 355,866 "," 345,194 ", -   ,0,0,,
9304,MUB,Musselburgh,Scotland,East Lothian,East Lothian,UKM2,Eastern Scotland,First ScotRail,,,," 89,961 "," 59,919 "," 43,490 "," 193,370 "," 89,961 "," 59,919 "," 43,490 "," 193,370 "," 386,740 "," 364,690 ", -   ,0,0,,
8526,MYT,Mytholmroyd,Yorkshire And The Humber,West Yorkshire,Calderdale,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 29,208 "," 26,503 "," 23,558 "," 79,269 "," 29,208 "," 26,503 "," 23,558 "," 79,269 "," 158,538 "," 147,660 ", -   ,0,0,,
8107,NFN,Nafferton,Yorkshire And The Humber,East Riding Of Yorkshire,East Riding Of Yorkshire,UKE1,East Riding and North Linconshire,Northern Rail,,,," 4,267 "," 7,312 "," 3,457 "," 15,036 "," 4,267 "," 7,312 "," 3,457 "," 15,036 "," 30,072 "," 28,332 ", -   ,0,0,,
3389,NLS,Nailsea & Backwell,South West,North Somerset,North Somerset,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,," 70,272 "," 76,720 "," 58,060 "," 205,052 "," 70,272 "," 76,720 "," 58,060 "," 205,052 "," 410,104 "," 395,524 ", -   ,0,0,,
8666,NRN,Nairn,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,," 16,536 "," 34,380 "," 4,959 "," 55,875 "," 16,536 "," 34,380 "," 4,959 "," 55,875 "," 111,750 "," 101,182 ", -   ,1,0,Continues high growth from previous year,
1247,NAN,Nantwich,North West,Cheshire,Crewe And Nantwich,UKD2,Cheshire,Arriva Trains Wales,,,," 28,876 "," 18,489 "," 16,250 "," 63,615 "," 28,876 "," 18,489 "," 16,250 "," 63,615 "," 127,230 "," 114,462 ", -   ,1,0,Continues high growth from previous year,
4098,NAR,Narberth,Wales - Cymru,Pembrokeshire - Sir Benfro,Pembrokeshire - Sir Benfro,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 6,474 "," 2,786 ", 16 ," 9,276 "," 6,474 "," 2,786 ", 16 ," 9,276 "," 18,552 "," 17,484 ", -   ,0,0,,
1881,NBR,Narborough,East Midlands,Leicestershire,Blaby,UKF2,"Leicestershire, Rutland and Northamptonshire",East Midlands Trains,,West Midlands,," 30,836 "," 24,128 "," 126,623 "," 181,587 "," 30,836 "," 24,128 "," 126,623 "," 181,587 "," 363,174 "," 345,360 ", -   ,0,0,,
2940,NVR,Navigation Road,North West,Greater Manchester,Trafford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 10,851 "," 14,899 "," 16,505 "," 42,255 "," 10,851 "," 14,899 "," 16,505 "," 42,255 "," 84,510 "," 83,204 ", -   ,0,0,,
4216,NTH,Neath,Wales - Cymru,Neath Port Talbot - Castell-Nedd Port Talbot,Neath Port Talbot - Castell-Nedd Port Talbot,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 187,172 "," 153,615 "," 64,018 "," 404,805 "," 187,172 "," 153,615 "," 64,018 "," 404,805 "," 809,610 "," 819,546 ", -   ,0,0,,
7354,NMT,Needham Market,East,Suffolk,Mid Suffolk,UKH1,East Anglia,National Express East Anglia,,,," 17,801 "," 13,473 "," 7,501 "," 38,775 "," 17,801 "," 13,473 "," 7,501 "," 38,775 "," 77,550 "," 67,056 ", -   ,1,0,Continues high growth from previous year,
9773,NEI,Neilston,Scotland,East Renfrewshire,East Renfrewshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 49,832 "," 42,056 "," 133,757 "," 225,645 "," 49,832 "," 42,056 "," 133,757 "," 225,645 "," 451,290 "," 441,004 ", -   ,0,0,,
2565,NEL,Nelson,North West,Lancashire,Pendle,UKD4,Lancashire,Northern Rail,,,," 43,717 "," 10,216 "," 10,848 "," 64,781 "," 43,717 "," 10,216 "," 10,848 "," 64,781 "," 129,562 "," 116,814 ", -   ,1,0,Continues high growth from previous year,
2139,NES,Neston,North West,Cheshire,Ellesmere Port & Neston,UKD2,Cheshire,Arriva Trains Wales,,,," 17,101 "," 4,343 "," 1,829 "," 23,273 "," 17,101 "," 4,343 "," 1,829 "," 23,273 "," 46,546 "," 44,598 ", -   ,0,0,,
6241,NET,Netherfield,East Midlands,Nottinghamshire,Gedling,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,," 2,076 ", 324 ," 1,305 "," 3,705 "," 2,076 ", 324 ," 1,305 "," 3,705 "," 7,410 "," 6,132 ", -   ,0,0,,
2047,NRT,Nethertown,North West,Cumbria,Copeland,UKD1,Cumbria,Northern Rail,,,, 203 , 12 , -   , 215 , 203 , 12 , -   , 215 , 430 , 450 , -   ,0,0,,
5911,NTL,Netley,South East,Hampshire,Eastleigh,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 16,663 "," 15,415 "," 20,936 "," 53,014 "," 16,663 "," 15,415 "," 20,936 "," 53,014 "," 106,028 "," 96,608 ", -   ,0,0,,
6018,NBA,New Barnet,London,Greater London,Barnet,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station," 120,236 "," 108,294 "," 320,477 "," 549,007 "," 120,236 "," 108,294 "," 320,477 "," 549,007 "," 1,098,014 "," 1,069,706 ", -   ,0,0,,
5058,NBC,New Beckenham,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 95,856 "," 87,830 "," 231,305 "," 414,991 "," 95,856 "," 87,830 "," 231,305 "," 414,991 "," 829,982 "," 830,396 ", 59 ,0,0,,
2152,NBN,New Brighton,North West,Merseyside,Wirral,UKD5,Merseyside,Merseyrail,,Merseyside,," 168,709 "," 220,035 "," 126,649 "," 515,393 "," 168,709 "," 220,035 "," 126,649 "," 515,393 "," 1,030,786 "," 1,025,644 ", -   ,0,0,,
6289,NCE,New Clee,Yorkshire And The Humber,North East Lincolnshire,North East Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,, 137 , 30 , -   , 167 , 137 , 30 , -   , 167 , 334 , 298 , -   ,0,0,,
5150,NWX,New Cross,London,Greater London,Lewisham,UKI1,Inner London,Southeastern,,,London Travelcard Area Station," 247,805 "," 396,498 "," 528,321 "," 1,172,624 "," 247,805 "," 396,498 "," 528,321 "," 1,172,624 "," 2,345,248 "," 2,063,120 "," 1,575,883 ",1,0,Ramp-up of demand on London Overground services,
5345,NXG,New Cross Gate,London,Greater London,Lewisham,UKI1,Inner London,London Overground,,,London Travelcard Area Station," 421,418 "," 789,583 "," 793,601 "," 2,004,602 "," 421,418 "," 789,583 "," 793,601 "," 2,004,602 "," 4,009,204 "," 3,011,524 "," 1,509,806 ",1,0,Ramp-up of demand on London Overground services,
9533,NCK,New Cumnock,Scotland,East Ayrshire,East Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 5,998 "," 5,308 "," 2,686 "," 13,992 "," 5,998 "," 5,308 "," 2,686 "," 13,992 "," 27,984 "," 27,730 ", -   ,0,0,,
5119,NEH,New Eltham,London,Greater London,Greenwich,UKI2,Outer London,Southeastern,,,London Travelcard Area Station," 213,884 "," 191,465 "," 759,338 "," 1,164,687 "," 213,884 "," 191,465 "," 759,338 "," 1,164,687 "," 2,329,374 "," 2,285,480 ", -   ,0,0,,
6209,NHL,New Holland,Yorkshire And The Humber,North Lincolnshire,North Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,," 9,158 "," 1,234 ", 454 ," 10,846 "," 9,158 "," 1,234 ", 454 ," 10,846 "," 21,692 "," 21,460 ", -   ,0,0,,
5238,NHE,New Hythe,South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,," 14,989 "," 13,786 "," 17,314 "," 46,089 "," 14,989 "," 13,786 "," 17,314 "," 46,089 "," 92,178 "," 87,138 ", -   ,0,0,,
2358,NLN,New Lane,North West,Lancashire,West Lancashire,UKD4,Lancashire,Northern Rail,,,, 879 , 720 , 43 ," 1,642 ", 879 , 720 , 43 ," 1,642 "," 3,284 "," 3,034 ", -   ,0,0,,
5567,NEM,New Malden,London,Greater London,Kingston Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station," 343,558 "," 370,256 "," 948,821 "," 1,662,635 "," 343,558 "," 370,256 "," 948,821 "," 1,662,635 "," 3,325,270 "," 3,234,438 "," 41,423 ",0,0,,
2974,NMC,New Mills Central,East Midlands,Derbyshire,High Peak,UKF1,Derbyshire and Nottinghamshire,Northern Rail,NEW MILLS BR,,," 15,580 "," 31,008 "," 31,536 "," 78,124 "," 15,580 "," 31,008 "," 31,536 "," 78,124 "," 156,248 "," 146,018 ", 925 ,0,0,,
2769,NMN,New Mills Newtown,East Midlands,Derbyshire,High Peak,UKF1,Derbyshire and Nottinghamshire,Northern Rail,NEW MILLS BR,,," 14,639 "," 26,775 "," 58,089 "," 99,503 "," 14,639 "," 26,775 "," 58,089 "," 99,503 "," 199,006 "," 190,478 ", -   ,0,0,,
5881,NWM,New Milton,South East,Hampshire,New Forest,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 83,968 "," 145,237 "," 83,243 "," 312,448 "," 83,968 "," 145,237 "," 83,243 "," 312,448 "," 624,896 "," 610,394 ", -   ,0,0,,
8506,NPD,New Pudsey,Yorkshire And The Humber,West Yorkshire,Leeds,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 118,179 "," 102,605 "," 177,533 "," 398,317 "," 118,179 "," 102,605 "," 177,533 "," 398,317 "," 796,634 "," 772,094 ", -   ,0,0,,
6019,NSG,New Southgate,London,Greater London,Enfield,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station," 75,735 "," 60,119 "," 163,054 "," 298,908 "," 75,735 "," 60,119 "," 163,054 "," 298,908 "," 597,816 "," 553,174 ", -   ,0,0,,
6498,NCT,Newark Castle,East Midlands,Nottinghamshire,Newark And Sherwood,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,NEWARK BR,,," 79,541 "," 64,067 "," 23,501 "," 167,109 "," 79,541 "," 64,067 "," 23,501 "," 167,109 "," 334,218 "," 348,938 "," 46,354 ",0,0,,
6499,NNG,Newark North Gate,East Midlands,Nottinghamshire,Newark And Sherwood,UKF1,Derbyshire and Nottinghamshire,East Coast,NEWARK BR,,," 110,854 "," 328,861 "," 104,015 "," 543,730 "," 110,854 "," 328,861 "," 104,015 "," 543,730 "," 1,087,460 "," 976,526 "," 194,895 ",1,0,Cause of large increase not clear,
9919,NBE,Newbridge,Wales - Cymru,Caerphilly - Caerffili,Caerphilly - Caerffili,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 46,820 "," 7,505 "," 11,159 "," 65,484 "," 46,820 "," 7,505 "," 11,159 "," 65,484 "," 130,968 "," 132,092 ", -   ,0,0,,
3074,NBY,Newbury,South East,West Berkshire,West Berkshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,NEWBURY BR,,," 154,142 "," 312,955 "," 313,256 "," 780,353 "," 154,142 "," 312,955 "," 313,256 "," 780,353 "," 1,560,706 "," 1,494,430 "," 44,074 ",0,0,,
3071,NRC,Newbury Racecourse,South East,West Berkshire,West Berkshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,NEWBURY BR,,," 6,783 "," 24,357 "," 7,459 "," 38,599 "," 6,783 "," 24,357 "," 7,459 "," 38,599 "," 77,198 "," 75,508 ", -   ,0,0,,
7728,NCL,Newcastle,North East,Tyne And Wear,Newcastle Upon Tyne,UKC2,Northumberland and Tyne and Wear,East Coast,,Tyne & Wear,," 714,947 "," 2,632,195 "," 506,096 "," 3,853,238 "," 714,947 "," 2,632,195 "," 506,096 "," 3,853,238 "," 7,706,476 "," 7,500,338 "," 394,207 ",0,0,,
8808,NEW,Newcraighall,Scotland,Edinburgh City Of,Edinburgh City Of,UKM2,Eastern Scotland,First ScotRail,,,," 39,762 "," 36,914 "," 18,837 "," 95,513 "," 39,762 "," 36,914 "," 18,837 "," 95,513 "," 191,026 "," 182,802 ", -   ,0,0,,
5330,NVH,Newhaven Harbour,South East,East Sussex,Lewes,UKJ2,"Surrey, East & West Sussex",Southern,NEWHAVEN BR,,," 5,508 "," 7,529 "," 9,360 "," 22,397 "," 5,508 "," 7,529 "," 9,360 "," 22,397 "," 44,794 "," 45,644 ", -   ,0,0,,
5331,NVN,Newhaven Town,South East,East Sussex,Lewes,UKJ2,"Surrey, East & West Sussex",Southern,NEWHAVEN BR,,," 39,860 "," 70,772 "," 48,772 "," 159,404 "," 39,860 "," 70,772 "," 48,772 "," 159,404 "," 318,808 "," 313,082 ", -   ,0,0,,
5175,NGT,Newington,South East,Kent,Swale,UKJ4,Kent,Southeastern,,,," 12,699 "," 14,548 "," 40,675 "," 67,922 "," 12,699 "," 14,548 "," 40,675 "," 67,922 "," 135,844 "," 135,438 ", -   ,0,0,,
7038,NMK,Newmarket,East,Suffolk,Forest Heath,UKH1,East Anglia,National Express East Anglia,,,," 33,828 "," 44,892 "," 37,467 "," 116,187 "," 33,828 "," 44,892 "," 37,467 "," 116,187 "," 232,374 "," 197,924 ", -   ,1,0,Continues high growth from previous year,
7039,NWE,Newport (Essex),East,Essex,Uttlesford,UKH3,Essex,National Express East Anglia,,,," 19,028 "," 16,605 "," 69,787 "," 105,420 "," 19,028 "," 16,605 "," 69,787 "," 105,420 "," 210,840 "," 220,370 ", -   ,0,0,,
3674,NWP,Newport (Gwent),Wales - Cymru,Newport - Casnewydd,Newport - Casnewydd,UKL2,East Wales,Arriva Trains Wales,,,," 344,490 "," 552,034 "," 240,442 "," 1,136,966 "," 344,490 "," 552,034 "," 240,442 "," 1,136,966 "," 2,273,932 "," 2,291,040 "," 561,248 ",0,0,,
3523,NQY,Newquay,South West,Cornwall And Isles Of Scilly,Restormel,UKK3,Cornwall and Isles of Scilly,First Great Western,,,," 1,412 "," 55,939 ", 319 ," 57,670 "," 1,412 "," 55,939 ", 319 ," 57,670 "," 115,340 "," 100,252 ", -   ,1,0,Likely partially caused by improved weekend service,http://en.wikipedia.org/wiki/Newquay_railway_station
1863,NSD,Newstead,East Midlands,Nottinghamshire,Gedling,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,," 8,634 "," 5,356 "," 3,385 "," 17,375 "," 8,634 "," 5,356 "," 3,385 "," 17,375 "," 34,750 "," 31,748 ", -   ,0,0,,
9774,NTN,Newton,Scotland,South Lanarkshire,South Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 70,099 "," 68,553 "," 119,228 "," 257,880 "," 70,099 "," 68,553 "," 119,228 "," 257,880 "," 515,760 "," 481,146 "," 56,081 ",0,0,,
3426,NTA,Newton Abbot,South West,Devon,Teignbridge,UKK4,Devon,First Great Western,,,," 73,354 "," 396,894 "," 73,799 "," 544,047 "," 73,354 "," 396,894 "," 73,799 "," 544,047 "," 1,088,094 "," 1,021,530 "," 306,918 ",0,0,,
7834,NAY,Newton Aycliffe,North East,Durham,Sedgefield,UKC1,Tees Valley and Durham,Northern Rail,,,," 22,517 "," 6,293 "," 2,988 "," 31,798 "," 22,517 "," 6,293 "," 2,988 "," 31,798 "," 63,596 "," 59,636 ", -   ,0,0,,
2789,NWN,Newton For Hyde,North West,Greater Manchester,Tameside,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 18,300 "," 39,139 "," 33,062 "," 90,501 "," 18,300 "," 39,139 "," 33,062 "," 90,501 "," 181,002 "," 168,330 ", -   ,0,0,,
5828,NTC,Newton St.Cyres,South West,Devon,Mid Devon,UKK4,Devon,First Great Western,,,, 552 , 658 , 396 ," 1,606 ", 552 , 658 , 396 ," 1,606 "," 3,212 "," 2,774 ", -   ,0,0,,
2257,NLW,Newton-Le-Willows,North West,Merseyside,St. Helens,UKD5,Merseyside,Northern Rail,,Merseyside,," 78,936 "," 143,295 "," 100,278 "," 322,509 "," 78,936 "," 143,295 "," 100,278 "," 322,509 "," 645,018 "," 604,120 "," 70,476 ",0,0,,
8668,NWR,Newtonmore,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,," 2,913 "," 1,682 ", 106 ," 4,701 "," 2,913 "," 1,682 ", 106 ," 4,701 "," 9,402 "," 9,484 ", -   ,0,0,,
9571,NOA,Newton-On-Ayr,Scotland,South Ayrshire,South Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 10,594 "," 6,233 "," 3,851 "," 20,678 "," 10,594 "," 6,233 "," 3,851 "," 20,678 "," 41,356 "," 40,842 ", -   ,0,0,,
