Station Name, County, Region,TOC, NLC Code, Entries Standard, Entries Reduced, Entries Season,Total Entries, Exits Standard, Exits Reduced, Exits Season,Total Exits, All Entries & Exits 0405,Interchanges,Change
Bardon Mill, Northumberland , North East ,Northern Rail,7563,784,705,700,"2,189",767,706,700,"2,173","4,362",,Decline
Penally, Pembrokeshire , Wales ,Wessex Trains,4129,613,"1,399",0,"2,012",932,"1,395",0,"2,327","4,339",,Growth
Great Ayton, North Yorkshire , Yorkshire and the Humber ,Northern Rail,7922,506,"1,631",0,"2,137",532,"1,628",0,"2,160","4,297",,Growth
Talsarnau, Gwynedd , Wales ,Central Trains,4479,574,"1,360",0,"1,934",979,"1,358",0,"2,337","4,271",,Decline
Manorbier, Pembrokeshire , Wales ,Wessex Trains,4094,418,"1,625",0,"2,043",588,"1,634",0,"2,222","4,265",,Growth
Ty Croes, Isle of Anglesey , Wales ,Northern Rail,2439,699,808,565,"2,072",705,810,565,"2,080","4,153",,Growth
Faygate, West Sussex , South East ,Southern,5493,915,191,917,"2,023",993,207,917,"2,117","4,139",,Decline
Swinderby, Lincolnshire , East Midlands ,Central Trains,6355,"1,330",265,319,"1,914","1,605",259,319,"2,183","4,097",,Growth
Lairg, Highland , Scotland ,First ScotRail,8658,"1,207",663,41,"1,911","1,487",657,41,"2,185","4,096",,Decline
Manea, Cambridgeshire , Eastern ,Central Trains,7165,488,558,"1,037","2,083",362,556,"1,037","1,955","4,038",,Growth
Knucklas, Powys , Wales ,Wessex Trains,4228,282,"1,607",77,"1,966",330,"1,638",77,"2,045","4,010",,Growth
Harling Road, Norfolk , Eastern ,Central Trains,7374,750,644,477,"1,871",790,827,477,"2,094","3,964",,Growth
Dalmally, Argyll and Bute , Scotland ,First ScotRail,8711,"1,323",542,0,"1,865","1,536",546,0,"2,082","3,947",,Growth
Parton, Cumbria , North West and Merseysid ,Northern Rail,2032,"1,179",503,374,"2,056",970,509,374,"1,853","3,910",,Decline
Blaydon, Tyne and Wear , North East ,Northern Rail,7503,982,318,545,"1,845","1,129",361,545,"2,035","3,881",,Growth
Bleasby, Nottinghamshire , East Midlands ,Central Trains,6204,"1,654",131,50,"1,835","1,850",133,50,"2,033","3,868",,Decline
Glenfinnan, Highland , Scotland ,First ScotRail,8828,769,939,0,"1,708","1,209",936,0,"2,145","3,853",,Growth
Swale, Kent , South East ,South Eastern,5249,949,357,324,"1,630","1,517",359,324,"2,200","3,831",,Growth
Bodorgan, Isle of Anglesey , Wales ,Northern Rail,2435,"1,215",429,253,"1,897","1,179",426,253,"1,858","3,754",,Growth
Styal, Cheshire , North West and Merseysid ,Northern Rail,2868,"1,048",452,505,"2,005",755,454,505,"1,714","3,719",,Growth
Pantyffynnon, Carmarthenshire , Wales ,Wessex Trains,4250,492,"1,333",0,"1,825",481,"1,371",0,"1,852","3,677",,Decline
Farnborough North, Surrey , South East ,Great Western,5688,179,676,"1,034","1,889",159,594,"1,034","1,787","3,676",,Decline
Deganwy, Conwy , Wales ,Northern Rail,2480,958,549,174,"1,681","1,203",571,174,"1,948","3,629",,Decline
Hawarden Bridge, Flintshire , Wales ,Northern Rail,2146,"1,530",13,237,"1,780","1,598",12,237,"1,847","3,627",,Growth
Marton, Middlesbrough , North East ,Northern Rail,7947,865,825,104,"1,794",894,825,104,"1,823","3,617",,Growth
Pegswood, Northumberland , North East ,Northern Rail,7685,881,46,"1,004","1,931",584,46,"1,004","1,634","3,564",,Growth
Morar, Highland , Scotland ,First ScotRail,8833,866,771,0,"1,637","1,148",771,0,"1,919","3,556",,Growth
Salhouse, Norfolk , Eastern ,one,7318,"1,098",285,144,"1,527",988,870,144,"2,002","3,529",,Growth
Barrow Haven, North Lincolnshire , Yorkshire and the Humber ,Northern Rail,6212,"1,064",162,359,"1,585","1,415",163,359,"1,937","3,521",,Growth
Helmsdale, Highland , Scotland ,First ScotRail,8647,"1,232",469,72,"1,773","1,197",471,72,"1,740","3,513",,Decline
Brora, Highland , Scotland ,First ScotRail,8618,"1,392",406,40,"1,838","1,177",407,40,"1,624","3,462",,Decline
Morchard Road, Devon , South West ,Wessex Trains,5825,712,386,510,"1,608",939,384,510,"1,833","3,442",,Decline
Llandanwg, Gwynedd , Wales ,Central Trains,4460,379,"1,281",0,"1,660",464,"1,282",0,"1,746","3,406",,Growth
Ashley, Cheshire , North West and Merseysid ,Northern Rail,2850,701,792,128,"1,621",836,793,128,"1,757","3,378",,Decline
Roy Bridge, Highland , Scotland ,First ScotRail,8835,"1,242",485,0,"1,727","1,131",487,0,"1,618","3,344",,Decline
Llangammarch, Powys , Wales ,Wessex Trains,4162,380,"1,248",0,"1,628",355,"1,309",0,"1,664","3,292",,Growth
Connel Ferry, Argyll and Bute , Scotland ,First ScotRail,8708,700,901,0,"1,601",768,899,0,"1,667","3,268",,Growth
Maesteg (Ewenny Road), Bridgend , Wales ,Wessex Trains,3962,560,853,204,"1,617",583,852,204,"1,639","3,256",,Decline
Commondale, North Yorkshire , Yorkshire and the Humber ,Northern Rail,7515,286,616,648,"1,550",405,617,648,"1,670","3,219",,Decline
Sleights, North Yorkshire , Yorkshire and the Humber ,Northern Rail,8179,594,983,0,"1,577",560,979,0,"1,539","3,116",,Growth
Beaulieu Road, Hampshire , South East ,South West Trains,5890,647,781,82,"1,510",717,804,82,"1,603","3,114",,Decline
New Lane, Lancashire , North West and Merseysid ,Northern Rail,2358,727,672,144,"1,543",748,672,144,"1,564","3,107",,Growth
Smallbrook Junction, Isle of Wight , South East ,Island Line,5494,"1,200",249,0,"1,449","1,389",249,0,"1,638","3,087",,Growth
Wedgwood, Stoke-on-Trent City , West Midlands ,Central Trains,1357,143,963,381,"1,487",249,970,381,"1,600","3,086",,Decline
Doleham, East Sussex , South East ,South Eastern,5036,386,528,556,"1,470",464,537,556,"1,557","3,027",,Growth
Clarbeston Road, Pembrokeshire , Wales ,Wessex Trains,4069,556,999,0,"1,555",463,993,0,"1,456","3,011",,Growth
Sudbury & Harrow Road, Greater London , London ,Chiltern,1483,826,244,31,"1,101","1,594",278,31,"1,903","3,004",,Decline
Butlins Penychain, Gwynedd , Wales ,Central Trains,4409,118,"1,338",0,"1,456",259,"1,281",0,"1,540","2,996",,Growth
Kempston Hardwick, Bedfordshire , Eastern ,Silverlink,1384,243,236,967,"1,446",302,240,967,"1,509","2,955",,Decline
Broomfleet, East Riding of Yorkshire , Yorkshire and the Humber ,Northern Rail,8050,541,156,760,"1,457",541,155,760,"1,456","2,912",,Decline
Wennington, Lancashire , North West and Merseysid ,Northern Rail,2681,"1,025",413,0,"1,438","1,049",413,0,"1,462","2,900",,Growth
Moss Side, Lancashire , North West and Merseysid ,Northern Rail,2675,"1,175",111,82,"1,368","1,289",111,82,"1,482","2,851",,Decline
Bescar Lane, Lancashire , North West and Merseysid ,Northern Rail,2351,625,640,129,"1,394",639,640,129,"1,408","2,802",,Growth
Ruswarp, North Yorkshire , Yorkshire and the Humber ,Northern Rail,8174,562,821,0,"1,383",513,820,0,"1,333","2,716",,Growth
Acton Bridge, Cheshire , North West and Merseysid ,Central Trains,2287,799,275,231,"1,305",889,285,231,"1,405","2,709",,Decline
Lamphey, Pembrokeshire , Wales ,Wessex Trains,4084,308,957,0,"1,265",429,952,0,"1,381","2,646",,Growth
Pontarddulais, Swansea City , Wales ,Wessex Trains,4251,496,803,0,"1,299",512,822,0,"1,334","2,633",,Growth
Ascott-Under-Wychwood, Oxfordshire , South East ,Great Western,3003,529,111,651,"1,291",470,122,651,"1,243","2,534",,Growth
Banavie, Highland , Scotland ,First ScotRail,8839,546,607,0,"1,153",751,610,0,"1,361","2,514",,Decline
Ffairfach, Carmarthenshire , Wales ,Wessex Trains,4066,158,"1,044",0,"1,202",184,"1,062",0,"1,246","2,448",,Decline
Loch Awe, Argyll and Bute , Scotland ,First ScotRail,8712,950,257,0,"1,207",980,259,0,"1,239","2,446",,Growth
King's Nympton, Devon , South West ,Wessex Trains,5823,484,603,49,"1,136",610,605,49,"1,264","2,400",,Decline
Achnasheen, Highland , Scotland ,First ScotRail,8601,679,552,0,"1,231",597,551,0,"1,148","2,379",,Growth
Eccles Road, Norfolk , Eastern ,Central Trains,7370,239,138,762,"1,139",319,138,762,"1,219","2,358",,Growth
Ardlui, Argyll and Bute , Scotland ,First ScotRail,9962,922,242,0,"1,164",905,240,0,"1,145","2,309",,Growth
Ardgay, Highland , Scotland ,First ScotRail,8613,975,292,0,"1,267",738,292,0,"1,030","2,297",,Decline
Causeland, Cornwall , South West ,Wessex Trains,3568,310,708,0,"1,018",555,708,0,"1,263","2,281",,Growth
Chetnole, Dorset , South West ,Wessex Trains,5840,418,488,185,"1,091",483,488,185,"1,156","2,248",,Growth
Corpach, Highland , Scotland ,First ScotRail,8824,531,568,0,"1,099",546,568,0,"1,114","2,213",,Growth
Tonfanau, Gwynedd , Wales ,Central Trains,4432,195,924,10,"1,129",137,920,10,"1,067","2,197",,Growth
Lapford, Devon , South West ,Wessex Trains,5824,492,378,95,965,664,379,95,"1,138","2,104",,Decline
Glasshoughton, West Yorkshire , Yorkshire and the Humber ,Northern Rail,8360,427,702,10,"1,139",285,669,10,964,"2,104",,
Tulloch, Highland , Scotland ,First ScotRail,8837,890,215,0,"1,105",733,246,0,979,"2,083",,Decline
Norton Bridge, Staffordshire , West Midlands ,Central Trains,1356,231,89,407,727,848,98,407,"1,353","2,080",,Decline
Seaburn, Tyne and Wear , North East ,Northern Rail,7641,294,497,5,796,760,511,5,"1,276","2,072",,Decline
Hoscar, Lancashire , North West and Merseysid ,Northern Rail,2399,386,327,365,"1,078",297,329,365,991,"2,070",,Growth
Arram, East Riding of Yorkshire , Yorkshire and the Humber ,Northern Rail,8045,309,670,54,"1,033",286,670,54,"1,010","2,043",,Decline
Combe, Oxfordshire , South East ,Great Western,3005,411,205,443,"1,059",325,209,443,977,"2,037",,Growth
Culrain, Highland , Scotland ,First ScotRail,8625,559,427,0,986,605,425,0,"1,030","2,016",,Growth
Llanwrda, Carmarthenshire , Wales ,Wessex Trains,4061,138,819,0,957,149,870,0,"1,019","1,976",,Growth
Kildale, North Yorkshire , Yorkshire and the Humber ,Northern Rail,7516,239,620,36,895,404,621,36,"1,061","1,956",,Growth
Pevensey Bay, East Sussex , South East ,Southern,5462,92,288,510,890,136,417,510,"1,063","1,954",,Decline
Carrbridge, Highland , Scotland ,First ScotRail,8621,568,329,0,897,672,341,0,"1,013","1,910",,Growth
Manors, Tyne and Wear , North East ,Northern Rail,7603,508,14,367,889,612,14,367,993,"1,882",,Growth
Cynghordy, Carmarthenshire , Wales ,Wessex Trains,4147,154,770,0,924,166,781,0,947,"1,871",,Growth
Salwick, Lancashire , North West and Merseysid ,Northern Rail,2673,450,6,460,916,477,6,460,943,"1,858",,Growth
Whitley Bridge, North Yorkshire , Yorkshire and the Humber ,Northern Rail,8130,599,21,272,892,665,22,272,959,"1,852",,Growth
Barlaston, Staffordshire , West Midlands ,Central Trains,1279,335,268,201,804,568,277,201,"1,046","1,849",,Decline
Lochailort, Highland , Scotland ,First ScotRail,8829,477,395,0,872,538,392,0,930,"1,802",,Growth
Etruria, Stoke-on-Trent City , West Midlands ,Central Trains,1294,239,285,324,848,337,289,324,950,"1,798",,Decline
Pensarn, Gwynedd , Wales ,Central Trains,4463,75,652,118,845,144,651,118,913,"1,759",,Decline
Claverdon, Warwickshire , West Midlands ,Central Trains,4593,630,76,0,706,933,79,0,"1,012","1,718",,Decline
Broome, Shropshire , West Midlands ,Wessex Trains,4175,140,398,291,829,170,398,291,859,"1,687",,Decline
Braystones, Cumbria , North West and Merseysid ,Northern Rail,2045,665,85,0,750,842,87,0,929,"1,679",,Growth
Forsinard, Highland , Scotland ,First ScotRail,8639,582,258,0,840,576,258,0,834,"1,674",,Growth
Snaith, East Riding of Yorkshire , Yorkshire and the Humber ,Northern Rail,8036,725,16,90,831,728,17,90,835,"1,666",,Growth
Atherstone, Warwickshire , West Midlands ,Central Trains,1074,435,237,95,767,535,261,95,891,"1,658",,Decline
Rogart, Highland , Scotland ,First ScotRail,8671,622,216,0,838,579,216,0,795,"1,633",,Growth
Dalwhinnie, Highland , Scotland ,First ScotRail,8628,435,324,0,759,521,339,0,860,"1,619",,Decline
Tygwyn, Gwynedd , Wales ,Central Trains,4357,125,258,361,744,231,263,361,855,"1,598",,Growth
Battersby, North Yorkshire , Yorkshire and the Humber ,Northern Rail,7909,167,618,5,790,177,619,5,801,"1,591",,Growth
East Boldon, Tyne and Wear , North East ,Northern Rail,7746,87,259,246,592,454,260,246,960,"1,552",,Decline
Chathill, Northumberland , North East ,Northern Rail,7792,308,170,239,717,376,171,239,786,"1,503",,Growth
Eastrington, East Riding of Yorkshire , Yorkshire and the Humber ,Northern Rail,8114,278,54,433,765,248,54,433,735,"1,499",,Growth
Maidstone Barracks, Kent , South East ,South Eastern,5237,90,551,5,646,264,564,5,833,"1,479","2,893",Growth
Bearley, Warwickshire , West Midlands ,Central Trains,2420,316,340,10,666,410,375,10,795,"1,462",,Decline
Garth (Powys), Powys , Wales ,Wessex Trains,4148,142,578,0,720,125,595,0,720,"1,440",,Decline
Sandplace, Cornwall , South West ,Wessex Trains,3584,246,391,0,637,397,395,0,792,"1,429",,Growth
Peartree, Derby City , East Midlands ,Central Trains,1687,147,28,519,694,166,36,519,721,"1,415",,Decline
Thornford, Dorset , South West ,Wessex Trains,5849,209,349,127,685,236,348,127,711,"1,396",,Decline
North Llanrwst, Conwy , Wales ,Northern Rail,2455,515,11,166,692,530,7,166,703,"1,395",,Decline
Invergowrie, Perth and Kinross , Scotland ,First ScotRail,8778,449,179,36,664,486,179,36,701,"1,365",,Growth
Bugle, Cornwall , South West ,Wessex Trains,3502,278,432,0,710,222,430,0,652,"1,362",,Growth
Monifieth, Angus , Scotland ,First ScotRail,9060,47,261,361,669,42,261,361,664,"1,333",,Growth
Dolau, Powys , Wales ,Wessex Trains,4188,167,479,0,646,175,507,0,682,"1,328",,Growth
Llangennech, Carmarthenshire , Wales ,Wessex Trains,4138,134,497,0,631,161,528,0,689,"1,320",,Growth
Elton & Orston, Nottinghamshire , East Midlands ,Central Trains,6238,86,10,531,627,141,10,531,682,"1,310",,Growth
Swineshead, Lincolnshire , East Midlands ,Central Trains,6228,100,30,355,485,429,30,355,814,"1,299",,Decline
Pont-y-Pant, Conwy , Wales ,Northern Rail,2459,301,108,87,496,527,108,87,722,"1,219",,Decline
Llandecwyn, Gwynedd , Wales ,Central Trains,4334,79,465,0,544,143,461,0,604,"1,148",,Growth
Roche, Cornwall , South West ,Wessex Trains,3532,211,333,0,544,259,334,0,593,"1,137",,Growth
Georgemas Junction, Highland , Scotland ,First ScotRail,8641,372,183,0,555,372,181,0,553,"1,108",,Decline
Burnley Barracks, Lancashire , North West and Merseysid ,Northern Rail,2743,188,212,36,436,401,230,36,667,"1,103",,Growth
Dovey Junction, Powys , Wales ,Central Trains,4436,145,330,0,475,278,340,0,618,"1,093","5,327",Growth
Springfield, Fife , Scotland ,First ScotRail,9175,281,116,148,545,268,116,148,532,"1,076",,Growth
Bynea, Carmarthenshire , Wales ,Wessex Trains,4124,123,383,0,506,134,424,0,558,"1,064",,Growth
South Bank, Redcar and Cleveland , North East ,Northern Rail,7953,258,23,128,409,497,24,128,649,"1,057",,Growth
Thurgarton, Nottinghamshire , East Midlands ,Central Trains,6203,243,18,247,508,280,20,247,547,"1,056",,Growth
Finstock, Oxfordshire , South East ,Great Western,3012,259,29,263,551,195,45,263,503,"1,055",,Decline
St.Keyne, Cornwall , South West ,Wessex Trains,3572,154,319,0,473,261,319,0,580,"1,053",,Decline
Tal-y-Cafn, Conwy , Wales ,Northern Rail,2463,499,12,0,511,516,12,0,528,"1,039",,Decline
Abererch, Gwynedd , Wales ,Central Trains,4440,61,409,0,470,159,409,0,568,"1,038",,Growth
Stromeferry, Highland , Scotland ,First ScotRail,8674,386,155,0,541,337,157,0,494,"1,035",,Decline
Cilmeri, Powys , Wales ,Wessex Trains,3785,125,349,0,474,164,385,0,549,"1,023",,Growth
Dolgarrog, Conwy , Wales ,Northern Rail,2538,547,30,0,577,385,30,0,415,992,,Decline
St.Budeaux Ferry Road, Devon , South West ,Wessex Trains,3590,357,31,26,414,498,31,26,555,969,,Decline
Quintrel Downs, Cornwall , South West ,Wessex Trains,3531,205,262,0,467,192,259,0,451,918,,Growth
Acklington, Northumberland , North East ,Northern Rail,7662,412,11,139,562,206,10,139,355,917,,Growth
Hopton Heath, Shropshire , West Midlands ,Wessex Trains,4189,117,321,0,438,148,318,0,466,904,,Decline
Llangynllo, Powys , Wales ,Wessex Trains,4207,53,350,0,403,103,366,0,469,872,,Decline
Wressle, East Riding of Yorkshire , Yorkshire and the Humber ,Northern Rail,8123,252,79,134,465,193,78,134,405,870,,Decline
Llanbister Road, Powys , Wales ,Wessex Trains,4226,81,339,0,420,83,349,0,432,852,,Decline
Pen-Y-Bont, Powys , Wales ,Wessex Trains,4254,72,325,0,397,89,343,0,432,829,,Decline
Berney Arms, Norfolk , Eastern ,one,7330,241,144,0,385,271,150,0,421,806,,Decline
Luxulyan, Cornwall , South West ,Wessex Trains,3518,76,261,0,337,193,261,0,454,791,,Decline
Thorpe Culvert, Lincolnshire , East Midlands ,Central Trains,6267,296,49,0,345,344,49,0,393,738,,Growth
St.Columb Road, Cornwall , South West ,Wessex Trains,3536,105,226,0,331,179,223,0,402,733,,Decline
Ince & Elton, Cheshire , North West and Merseysid ,Northern Rail,2122,349,35,0,384,309,38,0,347,731,,Decline
Hensall, North Yorkshire , Yorkshire and the Humber ,Northern Rail,8129,337,4,57,398,254,4,57,315,714,,Growth
Newton St.Cyres, Devon , South West ,Wessex Trains,5828,118,247,0,365,90,247,0,337,702,,Decline
Achnashellach, Highland , Scotland ,First ScotRail,8602,128,119,0,247,327,117,0,444,691,,Growth
Thornton Abbey, North Lincolnshire , Yorkshire and the Humber ,Northern Rail,6210,228,79,0,307,270,79,0,349,656,,Decline
Rawcliffe, East Riding of Yorkshire , Yorkshire and the Humber ,Northern Rail,8031,326,11,0,337,282,12,0,294,631,,Growth
Duirinish, Highland , Scotland ,First ScotRail,8681,263,56,0,319,226,56,0,282,601,,Growth
Brigg, North Lincolnshire , Yorkshire and the Humber ,Northern Rail,6464,214,37,0,251,286,43,0,329,580,,Growth
Kinbrace, Highland , Scotland ,First ScotRail,8653,187,72,0,259,186,73,0,259,518,,Decline
Loch Eil Outward Bound, Highland , Scotland ,First ScotRail,8846,191,96,0,287,127,93,0,220,507,,Decline
British Steel Redcar, Redcar and Cleveland , North East ,Northern Rail,7932,190,11,41,242,192,11,41,244,486,,Growth
Polesworth, Warwickshire , West Midlands ,Central Trains,1078,132,60,21,213,170,76,21,267,479,,Decline
Chapelton, Devon , South West ,Wessex Trains,5820,81,136,0,217,118,137,0,255,472,,Decline
Bedford St.Johns, Bedfordshire , Eastern ,Silverlink,1510,29,75,10,114,267,78,10,355,470,,Decline
Brockley Whins, Tyne and Wear , North East ,Northern Rail,7740,48,98,29,175,164,101,29,294,470,,Decline
Duncraig, Highland , Scotland ,First ScotRail,8682,179,28,0,207,228,28,0,256,463,,Growth
Clifton, Greater Manchester , North West and Merseysid ,Northern Rail,2795,22,4,130,156,30,102,130,262,417,,Growth
Wakefield Kirkgate, West Yorkshire , Yorkshire and the Humber ,Northern Rail,8584,79,72,0,151,133,88,0,221,372,"59,346",Decline
Portsmouth Arms, Devon , South West ,Wessex Trains,5829,50,102,5,157,107,103,5,215,372,,Decline
Copplestone, Devon , South West ,Wessex Trains,5821,67,70,0,137,147,72,0,219,356,,Decline
Locheilside, Highland , Scotland ,First ScotRail,8830,156,44,0,200,111,44,0,155,355,,Growth
Beasdale, Highland , Scotland ,First ScotRail,8822,87,94,0,181,75,93,0,168,349,,Decline
New Clee, North East Lincolnshire , Yorkshire and the Humber ,Northern Rail,6289,59,40,0,99,194,39,0,233,332,,Decline
Nethertown, Cumbria , North West and Merseysid ,Northern Rail,2047,104,25,15,144,140,26,15,181,326,,Decline
Attadale, Highland , Scotland ,First ScotRail,8608,110,54,0,164,107,54,0,161,325,,Growth
Dorchester West, Dorset , South West ,Wessex Trains,5962,29,102,10,141,49,100,10,159,301,,Growth
Dunrobin Castle, Highland , Scotland ,First ScotRail,8642,128,18,0,146,135,18,0,153,299,,Growth
Ardwick, Greater Manchester , North West and Merseysid ,Northern Rail,2960,58,44,0,102,122,61,0,183,285,,Growth
