NLC,TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,"NUTS2 Spatial
Unit Code",NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,London Joint Station,"Entries
Full","Entries
Reduced","Entries
Season","Entries
Total","Exits
Full","Exits
Reduced","Exits
Season","Exits
Total","0809
Entries & Exits","0708
Entries & Exits","0809
Interchanges",Check,Check Detail,Check Reason
9981,HLC,Helensburgh Central,Scotland,Argyll And Bute,Argyll And Bute,UKM6,Highlands and Islands,First ScotRail,HELENSBURGH BR,,,,"143,465","147,819","291,151","582,435","143,465","147,819","291,151","582,435","1,164,870","894,588",90,Check,Growth of more than 28%,
9982,HLU,Helensburgh Upper,Scotland,Argyll And Bute,Argyll And Bute,UKM6,Highlands and Islands,First ScotRail,HELENSBURGH BR,,,,"5,029","3,194","2,999","11,222","5,029","3,194","2,999","11,222","22,444","17,025",0,Check,Growth of more than 28%,
2656,HLD,Hellifield,Yorkshire And The Humber,North Yorkshire,Craven,UKE2,North Yorkshire,Northern Rail,,,,,"9,835",871,43,"10,749","9,835",871,43,"10,749","21,498","20,478",211,,,
8647,HMS,Helmsdale,Scotland,Highland,Highland,UKM6,Highlands and Islands,First ScotRail,,,,,"1,596",611,616,"2,823","1,596",611,616,"2,823","5,646","5,348",0,,,
2149,HSB,Helsby,North West,Cheshire,Vale Royal,UKD2,Cheshire,Arriva Trains Wales,,,,,"15,300","14,232","6,125","35,657","15,300","14,232","6,125","35,657","71,314","68,386","2,054",,,
1391,HML,Hemel Hempstead,East,Hertfordshire,Dacorum,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,,,"199,098","338,801","288,293","826,192","199,098","338,801","288,293","826,192","1,652,384","1,690,596","23,172",,,
1522,HEN,Hendon,London,Greater London,Barnet,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station,,"61,954","101,038","301,822","464,814","61,954","101,038","301,822","464,814","929,628","1,063,053",0,Check,Decline of more than 12% ,
4028,HNG,Hengoed,Wales - Cymru,Caerphilly - Caerffili,Caerphilly - Caerffili,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"12,945","18,397","20,345","51,687","12,945","18,397","20,345","51,687","103,374","98,037",0,,,
4524,HNL,Henley-In-Arden,West Midlands,Warwickshire,Stratford-On-Avon,UKG1,Herefordshire Worcestershire and Warwickshire,London Midland Trains,,West Midlands,,,"16,393","10,884","22,179","49,456","16,393","10,884","22,179","49,456","98,912","64,056",0,Check,Growth of more than 28%,PTE Urban Area Station
3146,HOT,Henley-On-Thames,South East,Oxfordshire,South Oxfordshire,UKJ1,Berkshire Buckinghamshire and Oxfordshire,First Great Western,,,,,"57,398","128,363","112,206","297,967","57,398","128,363","112,206","297,967","595,934","592,858",0,,,
8129,HEL,Hensall,Yorkshire And The Humber,North Yorkshire,Selby,UKE2,North Yorkshire,Northern Rail,,,,,115,2,16,133,115,2,16,133,266,314,0,Check,"Ignore - Less than 15,000 E&X",
3607,HFD,Hereford,West Midlands,Herefordshire County Of,Herefordshire County Of,UKG1,Herefordshire Worcestershire and Warwickshire,Arriva Trains Wales,,West Midlands,,,"95,832","266,707","124,883","487,422","95,832","266,707","124,883","487,422","974,844","899,199","31,229",,,
5174,HNB,Herne Bay,South East,Kent,Canterbury,UKJ4,Kent,Southeastern,,,,,"51,072","113,759","245,123","409,954","51,072","113,759","245,123","409,954","819,908","808,957",0,,,
5066,HNH,Herne Hill,London,Greater London,Lambeth,UKI1,Inner London,Southeastern,,,London Travelcard Area Station,,"235,597","288,563","819,033","1,343,193","235,597","288,563","819,033","1,343,193","2,686,386","2,807,629","1,147,999",,,
5590,HER,Hersham,South East,Surrey,Elmbridge,UKJ2,Surrey and East & West Sussex,South West Trains,,,,,"80,466","64,880","198,779","344,125","80,466","64,880","198,779","344,125","688,250","675,132",0,,,
6818,HFE,Hertford East,East,Hertfordshire,East Hertfordshire,UKH2,Bedfordshire and Hertforshire,National Express East Anglia,HERTFORD BR,,,,"69,721","80,740","156,621","307,082","69,613","80,458","156,323","306,394","613,476","613,307",0,,,
6085,HFN,Hertford North,East,Hertfordshire,East Hertfordshire,UKH2,Bedfordshire and Hertforshire,First Capital Connect,HERTFORD BR,,,,"140,976","140,278","341,608","622,862","141,084","140,560","341,905","623,549","1,246,411","1,202,395",648,,,
8067,HES,Hessle,Yorkshire And The Humber,East Riding Of Yorkshire,East Riding Of Yorkshire,UKE1,East Riding and North Linconshire,Northern Rail,,,,,"8,898","2,381","3,177","14,456","8,898","2,381","3,177","14,456","28,912","29,479",0,,,
2138,HSW,Heswall,North West,Merseyside,Wirral,UKD5,Merseyside,Arriva Trains Wales,,Merseyside,,,"10,318","8,782","3,196","22,296","10,318","8,782","3,196","22,296","44,592","24,670",0,Check,Growth of more than 28%,PTE Urban Area Station
5417,HEV,Hever,South East,Kent,Sevenoaks,UKJ4,Kent,Southern,,,,,"1,919","6,950","6,686","15,555","1,919","6,950","6,686","15,555","31,110","26,547",0,,,
7766,HEW,Heworth,North East,Tyne And Wear,Gateshead,UKC2,Northumberland and Tyne and Wear,Northern Rail,,Tyne & Wear,,,"3,534","1,652","2,801","7,987","3,534","1,652","2,801","7,987","15,974","15,785","9,890",,,
7506,HEX,Hexham,North East,Northumberland,Tynedale,UKC2,Northumberland and Tyne and Wear,Northern Rail,,,,,"59,717","100,552","25,866","186,135","59,717","100,552","25,866","186,135","372,270","355,573","2,404",,,
3194,HYD,Heyford,South East,Oxfordshire,Cherwell,UKJ1,Berkshire Buckinghamshire and Oxfordshire,First Great Western,,,,,"3,735","5,190","2,373","11,298","3,735","5,190","2,373","11,298","22,596","21,631",0,,,
2691,HHB,Heysham Harbour,North West,Lancashire,Lancaster,UKD4,Lancashire,Northern Rail,,,,,"2,034","1,769",0,"3,803","2,034","1,769",0,"3,803","7,606","7,178",0,,,
5235,HIB,High Brooms,South East,Kent,Tunbridge Wells,UKJ4,Kent,Southeastern,,,,,"82,866","135,690","204,911","423,467","82,866","135,690","204,911","423,467","846,934","849,211",0,,,
9909,HST,High Street,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"74,038","51,489","55,182","180,709","74,038","51,489","55,182","180,709","361,418","295,553",0,Check,Growth of more than 28%,PTE Urban Area Station
3054,HWY,High Wycombe,South East,Buckinghamshire,Wycombe,UKJ1,Berkshire Buckinghamshire and Oxfordshire,Chiltern Railways,,,,,"330,383","368,252","392,661","1,091,296","330,383","368,252","392,661","1,091,296","2,182,592","2,114,744","47,349",,,
5202,HGM,Higham,South East,Kent,Gravesham,UKJ4,Kent,Southeastern,,,,,"16,804","21,693","84,476","122,973","16,804","21,693","84,476","122,973","245,946","240,658",1,,,
6919,HIP,Highams Park,London,Greater London,Waltham Forest,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station,,"102,533","154,191","539,011","795,735","102,533","154,191","539,011","795,735","1,591,470","1,726,941",0,,,
3314,HIG,Highbridge & Burnham,South West,Somerset,Sedgemoor,UKK2,Dorset and Somerset,First Great Western,,,,,"23,104","40,020","9,819","72,943","23,104","40,020","9,819","72,943","145,886","143,964",0,,,
6009,HHY,Highbury & Islington,London,Greater London,Islington,UKI1,Inner London,First Capital Connect,,,London Travelcard Area Station,,"125,384","328,163","1,633,133","2,086,680","125,371","328,148","1,633,139","2,086,658","4,173,338","4,751,391","124,077",Check,Decline of more than 12% ,
2356,HTO,Hightown,North West,Merseyside,Sefton,UKD5,Merseyside,Merseyrail,,Merseyside,,,"38,995","141,436","39,363","219,794","38,995","141,436","39,363","219,794","439,588","150,991",0,Check,Growth of more than 28%,PTE Urban Area Station
5236,HLB,Hildenborough,South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,,,"34,381","50,053","196,081","280,515","34,381","50,053","196,081","280,515","561,030","556,593",0,,,
9983,HLF,Hillfoot,Scotland,East Dunbartonshire,East Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"53,672","38,323","48,252","140,247","53,672","38,323","48,252","140,247","280,494","241,921",0,,,PTE Urban Area Station
9676,HLE,Hillington East,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,HILLINGTON BR,Strathclyde,,,"31,217","18,604","52,469","102,290","31,217","18,604","52,469","102,290","204,580","168,018",0,Check,Growth of more than 28%,PTE Urban Area Station
9630,HLW,Hillington West,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,HILLINGTON BR,Strathclyde,,,"48,149","18,268","56,481","122,898","48,149","18,268","56,481","122,898","245,796","201,790",0,Check,Growth of more than 28%,PTE Urban Area Station
2231,HIL,Hillside,North West,Merseyside,Sefton,UKD5,Merseyside,Merseyrail,,Merseyside,,,"78,141","189,578","76,687","344,406","78,141","189,578","76,687","344,406","688,812","180,744",0,Check,Growth of more than 28%,PTE Urban Area Station
5539,HLS,Hilsea,South East,Portsmouth,Portsmouth,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,"66,270","28,219","45,677","140,166","66,270","28,219","45,677","140,166","280,332","236,440","5,449",,,
5591,HYW,Hinchley Wood,South East,Surrey,Elmbridge,UKJ2,Surrey and East & West Sussex,South West Trains,,,,,"32,205","33,396","99,650","165,251","32,205","33,396","99,650","165,251","330,502","328,078",0,,,
1870,HNK,Hinckley,East Midlands,Leicestershire,Hinckley And Bosworth,UKF2,Leicestershire Rutland and Northamptonshire,East Midlands Trains,,West Midlands,,,"36,237","59,989","47,138","143,364","36,237","59,989","47,138","143,364","286,728","233,379",0,,,PTE Urban Area Station
2398,HIN,Hindley,North West,Greater Manchester,Wigan,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"24,009","53,210","27,769","104,988","24,009","53,210","27,769","104,988","209,976","153,403","6,628",Check,Growth of more than 28%,PTE Urban Area Station
5880,HNA,Hinton Admiral,South East,Hampshire,New Forest,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,"22,814","22,493","38,481","83,788","22,814","22,493","38,481","83,788","167,576","169,748",0,,,
6086,HIT,Hitchin,East,Hertfordshire,North Hertfordshire,UKH2,Bedfordshire and Hertforshire,First Capital Connect,,,,,"353,911","378,705","552,131","1,284,747","353,911","378,705","552,131","1,284,747","2,569,494","2,543,526","64,283",,,
5107,HGR,Hither Green,London,Greater London,Lewisham,UKI1,Inner London,Southeastern,,,London Travelcard Area Station,,"179,453","234,054","951,930","1,365,437","179,453","234,054","951,930","1,365,437","2,730,874","2,945,151","301,573",,,
6880,HOC,Hockley,East,Essex,Rochford,UKH3,Essex,National Express East Anglia,,,,,"66,700","112,371","93,863","272,934","66,700","112,371","93,863","272,934","545,868","530,923",0,,,
5141,HBN,Hollingbourne,South East,Kent,Maidstone,UKJ4,Kent,Southeastern,,,,,"3,521","6,372","12,587","22,480","3,521","6,372","12,587","22,480","44,960","38,852",0,,,
2901,HOD,Hollinwood,North West,Greater Manchester,Oldham,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"6,033","18,723","15,621","40,377","6,033","18,723","15,621","40,377","80,754","51,530",0,Check,Growth of more than 28%,PTE Urban Area Station
1221,HCH,Holmes Chapel,North West,Cheshire,Congleton,UKD2,Cheshire,Northern Rail,,,,,"32,734","22,284","10,723","65,741","32,734","22,284","10,723","65,741","131,482","122,110",0,,,
5308,HLM,Holmwood,South East,Surrey,Mole Valley,UKJ2,Surrey and East & West Sussex,Southern,,,,,"4,546","4,673","12,502","21,721","4,546","4,673","12,502","21,721","43,442","41,663",0,,,
5941,HOL,Holton Heath,South West,Dorset,Purbeck,UKK2,Dorset and Somerset,South West Trains,,,,,"9,372","2,254","3,643","15,269","9,372","2,254","3,643","15,269","30,538","27,597",0,,,
2437,HHD,Holyhead,Wales - Cymru,Isle Of Anglesey - Sir Ynys Mon,Isle Of Anglesey - Sir Ynys Mon,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"16,386","70,622","5,306","92,314","16,386","70,622","5,306","92,314","184,628","209,053",551,,,
9738,HLY,Holytown,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"15,721","16,023","18,912","50,656","15,721","16,023","18,912","50,656","101,312","79,865","16,131",Check,Growth of more than 28%,PTE Urban Area Station
6979,HMN,Homerton,London,Greater London,Hackney,UKI1,Inner London,London Overground,,,London Travelcard Area Station,,"31,309","86,278","653,814","771,401","31,309","86,278","653,814","771,401","1,542,802","1,844,221",0,Check,Decline of more than 12% ,
4794,HYB,Honeybourne,West Midlands,Worcestershire,Wychavon,UKG1,Herefordshire Worcestershire and Warwickshire,First Great Western,,,,,"4,706","11,052","2,917","18,675","4,706","11,052","2,917","18,675","37,350","33,127",0,,,
5717,HON,Honiton,South West,Devon,East Devon,UKK4,Devon,South West Trains,,,,,"28,358","99,134","19,157","146,649","28,358","99,134","19,157","146,649","293,298","284,482","2,244",,,
8436,HOY,Honley,Yorkshire And The Humber,West Yorkshire,Kirklees,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,,"11,772","6,058","8,342","26,172","11,772","6,058","8,342","26,172","52,344","37,739",0,Check,Growth of more than 28%,PTE Urban Area Station
5418,HPA,Honor Oak Park,London,Greater London,Lewisham,UKI1,Inner London,Southern,,,London Travelcard Area Station,,"108,397","153,787","468,400","730,584","108,397","153,787","468,400","730,584","1,461,168","1,614,988",0,,,
5523,HOK,Hook,South East,Hampshire,Hart,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,,"78,443","112,393","134,284","325,120","78,443","112,393","134,284","325,120","650,240","616,947",0,,,
2193,HOO,Hooton,North West,Cheshire,Ellesmere Port & Neston,UKD2,Cheshire,Merseyrail,,Merseyside,,,"96,020","137,502","36,941","270,463","96,020","137,502","36,941","270,463","540,926","359,837","25,499",Check,Growth of more than 28%,PTE Urban Area Station (Within Merseyrail area)
2432,HPE,Hope (Clwyd),Wales - Cymru,Flintshire - Sir Y Fflint,Flintshire - Sir Y Fflint,UKL2,East Wales,Arriva Trains Wales,,,,,"10,860",650,390,"11,900","10,860",650,390,"11,900","23,800","22,525",0,,,
2828,HOP,Hope (Derbyshire),East Midlands,Derbyshire,High Peak,UKF1,Derbyshire and Nottinghamshire,Northern Rail,,,,,"9,945","11,427",836,"22,208","9,945","11,427",836,"22,208","44,416","39,692",0,,,
4189,HPT,Hopton Heath,West Midlands,Shropshire,South Shropshire,UKG2,Shropshire and Staffordshire,Arriva Trains Wales,,,,,259,114,261,634,259,114,261,634,"1,268","1,470",0,Check,"Ignore - Less than 15,000 E&X",
5365,HOR,Horley,South East,Surrey,Reigate And Banstead,UKJ2,Surrey and East & West Sussex,Southern,,,,,"100,992","154,814","292,581","548,387","100,992","154,814","292,581","548,387","1,096,774","1,021,682",0,,,
8212,HBP,Hornbeam Park,Yorkshire And The Humber,North Yorkshire,Harrogate,UKE2,North Yorkshire,Northern Rail,,,,,"56,480","30,352","37,468","124,300","56,480","30,352","37,468","124,300","248,600","226,409",0,,,
6015,HRN,Hornsey,London,Greater London,Haringey,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station,,"61,248","85,486","301,314","448,048","61,248","85,486","301,314","448,048","896,096","1,031,000",0,Check,Decline of more than 12% ,
8499,HRS,Horsforth,Yorkshire And The Humber,West Yorkshire,Leeds,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,,"156,040","119,846","152,134","428,020","156,040","119,846","152,134","428,020","856,040","726,047",0,,,
5309,HRH,Horsham,South East,West Sussex,Horsham,UKJ2,Surrey and East & West Sussex,Southern,,,,,"210,267","393,111","614,048","1,217,426","210,267","393,111","614,048","1,217,426","2,434,852","2,381,760","167,368",,,
5562,HSY,Horsley,South East,Surrey,Guildford,UKJ2,Surrey and East & West Sussex,South West Trains,,,,,"44,615","49,564","95,685","189,864","44,615","49,564","95,685","189,864","379,728","365,342",0,,,
2105,HIR,Horton In Ribblesdale,Yorkshire And The Humber,North Yorkshire,Craven,UKE2,North Yorkshire,Northern Rail,,,,,"6,193","1,977",265,"8,435","6,193","1,977",265,"8,435","16,870","15,474",0,,,
8720,HWI,Horwich Parkway,North West,Greater Manchester,Bolton,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"57,792","74,214","72,016","204,022","57,792","74,214","72,016","204,022","408,044","303,858",0,Check,Growth of more than 28%,PTE Urban Area Station
2399,HSC,Hoscar,North West,Lancashire,West Lancashire,UKD4,Lancashire,Northern Rail,,,,,395,370,0,765,395,370,0,765,"1,530","1,496",0,,,
2303,HGN,Hough Green,North West,Halton,Halton,UKD2,Cheshire,Northern Rail,,,,,"29,078","44,410","6,465","79,953","29,078","44,410","6,465","79,953","159,906","152,270",0,,,
5563,HOU,Hounslow,London,Greater London,Hounslow,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,,"100,025","108,097","302,496","510,618","100,025","108,097","302,496","510,618","1,021,236","1,143,353","1,276",,,
5273,HOV,Hove,South East,Brighton And Hove,Brighton And Hove,UKJ2,Surrey and East & West Sussex,Southern,BRIGHTON BR,,,,"170,546","412,597","568,176","1,151,319","170,546","412,597","568,176","1,151,319","2,302,638","2,184,921","451,509",,,
7327,HXM,Hoveton & Wroxham,East,Norfolk,North Norfolk,UKH1,East Anglia,National Express East Anglia,,,,,"17,745","29,818","4,485","52,048","17,745","29,818","4,485","52,048","104,096","101,084",0,,,
1563,HWW,How Wood (Hertfordshire),East,Hertfordshire,St. Albans,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,,,"6,701","5,903","5,527","18,131","6,701","5,903","5,527","18,131","36,262","38,723",0,,,
8071,HOW,Howden,Yorkshire And The Humber,East Riding Of Yorkshire,East Riding Of Yorkshire,UKE1,East Riding and North Linconshire,Northern Rail,,,,,"11,398","11,118","19,480","41,996","11,398","11,118","19,480","41,996","83,992","74,187",0,,,
1734,HOZ,Howwood,Scotland,Renfrewshire,Renfrewshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"9,442","5,433","6,558","21,433","9,442","5,433","6,558","21,433","42,866","48,277",0,,,
2194,HYK,Hoylake,North West,Merseyside,Wirral,UKD5,Merseyside,Merseyrail,,Merseyside,,,"61,898","173,718","65,714","301,330","61,898","173,718","65,714","301,330","602,660","202,609",0,Check,Growth of more than 28%,PTE Urban Area Station
6221,HBB,Hubberts Bridge,East Midlands,Lincolnshire,Boston,UKF3,Lincolnshire,East Midlands Trains,,,,,190,32,57,279,190,32,57,279,558,305,0,Check,"Ignore - Less than 15,000 E&X",
1862,HKN,Hucknall,East Midlands,Nottinghamshire,Ashfield,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,,"43,092","27,069","8,074","78,235","43,092","27,069","8,074","78,235","156,470","154,593",0,,,
8437,HUD,Huddersfield,Yorkshire And The Humber,West Yorkshire,Kirklees,UKE4,West Yorkshire,First TransPennine Express,,West Yorkshire,,,"503,544","769,144","510,103","1,782,791","503,544","769,144","510,103","1,782,791","3,565,582","2,672,469","234,932",Check,Growth of more than 28%,PTE Urban Area Station
8126,HUL,Hull,Yorkshire And The Humber,Kingston Upon Hull City Of,Kingston Upon Hull City Of,UKE1,East Riding and North Linconshire,First TransPennine Express,,,,,"249,457","624,078","207,715","1,081,250","249,457","624,078","207,715","1,081,250","2,162,500","2,112,980","64,789",,,
2937,HUP,Humphrey Park,North West,Greater Manchester,Trafford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"2,756","3,210","5,123","11,089","2,756","3,210","5,123","11,089","22,178","19,228",0,,,
2558,HCT,Huncoat,North West,Lancashire,Hyndburn,UKD4,Lancashire,Northern Rail,,,,,"4,232",899,519,"5,650","4,232",899,519,"5,650","11,300","10,617",0,,,
3072,HGD,Hungerford,South East,West Berkshire,West Berkshire,UKJ1,Berkshire Buckinghamshire and Oxfordshire,First Great Western,,,,,"26,663","51,618","59,123","137,404","26,663","51,618","59,123","137,404","274,808","246,223",0,,,
8098,HUB,Hunmanby,Yorkshire And The Humber,North Yorkshire,Scarborough,UKE2,North Yorkshire,Northern Rail,,,,,"3,422","5,324","1,622","10,368","3,422","5,324","1,622","10,368","20,736","21,760",0,,,
6108,HUN,Huntingdon,East,Cambridgeshire,Huntingdonshire,UKH1,East Anglia,First Capital Connect,,,,,"169,754","290,812","335,782","796,348","169,754","290,812","335,782","796,348","1,592,696","1,564,270",10,,,
8921,HNT,Huntly,Scotland,Aberdeenshire,Aberdeenshire,UKM5,North Eastern Scotland,First ScotRail,,,,,"22,428","12,838","8,681","43,947","22,428","12,838","8,681","43,947","87,894","84,223",0,,,
2235,HNX,Hunt's Cross,North West,Merseyside,Liverpool,UKD5,Merseyside,Merseyrail,,Merseyside,,,"145,484","338,278","151,093","634,855","145,484","338,278","151,093","634,855","1,269,710","503,426","82,468",Check,Growth of more than 28%,PTE Urban Area Station
5463,HUR,Hurst Green,South East,Surrey,Tandridge,UKJ2,Surrey and East & West Sussex,Southern,,,,,"32,679","56,301","192,567","281,547","32,679","56,301","192,567","281,547","563,094","566,705","125,294",,,
8099,HUT,Hutton Cranswick,Yorkshire And The Humber,East Riding Of Yorkshire,East Riding Of Yorkshire,UKE1,East Riding and North Linconshire,Northern Rail,,,,,"4,585","6,908","5,525","17,018","4,585","6,908","5,525","17,018","34,036","33,324",0,,,
2160,HUY,Huyton,North West,Merseyside,Knowsley,UKD5,Merseyside,Northern Rail,,Merseyside,,,"81,297","434,113","79,146","594,556","81,297","434,113","79,146","594,556","1,189,112","427,088","13,689",Check,Growth of more than 28%,PTE Urban Area Station
2829,HYC,Hyde Central,North West,Greater Manchester,Tameside,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"5,989","13,516","5,418","24,923","5,989","13,516","5,418","24,923","49,846","41,599",0,,,
2959,HYT,Hyde North,North West,Greater Manchester,Tameside,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"2,868","6,369","6,124","15,361","2,868","6,369","6,124","15,361","30,722","27,279",0,,,
6310,HKM,Hykeham,East Midlands,Lincolnshire,North Kesteven,UKF3,Lincolnshire,East Midlands Trains,,,,,"6,273","2,637","1,671","10,581","6,273","2,637","1,671","10,581","21,162","21,745",0,,,
9845,HYN,Hyndland,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"258,136","187,321","212,554","658,011","258,136","187,321","212,554","658,011","1,316,022","1,183,081","729,311",,,PTE Urban Area Station
6851,HYH,Hythe,East,Essex,Colchester,UKH3,Essex,National Express East Anglia,,,,,"8,223","5,260","16,611","30,094","8,223","5,260","16,611","30,094","60,188","51,836",0,,,
9618,IBM,IBM,Scotland,Inverclyde,Inverclyde,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"7,425","1,693","67,561","76,679","7,425","1,693","67,561","76,679","153,358","93,519",0,Check,Growth of more than 28%,PTE Urban Area Station
5495,IFI,Ifield,South East,West Sussex,Crawley,UKJ2,Surrey and East & West Sussex,Southern,,,,,"24,743","35,295","89,405","149,443","24,743","35,295","89,405","149,443","298,886","290,042",0,,,
6881,IFD,Ilford,London,Greater London,Redbridge,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station,,"303,548","553,416","1,922,743","2,779,707","303,548","553,416","1,922,743","2,779,707","5,559,414","6,119,745","19,097",,,
8568,ILK,Ilkley,Yorkshire And The Humber,West Yorkshire,Bradford,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,,"156,411","268,298","181,154","605,863","156,411","268,298","181,154","605,863","1,211,726","937,940",0,Check,Growth of more than 28%,PTE Urban Area Station
2236,INC,Ince,North West,Greater Manchester,Wigan,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"2,273","3,343","1,839","7,455","2,273","3,343","1,839","7,455","14,910","12,493",0,,,
2122,INE,Ince & Elton,North West,Cheshire,Chester,UKD2,Cheshire,Northern Rail,,,,,212,60,0,272,212,60,0,272,544,867,0,Check,"Ignore - Less than 15,000 E&X",
6882,INT,Ingatestone,East,Essex,Brentwood,UKH3,Essex,National Express East Anglia,,,,,"77,398","47,790","193,771","318,959","77,398","47,790","193,771","318,959","637,918","649,324",0,,,
8922,INS,Insch,Scotland,Aberdeenshire,Aberdeenshire,UKM5,North Eastern Scotland,First ScotRail,,,,,"21,390","8,045","10,298","39,733","21,390","8,045","10,298","39,733","79,466","72,644",0,,,
8648,IGD,Invergordon,Scotland,Highland,Highland,UKM6,Highlands and Islands,First ScotRail,,,,,"5,368","2,717","1,902","9,987","5,368","2,717","1,902","9,987","19,974","15,853",0,,,
8778,ING,Invergowrie,Scotland,Perth And Kinross,Perth And Kinross,UKM2,Eastern Scotland,First ScotRail,,,,,480,59,33,572,480,59,33,572,"1,144","1,664",0,Check,"Ignore - Less than 15,000 E&X",
9136,INK,Inverkeithing,Scotland,Fife,Fife,UKM2,Eastern Scotland,First ScotRail,,,,,"140,682","186,065","169,822","496,569","140,682","186,065","169,822","496,569","993,138","1,031,778","46,441",,,
9646,INP,Inverkip,Scotland,Inverclyde,Inverclyde,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"9,066","7,338","10,679","27,083","9,066","7,338","10,679","27,083","54,166","47,192",0,,,PTE Urban Area Station
8649,INV,Inverness,Scotland,Highland,Highland,UKM6,Highlands and Islands,First ScotRail,,,,,"191,034","315,378","15,444","521,856","191,034","315,378","15,444","521,856","1,043,712","975,570","45,242",,,
8614,INH,Invershin,Scotland,Highland,Highland,UKM6,Highlands and Islands,First ScotRail,,,,,94,16,0,110,94,16,0,110,220,310,0,Check,"Ignore - Less than 15,000 E&X",
8924,INR,Inverurie,Scotland,Aberdeenshire,Aberdeenshire,UKM5,North Eastern Scotland,First ScotRail,,,,,"52,230","32,184","27,369","111,783","52,230","32,184","27,369","111,783","223,566","195,139",0,,,
7217,IPS,Ipswich,East,Suffolk,Ipswich,UKH1,East Anglia,National Express East Anglia,,,,,"339,725","622,057","450,894","1,412,676","339,725","622,057","450,894","1,412,676","2,825,352","2,807,395","173,264",,,
2817,IRL,Irlam,North West,Greater Manchester,Salford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,,,"26,922","34,205","29,509","90,636","26,922","34,205","29,509","90,636","181,272","135,105",0,Check,Growth of more than 28%,PTE Urban Area Station
9508,IRV,Irvine,Scotland,North Ayrshire,North Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"133,420","145,769","157,797","436,986","133,420","145,769","157,797","436,986","873,972","779,454",0,Check,Growth of more than 28%,PTE Urban Area Station
5592,ISL,Isleworth,London,Greater London,Hounslow,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,,"89,464","88,461","228,388","406,313","89,464","88,461","228,388","406,313","812,626","849,918",0,,,
3110,ISP,Islip,South East,Oxfordshire,Cherwell,UKJ1,Berkshire Buckinghamshire and Oxfordshire,First Great Western,,,,,"3,247","2,808","2,444","8,499","3,247","2,808","2,444","8,499","16,998","14,240",0,,,
3170,IVR,Iver,South East,Buckinghamshire,South Bucks,UKJ1,Berkshire Buckinghamshire and Oxfordshire,First Great Western,,,,,"18,576","15,820","43,933","78,329","18,576","15,820","43,933","78,329","156,658","147,921",0,,,
3555,IVY,Ivybridge,South West,Devon,South Hams,UKK4,Devon,First Great Western,,,,,"3,440","20,873","7,764","32,077","3,440","20,873","7,764","32,077","64,154","59,920",0,,,
1097,JEQ,Jewellery Quarter,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,,,"37,205","33,310","76,494","147,009","37,205","33,310","76,494","147,009","294,018","116,840",0,Check,Growth of more than 28%,PTE Urban Area Station
