NLC,TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,"NUTS2 Spatial
Unit Code",NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,London Joint Station,"Entries
Full","Entries
Reduced","Entries
Season","Entries
Total","Exits
Full","Exits
Reduced","Exits
Season","Exits
Total","0809
Entries & Exits","0708
Entries & Exits","0809
Interchanges",Check,Check Detail,Check Reason
8652,KIL,Kildonan,Scotland,Highland,Highland,UKM6,Highlands and Islands,First ScotRail,,,,,65,22,0,87,65,22,0,87,174,244,0,Check,"Ignore - Less than 15,000 E&X",
4083,KGT,Kilgetty,Wales - Cymru,Pembrokeshire - Sir Benfro,Pembrokeshire - Sir Benfro,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,,,"5,129","1,445",99,"6,673","5,129","1,445",99,"6,673","13,346","12,103",0,,,
9512,KMK,Kilmarnock,Scotland,East Ayrshire,East Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"62,542","74,354","61,625","198,521","62,542","74,354","61,625","198,521","397,042","407,463","12,371",,,
9516,KLM,Kilmaurs,Scotland,East Ayrshire,East Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"9,998","9,969","18,853","38,820","9,998","9,969","18,853","38,820","77,640","73,446",0,,,
9960,KPT,Kilpatrick,Scotland,West Dunbartonshire,West Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"17,298","11,648","11,335","40,281","17,298","11,648","11,335","40,281","80,562","75,356",0,,,
9517,KWN,Kilwinning,Scotland,North Ayrshire,North Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"152,178","133,302","201,742","487,222","152,178","133,302","201,742","487,222","974,444","909,044","91,001",,,PTE Urban Area Station
8653,KBC,Kinbrace,Scotland,Highland,Highland,UKM6,Highlands and Islands,First ScotRail,,,,,348,48,0,396,348,48,0,396,792,737,0,,,
3008,KGM,Kingham,South East,Oxfordshire,West Oxfordshire,UKJ1,Berkshire Buckinghamshire and Oxfordshire,First Great Western,,,,,"13,915","40,464","19,398","73,777","13,915","40,464","19,398","73,777","147,554","141,310",0,,,
9142,KGH,Kinghorn,Scotland,Fife,Fife,UKM2,Eastern Scotland,First ScotRail,,,,,"13,524","19,566","13,118","46,208","13,524","19,566","13,118","46,208","92,416","94,898",0,,,
1392,KGL,King's Langley,East,Hertfordshire,Three Rivers,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,,,"76,455","84,665","134,023","295,143","76,455","84,665","134,023","295,143","590,286","595,820",0,,,
7115,KLN,King's Lynn,East,Norfolk,Kings Lynn And West Norfolk,UKH1,East Anglia,First Capital Connect,,,,,"91,960","215,433","62,248","369,641","91,960","215,433","62,248","369,641","739,282","680,230",0,,,
1109,KNN,King's Norton,West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,,,"104,739","135,528","161,574","401,841","104,739","135,528","161,574","401,841","803,682","481,358",0,Check,Growth of more than 28%,PTE Urban Area Station
5823,KGN,King's Nympton,South West,Devon,North Devon,UKK4,Devon,First Great Western,,,,,58,611,102,771,58,611,102,771,"1,542","1,033",0,Check,"Ignore - Less than 15,000 E&X",
9817,KGP,King's Park,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"24,416","19,676","23,704","67,796","24,416","19,676","23,704","67,796","135,592","126,593",0,,,PTE Urban Area Station
4508,KGS,King's Sutton,East Midlands,Northamptonshire,South Northamptonshire,UKF2,Leicestershire Rutland and Northamptonshire,Chiltern Railways,,,,,"6,400","6,330","9,464","22,194","6,400","6,330","9,464","22,194","44,388","44,512",0,,,
9217,KGE,Kingsknowe,Scotland,Edinburgh City Of,Edinburgh City Of,UKM2,Eastern Scotland,First ScotRail,,,,,"5,072","2,576","2,510","10,158","5,072","2,576","2,510","10,158","20,316","19,307",0,,,
5565,KNG,Kingston,London,Greater London,Kingston Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,,"475,565","827,089","1,277,662","2,580,316","475,565","827,089","1,277,662","2,580,316","5,160,632","5,790,757",0,,,
5366,KND,Kingswood,South East,Surrey,Reigate And Banstead,UKJ2,Surrey and East & West Sussex,Southern,,,London Travelcard Area Station,,"34,184","27,941","80,850","142,975","34,184","27,941","80,850","142,975","285,950","289,266",0,,,
8655,KIN,Kingussie,Scotland,Highland,Highland,UKM6,Highlands and Islands,First ScotRail,,,,,"11,904","6,360",763,"19,027","11,904","6,360",763,"19,027","38,054","33,416",0,,,
3073,KIT,Kintbury,South East,West Berkshire,West Berkshire,UKJ1,Berkshire Buckinghamshire and Oxfordshire,First Great Western,,,,,"7,901","12,891","12,046","32,838","7,901","12,891","12,046","32,838","65,676","59,031",0,,,
6862,KBX,Kirby Cross,East,Essex,Tendring,UKH3,Essex,National Express East Anglia,,,,,"4,019","4,453","13,799","22,271","4,019","4,453","13,799","22,271","44,542","39,715",0,,,
6527,KKS,Kirk Sandall,Yorkshire And The Humber,South Yorkshire,Doncaster,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,,,"20,760","14,496","35,700","70,956","20,760","14,496","35,700","70,956","141,912","101,311",0,Check,Growth of more than 28%,PTE Urban Area Station
2124,KIR,Kirkby (Merseyside),North West,Merseyside,Knowsley,UKD5,Merseyside,Merseyrail,,Merseyside,,,"202,177","695,735","197,826","1,095,738","202,177","695,735","197,826","1,095,738","2,191,476","739,590","71,023",Check,Growth of more than 28%,PTE Urban Area Station
1867,KKB,Kirkby in Ashfield,East Midlands,Nottinghamshire,Ashfield,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,,"28,362","37,428","9,700","75,490","28,362","37,428","9,700","75,490","150,980","139,213",0,,,
2057,KSW,Kirkby Stephen,North West,Cumbria,Eden,UKD1,Cumbria,Northern Rail,,,,,"8,500","3,753",542,"12,795","8,500","3,753",542,"12,795","25,590","24,414",0,,,
1959,KBF,Kirkby-In-Furness,North West,Cumbria,South Lakeland,UKD1,Cumbria,Northern Rail,,,,,"2,609","1,966",544,"5,119","2,609","1,966",544,"5,119","10,238","17,320",0,Check,"Ignore - Less than 15,000 E&X",
9145,KDY,Kirkcaldy,Scotland,Fife,Fife,UKM2,Eastern Scotland,First ScotRail,,,,,"148,697","276,783","135,329","560,809","148,697","276,783","135,329","560,809","1,121,618","1,151,747","18,194",,,
9518,KRK,Kirkconnel,Scotland,Dumfries And Galloway,Dumfries And Galloway,UKM3,South Western Scotland,First ScotRail,,,,,"3,080","4,723",984,"8,787","3,080","4,723",984,"8,787","17,574","16,125",0,,,
2245,KKD,Kirkdale,North West,Merseyside,Liverpool,UKD5,Merseyside,Merseyrail,,Merseyside,,,"151,862","300,304","137,507","589,673","151,862","300,304","137,507","589,673","1,179,346","479,342","43,884",Check,Growth of more than 28%,PTE Urban Area Station
2668,KKM,Kirkham & Wesham,North West,Lancashire,Fylde,UKD4,Lancashire,Northern Rail,,,,,"67,817","24,025","21,230","113,072","67,817","24,025","21,230","113,072","226,144","225,599","4,351",,,
9771,KKH,Kirkhill,Scotland,South Lanarkshire,South Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"20,183","14,941","11,089","46,213","20,183","14,941","11,089","46,213","92,426","94,049",0,,,
9230,KKN,Kirknewton,Scotland,West Lothian,West Lothian,UKM2,Eastern Scotland,First ScotRail,,,,,"9,220","4,717","5,684","19,621","9,220","4,717","5,684","19,621","39,242","40,236",0,,,
9766,KWD,Kirkwood,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,,"20,591","20,580","30,522","71,693","20,591","20,580","30,522","71,693","143,386","120,797",0,Check,Growth of more than 28%,PTE Urban Area Station
6466,KTL,Kirton Lindsey,Yorkshire And The Humber,North Lincolnshire,North Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,,,39,5,0,44,39,5,0,44,88,126,0,Check,"Ignore - Less than 15,000 E&X",
6401,KIV,Kiveton Bridge,Yorkshire And The Humber,South Yorkshire,Rotherham,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,,,"11,606","5,853","8,963","26,422","11,606","5,853","8,963","26,422","52,844","36,754",0,Check,Growth of more than 28%,PTE Urban Area Station
6565,KVP,Kiveton Park,Yorkshire And The Humber,South Yorkshire,Rotherham,UKE3,South Yorkshire,Northern Rail,,South Yorkshire,,,"7,911","5,362","7,840","21,113","7,911","5,362","7,840","21,113","42,226","27,272",0,Check,Growth of more than 28%,PTE Urban Area Station
8214,KNA,Knaresborough,Yorkshire And The Humber,North Yorkshire,Harrogate,UKE2,North Yorkshire,Northern Rail,,,,,"45,952","54,877","28,028","128,857","45,952","54,877","28,028","128,857","257,714","245,422",0,,,
6088,KBW,Knebworth,East,Hertfordshire,North Hertfordshire,UKH2,Bedfordshire and Hertforshire,First Capital Connect,,,,,"70,897","54,024","115,432","240,353","70,897","54,024","115,432","240,353","480,706","457,813",0,,,
4206,KNI,Knighton,West Midlands,Shropshire,South Shropshire,UKG2,Shropshire and Staffordshire,Arriva Trains Wales,,,,,"6,554","3,893",942,"11,389","6,554","3,893",942,"11,389","22,778","23,911",0,,,
5109,KCK,Knockholt,London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,,"25,016","27,355","85,531","137,902","25,016","27,355","85,531","137,902","275,804","269,464",0,,,
8546,KNO,Knottingley,Yorkshire And The Humber,West Yorkshire,Wakefield,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,,"31,339","32,493","17,337","81,169","31,339","32,493","17,337","81,169","162,338","129,353",0,,,PTE Urban Area Station
4228,KNU,Knucklas,Wales - Cymru,Powys - Powys,Powys - Powys,UKL2,East Wales,Arriva Trains Wales,,,,,"1,616",428,242,"2,286","1,616",428,242,"2,286","4,572","4,621",0,,,
2848,KNF,Knutsford,North West,Cheshire,Macclesfield,UKD2,Cheshire,Northern Rail,,,,,"48,513","57,727","49,367","155,607","48,513","57,727","49,367","155,607","311,214","291,232",0,,,
8657,KYL,Kyle Of Lochalsh,Scotland,Highland,Highland,UKM6,Highlands and Islands,First ScotRail,,,,,"11,961","14,375",0,"26,336","11,961","14,375",0,"26,336","52,672","48,290",0,,,
9149,LDY,Ladybank,Scotland,Fife,Fife,UKM2,Eastern Scotland,First ScotRail,,,,,"10,034","9,607","3,873","23,514","10,034","9,607","3,873","23,514","47,028","49,862","2,422",,,
5057,LAD,Ladywell,London,Greater London,Lewisham,UKI1,Inner London,Southeastern,,,London Travelcard Area Station,,"64,413","92,737","294,679","451,829","64,413","92,737","294,679","451,829","903,658","931,470",0,,,
