 RODS report3h created at 13:28:09 on 29-03-2017,,,,,,,,,,,,
 based on survey data up to 2016 and reconciled to Autumn 2016 counts,,,,,,,,,,,,
Originating National Rail/DLR stations,,,,,,,,,,,,
,,,,,,Early     ,AM peak   ,Midday    ,PM Peak   ,Evening   ,Late      ,Day
Arrivals at,,to line/direction,,from NR/DLR Origin,,    - 7am ,  7am-10am,  10am-4pm,  4pm-7pm ,  7pm-10pm,  10pm+   ,total
575,Euston Square                 ,Hammersmith & C,W,2355,Freshfield                    ,0,0,1,0,0,0,1
575,Euston Square                 ,Hammersmith & C,W,3087,Paddington London             ,0,0,4,0,0,0,4
575,Euston Square                 ,Hammersmith & C,W,1562,St Albans Abbey               ,0,0,1,0,0,0,1
575,Euston Square                 ,Hammersmith & C,W,3230,Bristol Parkway               ,0,43,0,0,0,0,43
575,Euston Square                 ,Hammersmith & C,W,1378,Milton Keynes Cent            ,0,2,4,15,0,0,21
575,Euston Square                 ,Hammersmith & C,W,3074,Newbury                       ,0,5,0,0,0,0,5
575,Euston Square                 ,Hammersmith & C,W,2774,Wilmslow                      ,0,0,0,0,0,0,0
575,Euston Square                 ,Hammersmith & C,W,2753,Preston                       ,0,0,0,0,0,3,3
575,Euston Square                 ,Hammersmith & C,W,7443,Grays                         ,0,0,0,0,0,0,0
575,Euston Square                 ,Hammersmith & C,W,2745,Chorley                       ,0,0,0,0,14,0,14
575,Euston Square                 ,Metropolitan   ,N,1378,Milton Keynes Cent            ,0,1,0,0,0,0,1
575,Euston Square                 ,Metropolitan   ,N,1403,Watford North                 ,0,0,0,0,0,0,0
575,Euston Square                 ,Metropolitan   ,N,2968,Manchester Piccadilly         ,0,0,45,0,0,0,45
575,Euston Square                 ,Metropolitan   ,N,6977,Hackney Central               ,0,0,0,0,0,0,0
575,Euston Square                 ,Metropolitan   ,N,2384,Warrington Bank Quay          ,0,0,7,0,0,0,7
575,Euston Square                 ,Metropolitan   ,N,7079,Waterbeach                    ,0,1,0,0,0,0,1
575,Euston Square                 ,Metropolitan   ,N,1087,Rugby                         ,1,32,0,0,0,0,32
575,Euston Square                 ,Metropolitan   ,N,1395,Bushey                        ,0,25,0,0,0,0,25
575,Euston Square                 ,Metropolitan   ,N,1373,Leighton Buzzard              ,0,0,2,0,0,0,2
575,Euston Square                 ,Metropolitan   ,N,1243,Crewe                         ,0,0,42,0,0,0,42
575,Euston Square                 ,Metropolitan   ,N,0,Not stated                    ,0,20,0,0,0,0,20
575,Euston Square                 ,Metropolitan   ,N,1392,Kings Langley                 ,0,0,0,0,0,15,15
575,Euston Square                 ,Metropolitan   ,N,1314,Stoke-on-Trent                ,0,0,0,5,0,0,5
575,Euston Square                 ,Metropolitan   ,N,2739,Blackpool North               ,0,0,0,23,0,0,23
575,Euston Square                 ,Metropolitan   ,N,1218,Wolverhampton                 ,0,16,0,0,0,0,16
575,Euston Square                 ,Metropolitan   ,N,7443,Grays                         ,0,1,0,0,0,0,1
575,Euston Square                 ,Metropolitan   ,N,2871,Macclesfield                  ,0,0,0,0,0,0,0
575,Euston Square                 ,Metropolitan   ,N,1215,Birmingham International      ,0,0,13,0,0,0,13
575,Euston Square                 ,Metropolitan   ,S,1373,Leighton Buzzard              ,2,115,7,0,0,0,125
575,Euston Square                 ,Metropolitan   ,S,1402,Watford Junction              ,8,167,109,0,0,0,284
575,Euston Square                 ,Metropolitan   ,S,1378,Milton Keynes Cent            ,15,313,0,3,0,0,331
575,Euston Square                 ,Metropolitan   ,S,1069,Northampton                   ,3,87,0,0,0,0,91
575,Euston Square                 ,Metropolitan   ,S,1390,Berkhamsted                   ,8,133,16,0,0,0,157
575,Euston Square                 ,Metropolitan   ,S,1364,Wolverton                     ,0,40,0,0,0,0,40
575,Euston Square                 ,Metropolitan   ,S,1395,Bushey                        ,0,53,0,0,0,0,53
575,Euston Square                 ,Metropolitan   ,S,1444,Euston Br                     ,4,97,9,0,0,0,110
575,Euston Square                 ,Metropolitan   ,S,1215,Birmingham International      ,0,60,98,0,0,0,159
575,Euston Square                 ,Metropolitan   ,S,1391,Hemel Hempstead               ,1,153,0,0,0,0,155
575,Euston Square                 ,Metropolitan   ,S,1430,Apsley                        ,7,40,0,0,0,0,47
575,Euston Square                 ,Metropolitan   ,S,1243,Crewe                         ,0,0,0,9,0,0,9
575,Euston Square                 ,Metropolitan   ,S,1030,Coventry                      ,0,1,1,0,0,0,2
575,Euston Square                 ,Metropolitan   ,S,1360,Bletchley                     ,0,0,0,0,0,0,0
575,Euston Square                 ,Metropolitan   ,S,2871,Macclesfield                  ,0,0,13,0,0,0,13
575,Euston Square                 ,Metropolitan   ,S,2753,Preston                       ,0,32,13,20,0,0,66
575,Euston Square                 ,Metropolitan   ,S,2242,Liverpool Central             ,0,0,0,0,0,0,0
575,Euston Square                 ,Metropolitan   ,S,2513,Flint                         ,0,0,0,0,0,0,0
575,Euston Square                 ,Metropolitan   ,S,2390,Warrington Central            ,0,0,0,0,0,0,0
575,Euston Square                 ,Metropolitan   ,S,2968,Manchester Piccadilly         ,0,0,2,0,0,0,2
575,Euston Square                 ,Metropolitan   ,S,1314,Stoke-on-Trent                ,0,0,0,0,3,0,3
575,Euston Square                 ,Metropolitan   ,S,6121,Kings Cross Br                ,0,0,0,0,0,0,0
575,Euston Square                 ,Metropolitan   ,S,1087,Rugby                         ,9,73,0,0,0,0,81
575,Euston Square                 ,Metropolitan   ,S,9813,Glasgow Central               ,2,27,0,0,0,0,29
575,Euston Square                 ,Metropolitan   ,S,9328,Edinburgh                     ,15,21,0,0,0,0,36
575,Euston Square                 ,Metropolitan   ,S,1268,Stafford                      ,0,18,0,0,0,0,18
575,Euston Square                 ,Metropolitan   ,S,0,Not stated                    ,0,43,0,0,0,0,43
575,Euston Square                 ,Metropolitan   ,S,1393,Tring                         ,0,121,0,0,0,0,121
575,Euston Square                 ,Metropolitan   ,S,1372,Cheddington                   ,0,16,0,0,0,0,16
575,Euston Square                 ,Metropolitan   ,S,2246,Liverpool Lime Street         ,0,0,3,0,0,0,3
575,Euston Square                 ,Metropolitan   ,S,1127,Birmingham New Street         ,0,0,0,28,23,0,51
575,Euston Square                 ,Metropolitan   ,S,1403,Watford North                 ,0,0,0,0,0,0,0
575,Euston Square                 ,Metropolitan   ,S,2771,Stockport                     ,0,0,0,0,0,0,0
575,Euston Square                 ,Metropolitan   ,S,6886,Romford                       ,0,10,0,0,0,0,10
575,Euston Square                 ,Metropolitan   ,S,2354,Formby                        ,0,0,2,0,0,0,2
577,Farringdon                    ,Circle         ,I,5078,Crofton Park                  ,0,0,0,0,0,0,0
577,Farringdon                    ,Circle         ,I,9999,Other - Outside NSE           ,0,0,0,0,0,0,0
577,Farringdon                    ,Circle         ,I,1534,Leagrave                      ,0,0,0,0,0,0,0
577,Farringdon                    ,Circle         ,I,1536,Luton                         ,0,0,0,0,0,0,0
577,Farringdon                    ,Circle         ,I,1543,Harpenden                     ,0,0,44,0,0,0,44
577,Farringdon                    ,Circle         ,I,5383,Streatham                     ,0,0,0,0,0,0,0
577,Farringdon                    ,Circle         ,I,0,Not stated                    ,0,12,0,12,0,0,25
577,Farringdon                    ,Circle         ,I,5068,Nunhead                       ,0,13,0,0,0,0,13
577,Farringdon                    ,Circle         ,I,1542,Elstree & Borehamwood         ,0,9,1,0,0,0,10
577,Farringdon                    ,Circle         ,I,5115,Maidstone East                ,3,15,0,0,0,0,19
577,Farringdon                    ,Circle         ,I,5063,Bickley                       ,2,17,0,0,0,0,19
577,Farringdon                    ,Circle         ,I,5289,Haydons Road                  ,0,56,0,0,0,0,56
577,Farringdon                    ,Circle         ,I,5435,Streatham Hill                ,0,16,0,0,0,0,16
577,Farringdon                    ,Circle         ,I,5421,Denmark Hill                  ,0,6,0,0,0,0,6
577,Farringdon                    ,Circle         ,I,5390,Tulse Hill                    ,0,7,0,0,0,0,7
577,Farringdon                    ,Circle         ,I,5077,Catford                       ,0,6,0,0,0,0,6
577,Farringdon                    ,Circle         ,I,5423,Peckham Rye                   ,0,11,0,0,0,0,11
577,Farringdon                    ,Circle         ,I,5064,Bromley South                 ,0,1,0,0,0,0,1
577,Farringdon                    ,Circle         ,I,1444,Euston Br                     ,0,7,0,140,0,0,146
577,Farringdon                    ,Circle         ,I,6121,Kings Cross Br                ,0,0,24,0,0,0,24
577,Farringdon                    ,Circle         ,I,1292,Lichfield Trent Valley - High ,0,0,7,0,0,0,7
577,Farringdon                    ,Circle         ,I,5268,Brighton                      ,0,0,2,0,0,0,2
577,Farringdon                    ,Circle         ,I,5112,Blackfriars - NR              ,0,0,0,16,0,0,16
577,Farringdon                    ,Circle         ,I,5389,Tooting                       ,0,0,0,45,0,0,45
577,Farringdon                    ,Circle         ,I,5491,Three Bridges                 ,0,0,0,16,0,0,17
577,Farringdon                    ,Circle         ,I,5066,Herne Hill                    ,0,5,0,0,0,0,5
577,Farringdon                    ,Circle         ,I,1390,Berkhamsted                   ,0,0,1,0,0,0,1
577,Farringdon                    ,Circle         ,I,5385,Sutton                        ,0,0,0,0,0,0,0
577,Farringdon                    ,Circle         ,I,5082,Loughborough Junction         ,1,0,0,0,0,0,1
577,Farringdon                    ,Circle         ,I,5105,Farningham Road               ,1,0,0,0,0,0,1
577,Farringdon                    ,Circle         ,I,5355,East Croydon                  ,0,0,0,0,0,0,0
577,Farringdon                    ,Circle         ,I,5121,City Thameslink               ,0,0,0,0,0,0,0
577,Farringdon                    ,Circle         ,O,5064,Bromley South                 ,1,28,4,0,0,0,33
577,Farringdon                    ,Circle         ,O,5612,Wimbledon Chase               ,0,9,0,0,0,0,9
577,Farringdon                    ,Circle         ,O,5421,Denmark Hill                  ,0,0,0,0,0,0,0
577,Farringdon                    ,Circle         ,O,5084,Shortlands                    ,0,0,0,0,0,0,0
577,Farringdon                    ,Circle         ,O,5082,Loughborough Junction         ,0,20,0,0,0,0,20
577,Farringdon                    ,Circle         ,O,5289,Haydons Road                  ,0,7,0,0,0,0,7
577,Farringdon                    ,Circle         ,O,5383,Streatham                     ,0,19,0,0,0,0,19
577,Farringdon                    ,Circle         ,O,5075,Swanley                       ,0,0,0,0,0,0,0
577,Farringdon                    ,Circle         ,O,5066,Herne Hill                    ,0,68,0,0,0,0,68
577,Farringdon                    ,Circle         ,O,1570,Luton Airport Parkway         ,0,12,0,6,0,0,18
577,Farringdon                    ,Circle         ,O,1542,Elstree & Borehamwood         ,5,67,66,5,0,0,143
577,Farringdon                    ,Circle         ,O,1548,St Albans City                ,13,367,27,50,20,0,478
577,Farringdon                    ,Circle         ,O,1527,Mill Hill Broadway            ,0,44,0,0,0,0,44
577,Farringdon                    ,Circle         ,O,1533,Harlington                    ,0,0,0,0,0,0,0
577,Farringdon                    ,Circle         ,O,2750,Mill Hill                     ,0,0,0,0,0,0,0
577,Farringdon                    ,Circle         ,O,1546,Radlett                       ,14,84,0,0,0,0,98
577,Farringdon                    ,Circle         ,O,1510,Bedford St Johns              ,9,38,0,0,0,0,47
577,Farringdon                    ,Circle         ,O,1525,West Hampstead Thameslink     ,0,0,0,0,0,0,0
577,Farringdon                    ,Circle         ,O,1543,Harpenden                     ,11,180,1,0,0,0,192
577,Farringdon                    ,Circle         ,O,5144,Charlton                      ,0,0,0,0,0,0,0
577,Farringdon                    ,Circle         ,O,5068,Nunhead                       ,0,0,0,1,0,0,1
577,Farringdon                    ,Circle         ,O,5355,East Croydon                  ,0,0,4,0,0,0,4
577,Farringdon                    ,Circle         ,O,5390,Tulse Hill                    ,4,82,0,0,0,0,86
577,Farringdon                    ,Circle         ,O,5130,Borough Green                 ,1,3,0,0,0,0,4
577,Farringdon                    ,Circle         ,O,5490,Haywards Heath                ,0,1,0,0,0,0,1
577,Farringdon                    ,Circle         ,O,5086,West Dulwich                  ,4,37,9,0,0,0,50
577,Farringdon                    ,Circle         ,O,5405,Carshalton                    ,0,12,0,0,0,0,12
577,Farringdon                    ,Circle         ,O,5292,South Merton                  ,0,4,0,0,0,0,4
577,Farringdon                    ,Circle         ,O,5062,Bellingham                    ,0,4,0,0,0,0,4
577,Farringdon                    ,Circle         ,O,1421,West Hampstead - NR           ,1,53,0,0,0,0,55
577,Farringdon                    ,Circle         ,O,1449,Kentish Town West             ,0,23,0,0,0,0,23
577,Farringdon                    ,Circle         ,O,5046,Beckenham Junction            ,0,14,0,0,0,0,14
577,Farringdon                    ,Circle         ,O,1512,Bedford Midland               ,5,53,0,0,0,0,58
