NLC,Station,timePeriod,Total,Male,Female,Notstated,NotStated,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8
642,MileEnd,Totalday,24204,8959,11527,3718,2964,1,2828,6305,5309,2643,2974,661,308,210
643,MillHillEast,Early,44,0,0,44,44,0,0,0,0,0,0,0,0,0
643,MillHillEast,AMpeak,501,83,247,171,171,0,0,11,160,132,11,16,0,0
643,MillHillEast,Midday,430,167,263,0,0,0,36,10,47,7,185,24,30,89
643,MillHillEast,PMPeak,758,181,577,0,0,0,0,126,182,131,246,44,7,22
643,MillHillEast,Evening,293,71,214,8,0,0,30,61,75,59,61,7,1,0
643,MillHillEast,Late,165,91,47,28,28,2,0,33,0,37,66,0,0,0
643,MillHillEast,Totalday,2191,592,1349,251,243,2,66,241,464,366,569,92,38,111
646,MoorPark,Early,21,0,0,21,21,0,0,0,0,0,0,0,0,0
646,MoorPark,AMpeak,502,309,143,50,50,0,87,0,59,40,133,112,21,0
646,MoorPark,Midday,179,110,67,1,0,29,43,0,0,15,70,19,0,2
646,MoorPark,PMPeak,454,188,266,0,0,11,4,57,68,112,144,17,41,0
646,MoorPark,Evening,273,143,127,3,3,0,0,20,85,29,117,20,0,0
646,MoorPark,Late,83,25,2,56,56,0,0,2,6,16,2,0,0,0
646,MoorPark,Totalday,1511,776,605,131,130,39,135,79,218,213,466,168,62,2
645,Moorgate,Early,2680,0,0,2680,2680,0,0,0,0,0,0,0,0,0
645,Moorgate,AMpeak,35484,17681,14454,3349,3322,23,374,3559,11297,6804,6701,2668,523,214
645,Moorgate,Midday,11236,4887,4481,1869,1801,1,618,2131,1745,1325,2435,513,416,252
645,Moorgate,PMPeak,5431,2844,1749,838,913,0,83,832,573,1054,1197,340,329,110
645,Moorgate,Evening,1250,559,579,112,112,0,0,249,263,110,285,111,120,0
645,Moorgate,Late,422,75,133,213,213,0,0,17,47,103,38,0,3,0
645,Moorgate,Totalday,56503,26045,21397,9061,9041,24,1074,6789,13925,9395,10656,3632,1391,576
647,Morden,Early,259,10,0,249,249,0,0,0,0,0,10,0,0,0
647,Morden,AMpeak,1763,644,881,237,249,0,83,143,235,260,604,147,23,19
647,Morden,Midday,3022,1609,1345,68,29,0,330,312,383,389,826,279,311,163
647,Morden,PMPeak,6108,2579,3436,93,61,0,125,1188,750,1067,2445,239,136,98
647,Morden,Evening,3157,1259,1875,23,33,106,93,341,607,743,1078,26,22,106
647,Morden,Late,1669,756,562,351,331,0,39,397,369,233,173,28,52,47
647,Morden,Totalday,15977,6858,8099,1020,953,106,670,2381,2344,2691,5136,719,544,433
648,MorningtonCrescent,Early,158,0,0,158,158,0,0,0,0,0,0,0,0,0
648,MorningtonCrescent,AMpeak,3361,1029,2133,199,184,0,34,270,1522,533,580,188,45,5
648,MorningtonCrescent,Midday,1456,579,846,31,35,0,42,246,358,331,281,51,61,50
648,MorningtonCrescent,PMPeak,1065,377,660,28,15,0,10,190,338,181,296,21,13,0
648,MorningtonCrescent,Evening,674,389,263,23,23,0,27,100,135,83,142,53,30,81
648,MorningtonCrescent,Late,236,49,63,124,124,0,0,42,55,14,0,0,0,0
648,MorningtonCrescent,Totalday,6950,2422,3965,563,539,0,114,848,2409,1142,1300,313,149,136
649,Neasden,Early,104,0,0,104,104,0,0,0,0,0,0,0,0,0
649,Neasden,AMpeak,842,347,342,153,153,0,0,171,249,116,153,0,1,0
649,Neasden,Midday,1100,332,647,121,116,0,200,123,204,252,117,26,37,25
649,Neasden,PMPeak,2162,860,1173,129,138,67,275,310,541,377,351,101,2,0
649,Neasden,Evening,970,315,555,100,97,0,0,153,228,158,294,38,0,0
649,Neasden,Late,461,97,64,300,300,0,0,41,108,0,12,0,0,0
649,Neasden,Totalday,5638,1950,2782,906,908,67,475,799,1330,902,927,165,40,25
650,NewburyPark,Early,63,0,2,61,61,0,0,0,2,0,0,0,0,0
650,NewburyPark,AMpeak,728,401,263,64,48,0,166,59,103,31,255,60,4,0
650,NewburyPark,Midday,1293,655,588,50,52,0,86,57,253,189,429,12,43,172
650,NewburyPark,PMPeak,3404,1135,2165,105,174,15,85,631,606,822,784,81,117,90
650,NewburyPark,Evening,1687,742,872,72,97,0,137,297,451,267,420,3,15,0
650,NewburyPark,Late,628,217,143,268,164,0,23,31,132,89,179,1,9,0
650,NewburyPark,Totalday,7802,3150,4032,620,596,15,496,1075,1547,1399,2067,157,187,262
653,NorthActon,Early,376,0,0,376,376,0,0,0,0,0,0,0,0,0
653,NorthActon,AMpeak,3515,1224,1473,817,700,0,8,425,1125,511,319,228,199,0
653,NorthActon,Midday,1795,682,961,152,183,0,34,106,466,374,373,233,6,20
653,NorthActon,PMPeak,2376,581,1433,361,340,0,27,469,723,419,285,81,31,1
653,NorthActon,Evening,1468,571,762,136,136,0,0,243,643,273,140,33,0,0
653,NorthActon,Late,813,403,310,100,100,0,0,25,607,15,66,0,0,0
653,NorthActon,Totalday,10343,3461,4940,1942,1835,0,68,1268,3565,1592,1183,575,236,20
654,NorthEaling,Early,17,0,0,17,17,0,0,0,0,0,0,0,0,0
654,NorthEaling,AMpeak,342,109,167,65,12,35,82,14,43,49,106,0,0,0
654,NorthEaling,Midday,238,138,82,19,19,5,31,8,56,46,32,4,5,33
654,NorthEaling,PMPeak,427,150,231,46,45,11,0,22,113,58,167,7,1,4
654,NorthEaling,Evening,312,86,211,15,15,0,0,61,126,36,27,28,17,2
654,NorthEaling,Late,110,22,37,51,51,0,0,0,20,0,3,37,0,0
654,NorthEaling,Totalday,1447,504,729,213,159,51,114,105,357,189,335,76,22,39
789,NorthGreenwich,Early,1053,3,1,1049,1049,0,0,0,0,0,1,3,0,0
789,NorthGreenwich,AMpeak,5673,2274,1986,1413,1423,0,100,389,992,870,1288,480,59,72
789,NorthGreenwich,Midday,8803,2982,4734,1087,1008,5,91,1446,1627,955,2215,609,595,252
789,NorthGreenwich,PMPeak,14962,3156,6497,5309,5163,54,321,1499,2867,2004,2616,231,163,44
789,NorthGreenwich,Evening,7457,2572,3746,1139,1096,0,125,615,2268,1620,1491,228,12,2
789,NorthGreenwich,Late,2975,596,638,1741,1677,0,17,358,293,378,191,62,0,0
789,NorthGreenwich,Totalday,40924,11582,17603,11739,11415,59,654,4307,8047,5828,7802,1612,829,370
656,NorthHarrow,Early,24,0,0,24,24,0,0,0,0,0,0,0,0,0
656,NorthHarrow,AMpeak,256,66,162,28,12,0,45,23,81,12,61,15,0,7
656,NorthHarrow,Midday,551,351,141,59,102,0,30,35,69,104,81,78,23,28
656,NorthHarrow,PMPeak,1450,759,689,2,1,0,26,152,206,375,599,48,40,3
656,NorthHarrow,Evening,790,405,303,82,100,0,0,62,102,208,289,12,17,1
656,NorthHarrow,Late,336,94,73,169,169,0,0,7,12,66,79,3,0,0
656,NorthHarrow,Totalday,3406,1675,1368,364,407,0,102,279,469,765,1110,155,80,39
659,NorthWembley,Early,29,4,0,25,25,0,0,0,0,4,0,0,0,0
659,NorthWembley,AMpeak,281,194,57,30,30,0,30,0,42,55,18,75,28,2
659,NorthWembley,Midday,279,173,78,28,45,11,77,25,15,39,39,0,22,5
659,NorthWembley,PMPeak,781,72,444,265,265,4,0,231,79,12,186,3,1,0
659,NorthWembley,Evening,480,297,163,19,37,0,11,116,69,37,209,0,1,0
659,NorthWembley,Late,229,78,11,141,141,0,2,0,10,4,68,2,2,1
659,NorthWembley,Totalday,2079,818,752,509,543,14,121,373,215,151,520,79,54,9
655,Northfields,Early,87,0,0,87,87,0,0,0,0,0,0,0,0,0
655,Northfields,AMpeak,922,309,263,349,400,2,16,149,160,107,37,23,23,5
655,Northfields,Midday,1024,301,385,338,332,0,139,64,160,60,184,40,21,24
655,Northfields,PMPeak,2092,604,1225,263,231,2,35,472,359,349,505,67,65,6
655,Northfields,Evening,1482,744,625,113,115,0,33,209,324,322,419,59,0,1
655,Northfields,Late,781,259,294,229,212,0,3,136,231,113,67,15,2,3
655,Northfields,Totalday,6389,2217,2793,1380,1377,5,226,1030,1233,951,1212,205,111,39
657,Northolt,Early,93,0,0,93,93,0,0,0,0,0,0,0,0,0
657,Northolt,AMpeak,707,117,453,138,110,41,8,71,62,305,33,45,32,0
657,Northolt,Midday,1374,637,636,100,133,0,210,92,452,145,170,111,27,33
657,Northolt,PMPeak,3576,1539,1984,53,55,0,116,252,617,623,1391,427,90,5
657,Northolt,Evening,1738,439,1182,116,60,7,20,253,556,384,309,126,0,22
657,Northolt,Late,759,240,214,304,292,0,0,85,220,152,9,0,0,1
657,Northolt,Totalday,8247,2973,4470,804,742,48,353,754,1908,1609,1912,710,149,61
660,NorthwickPark,Early,100,0,0,100,100,0,0,0,0,0,0,0,0,0
660,NorthwickPark,AMpeak,1713,406,1131,175,165,69,21,277,240,355,324,59,200,3
660,NorthwickPark,Midday,1949,786,895,269,239,0,328,300,199,356,168,105,120,136
660,NorthwickPark,PMPeak,2114,932,1054,128,96,2,176,411,545,331,447,59,8,41
660,NorthwickPark,Evening,1045,416,479,150,150,0,46,230,198,161,175,28,0,58
660,NorthwickPark,Late,357,114,137,105,105,0,1,31,78,47,82,13,0,0
660,NorthwickPark,Totalday,7279,2654,3696,928,855,71,572,1248,1260,1249,1195,263,328,237
661,Northwood,Early,56,2,0,54,54,0,0,0,0,0,2,0,0,0
661,Northwood,AMpeak,867,194,464,209,215,0,83,48,295,30,91,100,0,6
661,Northwood,Midday,749,322,412,15,84,1,42,28,60,121,68,135,25,183
661,Northwood,PMPeak,1355,622,723,10,17,0,68,91,125,181,696,57,83,36
661,Northwood,Evening,801,371,271,159,138,0,0,92,287,74,167,36,3,4
661,Northwood,Late,331,76,106,149,149,0,0,0,28,22,50,61,20,0
661,Northwood,Totalday,4159,1587,1975,597,658,1,193,259,795,428,1075,389,131,229
662,NorthwoodHills,Early,40,0,0,40,40,0,0,0,0,0,0,0,0,0
662,NorthwoodHills,AMpeak,394,94,278,22,22,0,57,29,148,20,117,0,0,0
662,NorthwoodHills,Midday,604,213,345,45,45,24,26,4,103,29,129,80,119,45
662,NorthwoodHills,PMPeak,1211,509,701,1,50,0,45,112,241,295,366,20,80,1
662,NorthwoodHills,Evening,596,229,216,151,151,0,0,13,72,73,255,31,0,0
662,NorthwoodHills,Late,207,13,66,127,136,0,0,4,32,20,0,2,0,13
662,NorthwoodHills,Totalday,3051,1058,1607,386,443,25,128,163,597,437,868,133,199,59
663,NottingHillGate,Early,552,0,0,552,552,0,0,0,0,0,0,0,0,0
663,NottingHillGate,AMpeak,6642,2244,3246,1152,995,2,331,733,1632,1465,1088,247,55,95
663,NottingHillGate,Midday,6938,2583,3509,845,851,9,593,747,1453,667,1511,573,355,179
663,NottingHillGate,PMPeak,5301,1846,3202,253,290,0,103,690,1280,1052,1331,103,210,242
663,NottingHillGate,Evening,3360,1465,1791,104,58,0,99,563,910,948,658,59,38,28
663,NottingHillGate,Late,1319,403,563,353,400,0,0,171,271,186,234,16,31,10
663,NottingHillGate,Totalday,24113,8542,12311,3260,3147,11,1125,2904,5545,4318,4823,999,689,554
664,Oakwood,Early,49,0,0,49,49,0,0,0,0,0,0,0,0,0
664,Oakwood,AMpeak,562,140,232,190,190,0,76,133,54,54,43,0,12,0
664,Oakwood,Midday,1049,255,510,285,302,0,126,56,153,122,141,74,40,35
664,Oakwood,PMPeak,1341,269,435,637,629,0,51,67,162,60,249,59,15,49
664,Oakwood,Evening,903,105,176,622,626,0,0,23,64,95,77,15,2,0
664,Oakwood,Late,585,83,175,327,326,0,0,22,72,16,142,2,3,2
664,Oakwood,Totalday,4489,852,1528,2109,2123,0,253,301,505,347,652,150,72,86
665,OldStreet,Early,703,0,11,692,692,0,11,0,0,0,0,0,0,0
665,OldStreet,AMpeak,16526,6960,8251,1315,1185,32,202,2045,4841,3167,3516,1116,413,9
665,OldStreet,Midday,10818,4394,5261,1163,922,0,287,1558,2356,1585,2726,595,411,379
665,OldStreet,PMPeak,7476,1891,3652,1932,1947,2,306,1999,1051,590,912,181,372,116
665,OldStreet,Evening,4227,929,1549,1749,1703,32,0,900,866,448,188,71,20,0
665,OldStreet,Late,1992,420,279,1293,1293,0,0,264,308,102,24,0,0,0
665,OldStreet,Totalday,41742,14594,19003,8145,7743,65,805,6765,9422,5893,7366,1962,1217,504
667,Osterley,Early,65,0,0,65,65,0,0,0,0,0,0,0,0,0
667,Osterley,AMpeak,581,183,305,94,97,0,0,48,156,81,90,49,43,17
667,Osterley,Midday,588,243,235,109,141,0,8,92,38,98,48,138,22,2
667,Osterley,PMPeak,1317,371,940,6,6,0,3,230,468,260,322,14,14,0
667,Osterley,Evening,863,472,390,0,0,0,6,25,430,168,172,28,0,32
667,Osterley,Late,339,94,156,89,89,0,82,95,59,3,9,1,1,0
667,Osterley,Totalday,3752,1362,2027,363,397,0,100,491,1151,610,641,231,80,51
668,Oval,Early,160,0,0,160,160,0,0,0,0,0,0,0,0,0
668,Oval,AMpeak,2297,1079,944,274,273,0,31,313,430,514,443,98,170,26
668,Oval,Midday,2216,1386,794,36,69,2,76,140,384,693,691,107,22,32
668,Oval,PMPeak,2592,955,1202,435,443,72,133,160,790,406,423,70,17,77
668,Oval,Evening,1890,653,1169,69,64,0,0,451,822,213,311,5,24,0
668,Oval,Late,1018,300,416,302,278,0,8,161,390,45,121,4,0,10
668,Oval,Totalday,10173,4374,4524,1275,1287,74,249,1226,2816,1871,1988,283,233,146
669,OxfordCircus,Early,2903,0,1,2902,2902,0,0,0,0,0,1,0,0,0
669,OxfordCircus,AMpeak,44874,17623,24331,2920,2534,47,593,5806,14107,8978,8546,2843,1026,396
669,OxfordCircus,Midday,47025,17323,27213,2488,2013,71,3067,11511,10140,5669,8276,2618,2096,1564
669,OxfordCircus,PMPeak,23661,6472,12858,4331,4429,2,637,3654,6193,3195,4112,579,547,313
669,OxfordCircus,Evening,6646,2377,3227,1042,1157,0,0,1682,1558,1220,868,48,49,65
669,OxfordCircus,Late,1187,550,321,317,303,0,22,283,168,177,178,44,13,0
669,OxfordCircus,Totalday,126296,44345,67951,14000,13337,119,4319,22936,32165,19239,21981,6132,3731,2338
670,Paddington,Early,1817,2,0,1815,1815,0,0,0,2,0,0,0,0,0
670,Paddington,AMpeak,19038,8762,8382,1895,1823,18,64,1400,5007,3769,3881,2044,838,194
670,Paddington,Midday,20422,10263,9826,334,438,64,869,2857,2727,3838,5253,2336,987,1055
670,Paddington,PMPeak,24771,13680,10888,203,237,33,170,3138,5455,4694,7585,2209,951,297
670,Paddington,Evening,9893,5596,4045,251,218,0,147,1507,1740,2161,3262,487,320,51
670,Paddington,Late,4347,1695,1172,1480,1458,0,75,312,866,497,938,98,104,0
670,Paddington,Totalday,80288,39998,34312,5978,5989,114,1326,9214,15798,14958,20919,7173,3200,1597
671,ParkRoyal,Early,188,0,0,188,188,0,0,0,0,0,0,0,0,0
671,ParkRoyal,AMpeak,1373,581,649,143,132,0,8,113,476,355,190,99,0,0
671,ParkRoyal,Midday,591,308,269,15,18,0,7,115,113,103,154,67,1,13
671,ParkRoyal,PMPeak,625,227,379,19,18,0,44,29,216,109,197,4,0,8
671,ParkRoyal,Evening,341,68,224,50,7,0,77,22,110,52,11,1,19,43
671,ParkRoyal,Late,116,16,60,40,40,0,0,0,20,35,18,4,0,0
671,ParkRoyal,Totalday,3235,1199,1580,455,403,0,137,279,935,654,569,175,20,63
672,ParsonsGreen,Early,162,0,0,162,162,0,0,0,0,0,0,0,0,0
672,ParsonsGreen,AMpeak,2981,774,1721,485,479,38,58,328,1030,454,292,259,25,19
672,ParsonsGreen,Midday,2132,930,1151,51,29,12,67,382,461,289,470,212,107,105
672,ParsonsGreen,PMPeak,3164,1237,1827,99,92,8,45,426,977,616,692,181,111,16
672,ParsonsGreen,Evening,2155,666,1355,133,63,72,14,367,926,343,293,23,36,18
672,ParsonsGreen,Late,701,214,273,213,194,0,0,47,309,97,33,0,3,20
672,ParsonsGreen,Totalday,11294,3822,6328,1144,1018,129,184,1548,3703,1799,1780,675,282,177
673,Perivale,Early,102,0,0,102,102,0,0,0,0,0,0,0,0,0
673,Perivale,AMpeak,554,171,312,71,71,0,0,165,101,56,45,115,0,0
673,Perivale,Midday,649,327,322,0,0,0,58,138,88,120,218,1,6,19
673,Perivale,PMPeak,1659,555,1044,60,60,0,139,262,361,485,246,35,70,0
673,Perivale,Evening,719,221,263,235,126,0,0,40,150,102,286,6,0,9
673,Perivale,Late,277,178,85,13,13,0,11,18,79,29,127,0,0,0
673,Perivale,Totalday,3959,1451,2026,483,373,0,208,624,779,792,923,158,76,28
674,PiccadillyCircus,Early,856,0,0,856,856,0,0,0,0,0,0,0,0,0
674,PiccadillyCircus,AMpeak,15070,6345,7544,1181,1139,0,137,1572,4929,3041,3243,661,247,100
674,PiccadillyCircus,Midday,19534,9300,8462,1772,1638,3,501,3297,4406,2363,3418,1360,915,1635
674,PiccadillyCircus,PMPeak,13625,4934,5429,3263,3278,27,151,1602,2594,1520,2561,1051,526,315
674,PiccadillyCircus,Evening,6195,2200,2287,1708,1688,0,166,418,1696,1083,676,30,290,149
674,PiccadillyCircus,Late,1471,498,110,863,850,0,0,8,150,191,129,109,0,35
674,PiccadillyCircus,Totalday,56753,23277,23833,9643,9448,29,955,6898,13775,8198,10028,3211,1977,2234
776,Pimlico,Early,263,0,0,263,263,0,0,0,0,0,0,0,0,0
776,Pimlico,AMpeak,6642,2728,3311,602,582,42,83,822,1552,1365,1730,328,109,28
776,Pimlico,Midday,4697,1700,2604,394,252,0,306,729,437,791,1197,338,348,298
776,Pimlico,PMPeak,3139,1100,1967,71,64,27,13,324,721,569,1014,97,254,57
776,Pimlico,Evening,2236,796,1387,54,83,0,89,258,690,402,613,64,10,27
776,Pimlico,Late,1128,351,315,462,462,0,0,157,248,36,108,54,39,23
776,Pimlico,Totalday,18105,6675,9584,1846,1707,69,490,2290,3647,3163,4663,882,760,432
675,Pinner,Early,34,0,0,34,34,0,0,0,0,0,0,0,0,0
675,Pinner,AMpeak,367,152,178,37,37,0,0,0,73,18,102,48,83,5
675,Pinner,Midday,858,379,433,46,106,58,36,68,65,75,194,44,116,93
675,Pinner,PMPeak,2381,1134,1044,203,176,59,73,286,465,424,610,89,34,164
675,Pinner,Evening,1259,730,419,109,106,0,36,21,210,210,582,38,34,22
675,Pinner,Late,391,199,116,76,115,0,0,3,55,30,119,4,32,32
675,Pinner,Totalday,5288,2594,2190,505,574,118,146,378,869,757,1608,224,299,316
676,Plaistow,Early,143,0,0,143,143,0,0,0,0,0,0,0,0,0
676,Plaistow,AMpeak,1092,188,787,117,117,0,72,45,255,180,318,66,37,1
676,Plaistow,Midday,1710,929,747,34,34,0,119,459,528,150,334,53,33,1
676,Plaistow,PMPeak,3279,1154,2075,51,13,0,521,967,760,475,393,148,1,0
676,Plaistow,Evening,1705,769,926,9,9,0,469,231,380,186,409,21,0,0
676,Plaistow,Late,835,234,240,361,361,0,16,101,76,86,184,0,11,0
676,Plaistow,Totalday,8765,3274,4775,716,678,0,1197,1803,1999,1076,1639,288,82,3
677,PrestonRoad,Early,61,0,0,61,61,0,0,0,0,0,0,0,0,0
677,PrestonRoad,AMpeak,407,188,190,29,53,0,0,6,59,109,129,0,23,28
677,PrestonRoad,Midday,1028,327,525,177,249,0,147,40,86,87,45,180,126,70
677,PrestonRoad,PMPeak,2281,738,1265,278,190,0,142,441,518,356,420,136,25,54
677,PrestonRoad,Evening,1041,358,572,111,49,0,0,97,319,324,195,2,14,41
677,PrestonRoad,Late,392,163,84,145,145,0,0,30,76,8,68,5,39,21
677,PrestonRoad,Totalday,5211,1774,2636,802,747,0,290,613,1058,883,858,323,227,214
678,PutneyBridge,Early,103,0,0,103,103,0,0,0,0,0,0,0,0,0
678,PutneyBridge,AMpeak,2210,776,1253,180,165,0,35,498,553,501,327,131,0,0
678,PutneyBridge,Midday,1885,494,1336,55,57,0,18,507,462,297,268,104,52,120
678,PutneyBridge,PMPeak,2583,964,1585,34,43,1,30,322,630,392,595,259,88,223
678,PutneyBridge,Evening,1644,622,1001,21,19,0,17,580,352,267,218,15,138,39
678,PutneyBridge,Late,710,325,278,108,113,13,0,85,303,126,31,0,34,6
678,PutneyBridge,Totalday,9136,3181,5454,501,499,14,99,1991,2300,1584,1440,509,312,388
680,Queen'sPark,Early,46,32,0,14,14,0,0,32,0,0,0,0,0,0
680,Queen'sPark,AMpeak,788,390,380,18,19,0,4,105,184,227,113,81,10,45
680,Queen'sPark,Midday,1546,428,1116,2,8,0,34,270,264,297,252,256,56,110
680,Queen'sPark,PMPeak,2831,1099,1615,117,117,0,63,225,1077,735,363,134,87,31
680,Queen'sPark,Evening,2067,875,1116,77,12,31,0,401,823,458,320,15,0,8
680,Queen'sPark,Late,926,148,603,175,175,0,0,135,365,194,51,0,6,0
680,Queen'sPark,Totalday,8204,2970,4830,404,343,31,100,1168,2713,1911,1098,486,158,195
679,Queensbury,Early,69,0,0,69,69,0,0,0,0,0,0,0,0,0
679,Queensbury,AMpeak,447,259,168,21,21,0,1,73,117,53,58,66,59,0
679,Queensbury,Midday,1084,554,268,262,263,0,0,81,145,123,143,137,117,75
679,Queensbury,PMPeak,3933,935,1790,1208,1208,34,264,387,575,377,995,65,14,13
679,Queensbury,Evening,1546,614,586,345,380,0,0,199,328,454,185,0,0,0
679,Queensbury,Late,413,157,116,140,140,0,19,10,91,54,85,14,0,0
679,Queensbury,Totalday,7491,2519,2928,2045,2080,34,285,751,1256,1061,1464,281,191,89
681,Queensway,Early,197,0,0,197,197,0,0,0,0,0,0,0,0,0
681,Queensway,AMpeak,1921,619,981,321,321,0,15,356,537,239,369,68,16,0
681,Queensway,Midday,3241,1138,1959,144,26,0,116,680,1083,359,479,220,58,220
681,Queensway,PMPeak,3260,1148,1434,678,642,0,37,603,579,605,548,154,38,55
681,Queensway,Evening,2496,1033,1325,137,115,2,30,401,914,249,522,139,121,2
681,Queensway,Late,1392,411,408,572,576,0,141,183,115,55,161,80,80,0
681,Queensway,Totalday,12506,4349,6108,2049,1877,2,340,2223,3227,1506,2079,662,313,276
682,RavenscourtPark,Early,68,0,0,68,68,0,0,0,0,0,0,0,0,0
682,RavenscourtPark,AMpeak,1860,614,1128,117,211,11,144,109,539,285,390,111,30,30
682,RavenscourtPark,Midday,984,361,619,3,3,0,86,126,207,116,206,112,93,34
682,RavenscourtPark,PMPeak,1180,591,486,103,98,0,88,242,275,144,190,87,22,35
682,RavenscourtPark,Evening,734,152,439,144,136,0,7,35,218,84,228,0,15,13
682,RavenscourtPark,Late,380,171,98,111,111,0,0,5,140,10,95,8,10,0
682,RavenscourtPark,Totalday,5206,1889,2770,546,626,11,325,516,1378,640,1108,318,171,112
683,RaynersLane,Early,59,0,0,59,59,0,0,0,0,0,0,0,0,0
683,RaynersLane,AMpeak,772,334,295,143,141,0,30,73,278,69,133,7,42,0
683,RaynersLane,Midday,1347,457,759,131,161,0,239,49,123,192,181,99,163,140
683,RaynersLane,PMPeak,2962,1363,1207,392,342,6,194,420,374,526,781,164,88,67
683,RaynersLane,Evening,1471,697,632,142,121,0,36,134,488,312,304,50,27,0
683,RaynersLane,Late,661,254,225,183,183,0,0,130,161,122,65,0,0,0
683,RaynersLane,Totalday,7272,3105,3117,1049,1007,6,499,806,1424,1220,1464,319,319,208
684,Redbridge,Early,92,0,0,92,92,0,0,0,0,0,0,0,0,0
684,Redbridge,AMpeak,234,58,123,53,53,0,16,3,68,40,53,0,0,0
684,Redbridge,Midday,798,262,393,143,2,0,25,155,0,38,204,247,126,0
684,Redbridge,PMPeak,1856,1153,703,0,11,0,46,412,253,226,662,149,86,11
684,Redbridge,Evening,1095,525,570,0,0,0,0,195,202,68,623,3,4,0
684,Redbridge,Late,404,348,5,50,50,0,0,0,5,248,42,6,52,0
684,Redbridge,Totalday,4479,2346,1795,338,209,0,87,765,529,621,1585,405,268,11
685,Regent'sPark,Early,103,0,0,103,103,0,0,0,0,0,0,0,0,0
685,Regent'sPark,AMpeak,2574,765,1661,148,133,22,0,176,534,529,813,108,247,12
685,Regent'sPark,Midday,2099,938,1084,76,61,0,78,118,305,307,687,79,155,308
685,Regent'sPark,PMPeak,775,211,564,0,0,0,11,0,160,183,224,78,119,0
685,Regent'sPark,Evening,259,48,199,12,12,0,0,55,62,23,80,14,13,0
685,Regent'sPark,Late,113,79,26,7,7,0,0,19,6,57,1,0,19,3
685,Regent'sPark,Totalday,5922,2041,3534,347,316,22,89,368,1067,1099,1806,279,553,323
686,Richmond,Early,365,0,0,365,365,0,0,0,0,0,0,0,0,0
686,Richmond,AMpeak,5169,1670,2380,1120,1047,14,156,490,1420,974,651,234,53,130
686,Richmond,Midday,4425,1948,2382,94,105,3,272,568,605,699,957,448,310,458
686,Richmond,PMPeak,5179,2001,3149,29,25,80,141,248,1164,1067,1490,366,240,357
686,Richmond,Evening,1693,636,1045,11,11,0,21,201,253,400,702,60,18,26
686,Richmond,Late,775,171,282,323,323,0,17,13,197,47,91,33,48,6
686,Richmond,Totalday,17606,6426,9238,1942,1876,97,606,1521,3640,3187,3891,1141,668,977
687,Rickmansworth,Early,49,0,0,49,49,0,0,0,0,0,0,0,0,0
687,Rickmansworth,AMpeak,962,369,463,130,130,0,0,144,242,195,209,33,10,0
687,Rickmansworth,Midday,464,260,204,0,47,35,11,2,10,75,174,57,5,49
687,Rickmansworth,PMPeak,1023,327,691,5,3,4,43,83,113,224,346,31,175,0
687,Rickmansworth,Evening,880,569,303,8,138,0,5,62,131,175,224,96,44,6
687,Rickmansworth,Late,413,102,87,223,231,0,0,0,51,38,91,0,0,2
687,Rickmansworth,Totalday,3792,1628,1748,416,599,40,59,290,546,706,1044,217,234,56
688,RodingValley,Early,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,RodingValley,AMpeak,20,1,19,0,0,0,1,0,0,0,0,19,0,0
688,RodingValley,Midday,121,15,103,3,3,13,57,0,0,0,33,15,0,0
688,RodingValley,PMPeak,311,101,210,0,27,1,3,0,31,0,162,41,25,20
688,RodingValley,Evening,111,6,103,1,0,0,0,0,0,45,32,0,34,0
688,RodingValley,Late,55,0,5,50,50,0,0,0,0,0,5,0,0,0
688,RodingValley,Totalday,618,123,440,54,81,14,60,0,31,45,232,76,60,20
690,RoyalOak,Early,78,0,0,78,78,0,0,0,0,0,0,0,0,0
690,RoyalOak,AMpeak,991,409,473,109,109,0,0,146,320,121,157,84,52,2
690,RoyalOak,Midday,830,347,463,19,19,0,63,171,214,35,228,16,79,4
690,RoyalOak,PMPeak,1118,349,563,207,178,0,37,35,366,86,399,12,4,1
690,RoyalOak,Evening,721,447,247,28,32,0,0,229,255,74,115,11,5,0
690,RoyalOak,Late,230,99,73,58,58,0,36,0,32,60,43,1,0,0
690,RoyalOak,Totalday,3969,1651,1818,500,475,0,136,581,1187,377,941,124,141,7
691,Ruislip,Early,45,0,3,42,42,0,0,0,3,0,0,0,0,0
691,Ruislip,AMpeak,311,38,246,27,28,0,45,15,92,31,19,42,9,31
691,Ruislip,Midday,949,573,282,94,138,2,2,222,90,86,14,34,187,175
691,Ruislip,PMPeak,1281,555,721,5,21,6,0,318,165,217,434,34,32,54
691,Ruislip,Evening,505,338,162,5,5,0,0,40,101,134,183,31,11,0
691,Ruislip,Late,173,61,37,76,76,0,7,39,0,29,12,0,2,7
691,Ruislip,Totalday,3264,1564,1452,248,309,8,54,634,452,497,663,140,241,267
692,RuislipGardens,Early,16,0,0,16,16,0,0,0,0,0,0,0,0,0
692,RuislipGardens,AMpeak,164,119,32,12,12,0,14,0,6,2,120,10,0,0
692,RuislipGardens,Midday,268,88,179,2,0,7,0,0,62,49,90,57,3,0
692,RuislipGardens,PMPeak,743,220,511,11,21,17,3,131,258,88,182,1,20,22
