 NLC,Station name,Journey Purpose,Total,Not Stated    ,5 or more days per week,1-4 days per week   ,Once a fortnight    ,Once a month  ,Less than once a month,First Time Ever
500,Acton Town    ,Home    ,2244,46,1274,580,131,4,70,138
500,Acton Town    ,Work    ,3160,11,1967,890,27,26,105,135
500,Acton Town    ,Shop    ,265,0,0,118,0,10,52,85
500,Acton Town    ,Education     ,315,0,85,205,0,24,0,0
500,Acton Town    ,Tourist ,105,0,0,0,30,0,22,52
500,Acton Town    ,Hotel   ,70,0,0,1,13,0,0,57
500,Acton Town    ,Other   ,1328,1,148,237,119,287,337,199
500,Acton Town    ,Unknown/Not Given   ,1455,1192,97,54,0,0,16,96
502,Aldgate ,Home    ,8479,66,5558,1902,175,148,300,330
502,Aldgate ,Work    ,2765,60,1743,506,89,27,234,105
502,Aldgate ,Shop    ,176,0,0,0,68,0,47,60
502,Aldgate ,Education     ,549,22,298,178,23,28,0,0
502,Aldgate ,Tourist ,106,0,83,0,18,0,0,5
502,Aldgate ,Hotel   ,92,0,3,69,0,0,0,19
502,Aldgate ,Other   ,1115,30,125,183,273,52,255,196
502,Aldgate ,Unknown/Not Given   ,857,785,45,8,0,0,0,20
503,Aldgate East  ,Home    ,7458,85,2712,2674,131,357,753,745
503,Aldgate East  ,Work    ,4571,0,2443,948,216,223,285,455
503,Aldgate East  ,Shop    ,496,73,3,58,145,13,73,130
503,Aldgate East  ,Education     ,1168,0,518,274,0,70,112,194
503,Aldgate East  ,Tourist ,87,0,0,68,0,0,19,0
503,Aldgate East  ,Hotel   ,173,0,80,0,0,0,0,93
503,Aldgate East  ,Other   ,1420,0,49,346,136,22,416,451
503,Aldgate East  ,Unknown/Not Given   ,6081,5870,50,0,0,88,4,69
505,Alperton,Home    ,1101,71,635,265,0,28,95,7
505,Alperton,Work    ,2021,21,1395,317,88,5,115,81
505,Alperton,Shop    ,165,11,19,113,10,12,0,0
505,Alperton,Education     ,318,0,73,246,0,0,0,0
505,Alperton,Tourist ,49,0,49,0,0,0,0,0
505,Alperton,Hotel   ,5,0,0,0,0,0,3,1
505,Alperton,Other   ,350,22,6,199,0,21,51,51
505,Alperton,Unknown/Not Given   ,808,667,137,4,0,0,0,0
506,Amersham,Home    ,119,0,61,51,0,0,1,5
506,Amersham,Work    ,1349,21,733,409,34,41,81,29
506,Amersham,Shop    ,47,3,17,6,6,9,4,2
506,Amersham,Education     ,18,0,15,2,0,0,1,0
506,Amersham,Tourist ,43,0,0,0,0,0,35,8
506,Amersham,Hotel   ,1,0,0,0,0,0,0,1
506,Amersham,Other   ,424,1,0,208,3,91,76,46
506,Amersham,Unknown/Not Given   ,627,618,3,5,0,0,0,0
507,Angel   ,Home    ,15543,154,7303,3997,755,602,1708,1024
507,Angel   ,Work    ,5968,180,3138,1189,205,286,452,518
507,Angel   ,Shop    ,984,5,89,147,82,116,212,335
507,Angel   ,Education     ,1495,28,775,506,102,0,40,43
507,Angel   ,Tourist ,167,0,0,10,0,0,0,157
507,Angel   ,Hotel   ,97,0,5,0,0,39,39,14
507,Angel   ,Other   ,4210,177,322,744,287,355,1073,1252
507,Angel   ,Unknown/Not Given   ,3115,2215,491,82,4,0,50,273
508,Archway ,Home    ,4155,30,2057,1278,234,88,337,131
508,Archway ,Work    ,7008,18,3931,2064,179,82,327,407
508,Archway ,Shop    ,390,1,0,68,45,21,166,89
508,Archway ,Education     ,655,0,337,191,3,0,46,77
508,Archway ,Tourist ,350,0,0,2,0,100,180,68
508,Archway ,Hotel   ,443,67,6,76,0,43,93,158
508,Archway ,Other   ,2387,110,169,554,165,222,656,512
508,Archway ,Unknown/Not Given   ,1004,900,2,98,0,0,0,5
509,Arnos Grove   ,Home    ,831,59,316,282,0,22,151,0
509,Arnos Grove   ,Work    ,2939,50,2076,359,44,200,93,117
509,Arnos Grove   ,Shop    ,288,7,4,1,104,88,75,9
509,Arnos Grove   ,Education     ,316,37,227,42,0,0,0,10
509,Arnos Grove   ,Tourist ,47,0,25,0,5,0,0,17
509,Arnos Grove   ,Hotel   ,15,0,0,0,0,0,15,0
509,Arnos Grove   ,Other   ,1460,204,123,235,394,121,230,153
509,Arnos Grove   ,Unknown/Not Given   ,1379,1288,12,0,11,4,59,5
510,Arsenal ,Home    ,398,15,73,118,2,45,73,71
510,Arsenal ,Work    ,2491,14,1489,624,170,78,43,74
510,Arsenal ,Shop    ,49,0,0,18,2,0,9,20
510,Arsenal ,Education     ,272,0,56,163,0,10,43,0
510,Arsenal ,Tourist ,116,0,0,5,1,0,62,48
510,Arsenal ,Hotel   ,108,0,0,54,38,0,15,1
510,Arsenal ,Other   ,922,45,53,142,124,132,322,105
510,Arsenal ,Unknown/Not Given   ,255,255,0,0,0,0,0,0
511,Baker Street  ,Home    ,17688,244,7398,4828,524,1092,2380,1222
511,Baker Street  ,Work    ,8111,230,2811,2922,389,450,506,803
511,Baker Street  ,Shop    ,829,0,22,152,0,0,416,239
511,Baker Street  ,Education     ,881,0,267,387,2,0,49,176
511,Baker Street  ,Tourist ,586,58,0,0,33,3,73,419
511,Baker Street  ,Hotel   ,804,2,32,265,39,0,79,387
511,Baker Street  ,Other   ,5267,220,79,764,765,475,1167,1796
511,Baker Street  ,Unknown/Not Given   ,12106,11729,205,116,0,33,23,0
512,Balham  ,Home    ,3179,0,1377,898,310,200,160,234
512,Balham  ,Work    ,12048,79,8130,2182,324,231,607,494
512,Balham  ,Shop    ,579,4,0,112,233,43,151,36
512,Balham  ,Education     ,537,0,299,206,30,2,0,0
512,Balham  ,Tourist ,246,0,0,131,0,0,25,91
512,Balham  ,Hotel   ,28,18,10,0,0,0,0,0
512,Balham  ,Other   ,3573,1,134,608,477,492,540,1322
512,Balham  ,Unknown/Not Given   ,3079,2691,221,141,26,0,0,0
513,Bank / Monument     ,Home    ,69450,476,38117,14910,2416,2250,6253,5029
513,Bank / Monument     ,Work    ,25028,228,10395,4998,2492,1146,2879,2889
513,Bank / Monument     ,Shop    ,1816,3,108,113,365,146,509,571
513,Bank / Monument     ,Education     ,4597,80,1274,2075,20,0,284,863
513,Bank / Monument     ,Tourist ,1757,0,61,0,0,1,136,1560
513,Bank / Monument     ,Hotel   ,2341,0,0,150,231,79,823,1058
513,Bank / Monument     ,Other   ,16153,919,204,3190,2221,1529,4424,3666
513,Bank / Monument     ,Unknown/Not Given   ,29913,25705,2453,259,284,235,251,726
501,Barbican,Home    ,11736,90,5641,3229,541,443,1064,728
501,Barbican,Work    ,2230,23,666,498,135,115,283,510
501,Barbican,Shop    ,329,0,59,76,0,57,57,79
501,Barbican,Education     ,378,0,57,202,33,59,27,0
501,Barbican,Tourist ,500,0,0,0,0,15,43,442
501,Barbican,Hotel   ,1019,23,0,78,14,90,707,108
501,Barbican,Other   ,2251,18,12,511,293,136,848,433
501,Barbican,Unknown/Not Given   ,1666,1361,39,38,0,33,193,1
514,Barking ,Home    ,5205,96,3129,1263,95,204,225,194
514,Barking ,Work    ,8763,58,6537,1434,60,64,371,239
514,Barking ,Shop    ,584,1,253,171,37,12,89,21
514,Barking ,Education     ,1293,0,795,479,17,0,1,1
514,Barking ,Tourist ,134,0,0,0,0,0,26,109
514,Barking ,Hotel   ,865,210,0,104,134,115,267,36
514,Barking ,Other   ,2828,32,378,619,372,245,589,593
514,Barking ,Unknown/Not Given   ,11988,10973,582,76,13,0,322,22
515,Barkingside   ,Home    ,283,0,192,48,0,7,0,36
515,Barkingside   ,Work    ,1334,0,819,320,118,45,12,20
515,Barkingside   ,Shop    ,43,0,0,0,0,0,43,0
515,Barkingside   ,Education     ,28,0,10,18,0,0,0,0
515,Barkingside   ,Other   ,187,0,0,95,18,0,11,63
515,Barkingside   ,Unknown/Not Given   ,894,866,29,0,0,0,0,0
516,Barons Court  ,Home    ,3461,125,1856,920,171,102,154,133
516,Barons Court  ,Work    ,3942,160,2469,775,112,86,197,143
516,Barons Court  ,Shop    ,276,2,37,112,0,67,36,22
516,Barons Court  ,Education     ,825,14,472,271,51,0,10,7
516,Barons Court  ,Tourist ,55,0,0,0,55,0,0,0
516,Barons Court  ,Hotel   ,17,0,0,17,0,0,0,0
516,Barons Court  ,Other   ,1846,119,62,560,200,247,345,313
516,Barons Court  ,Unknown/Not Given   ,1948,1707,151,72,1,0,17,0
517,Bayswater     ,Home    ,1703,24,690,373,80,126,177,233
517,Bayswater     ,Work    ,1600,29,652,296,75,47,127,374
517,Bayswater     ,Shop    ,291,0,0,18,35,1,136,102
517,Bayswater     ,Education     ,512,12,112,369,19,0,0,0
517,Bayswater     ,Tourist ,486,16,16,0,0,0,88,366
517,Bayswater     ,Hotel   ,52,0,0,10,0,0,31,11
517,Bayswater     ,Other   ,1866,40,285,204,140,79,509,608
517,Bayswater     ,Unknown/Not Given   ,482,427,7,19,0,18,9,2
518,Becontree     ,Home    ,323,0,80,18,0,0,133,93
518,Becontree     ,Work    ,2292,25,1981,253,0,1,15,16
518,Becontree     ,Shop    ,235,16,0,74,30,0,70,45
518,Becontree     ,Education     ,109,0,27,83,0,0,0,0
518,Becontree     ,Other   ,428,14,98,213,31,0,71,1
518,Becontree     ,Unknown/Not Given   ,2447,2124,112,0,0,50,0,161
519,Belsize Park  ,Home    ,3753,173,1254,1320,126,111,540,229
519,Belsize Park  ,Work    ,3170,0,1440,747,292,187,303,200
519,Belsize Park  ,Shop    ,251,7,0,4,73,24,65,80
519,Belsize Park  ,Education     ,414,0,232,93,0,86,2,0
519,Belsize Park  ,Tourist ,170,0,0,0,0,0,86,84
519,Belsize Park  ,Hotel   ,481,0,0,147,0,154,125,55
519,Belsize Park  ,Other   ,1766,48,38,585,105,176,395,418
519,Belsize Park  ,Unknown/Not Given   ,863,672,50,33,38,70,0,0
787,Bermondsey    ,Home    ,4752,91,2425,1328,134,189,242,343
787,Bermondsey    ,Work    ,6766,49,4691,1278,256,183,141,168
787,Bermondsey    ,Shop    ,702,0,49,267,233,56,82,15
787,Bermondsey    ,Education     ,718,0,284,347,9,2,56,20
787,Bermondsey    ,Tourist ,31,10,0,0,0,0,16,5
787,Bermondsey    ,Hotel   ,149,0,9,81,33,0,27,0
787,Bermondsey    ,Other   ,2065,139,74,467,192,174,531,488
787,Bermondsey    ,Unknown/Not Given   ,2146,1733,294,116,1,0,2,0
520,Bethnal Green ,Home    ,2302,14,771,588,136,147,320,327
520,Bethnal Green ,Work    ,6779,30,4076,1725,92,38,302,515
520,Bethnal Green ,Shop    ,473,0,0,78,98,0,269,27
520,Bethnal Green ,Education     ,574,0,284,290,0,0,0,0
520,Bethnal Green ,Tourist ,115,0,0,0,0,52,64,0
520,Bethnal Green ,Hotel   ,126,0,0,106,0,20,0,0
520,Bethnal Green ,Other   ,1176,0,38,211,115,58,340,415
520,Bethnal Green ,Unknown/Not Given   ,11640,11478,92,71,0,0,0,0
521,Blackfriars   ,Home    ,12803,49,6621,2887,284,552,1754,656
521,Blackfriars   ,Work    ,7698,16,3181,1886,567,221,895,932
521,Blackfriars   ,Shop    ,545,0,127,0,83,0,145,189
521,Blackfriars   ,Education     ,97,0,68,22,0,0,0,6
521,Blackfriars   ,Tourist ,210,0,0,31,0,0,25,154
521,Blackfriars   ,Hotel   ,268,0,41,39,0,0,65,123
521,Blackfriars   ,Other   ,4392,12,105,1048,148,104,1067,1909
521,Blackfriars   ,Unknown/Not Given   ,1713,1361,146,89,0,0,68,49
522,Blackhorse Road     ,Home    ,1252,12,415,377,0,189,109,151
522,Blackhorse Road     ,Work    ,7063,37,4717,1619,159,50,289,191
522,Blackhorse Road     ,Shop    ,534,4,75,199,88,40,4,123
522,Blackhorse Road     ,Education     ,555,1,314,235,1,0,4,0
522,Blackhorse Road     ,Tourist ,6,0,0,0,0,0,6,0
522,Blackhorse Road     ,Other   ,1639,33,141,478,106,3,471,407
522,Blackhorse Road     ,Unknown/Not Given   ,2524,2435,21,29,0,32,0,7
524,Bond Street   ,Home    ,38693,585,18186,7801,3026,2470,5156,1469
524,Bond Street   ,Work    ,7018,82,1657,1137,805,680,1507,1151
524,Bond Street   ,Shop    ,2215,2,78,161,969,280,542,182
524,Bond Street   ,Education     ,1162,7,312,569,10,204,18,41
524,Bond Street   ,Tourist ,209,0,0,0,0,0,7,202
524,Bond Street   ,Hotel   ,1452,11,22,227,0,10,344,838
524,Bond Street   ,Other   ,6494,62,245,807,654,560,2142,2024
524,Bond Street   ,Unknown/Not Given   ,3687,2458,844,128,52,38,160,7
525,Borough ,Home    ,4580,64,2676,986,204,109,265,277
525,Borough ,Work    ,2515,46,1220,545,122,189,258,134
525,Borough ,Shop    ,167,0,0,38,18,23,34,54
525,Borough ,Education     ,317,12,2,225,34,7,0,37
525,Borough ,Tourist ,23,0,0,0,0,0,23,0
525,Borough ,Hotel   ,152,0,0,82,40,0,19,10
525,Borough ,Other   ,1080,27,57,285,237,76,213,185
525,Borough ,Unknown/Not Given   ,720,678,35,0,0,0,7,0
526,Boston Manor  ,Home    ,407,13,219,129,0,0,8,39
526,Boston Manor  ,Work    ,1702,30,1219,257,60,22,32,82
526,Boston Manor  ,Shop    ,60,1,1,25,0,28,4,0
526,Boston Manor  ,Education     ,304,0,207,89,2,0,0,7
526,Boston Manor  ,Hotel   ,52,0,52,0,0,0,0,0
526,Boston Manor  ,Other   ,576,55,41,142,7,104,130,97
526,Boston Manor  ,Unknown/Not Given   ,816,764,1,51,0,0,0,0
527,Bounds Green  ,Home    ,1059,0,522,322,4,46,127,38
527,Bounds Green  ,Work    ,5179,76,3643,1105,150,2,170,34
527,Bounds Green  ,Shop    ,519,2,14,205,38,115,109,36
527,Bounds Green  ,Education     ,573,11,200,241,0,53,60,8
527,Bounds Green  ,Tourist ,9,0,0,1,0,0,0,8
527,Bounds Green  ,Other   ,937,14,42,194,72,79,365,171
527,Bounds Green  ,Unknown/Not Given   ,2468,2420,0,48,0,0,0,0
528,Bow Road,Home    ,1373,6,664,552,55,0,63,33
528,Bow Road,Work    ,4495,48,3295,778,68,24,98,184
528,Bow Road,Shop    ,363,0,95,45,78,44,6,95
528,Bow Road,Education     ,618,0,305,256,0,9,0,48
528,Bow Road,Tourist ,184,0,0,0,0,7,6,171
528,Bow Road,Hotel   ,115,0,0,84,17,0,14,0
528,Bow Road,Other   ,1138,6,7,457,58,136,278,197
528,Bow Road,Unknown/Not Given   ,899,719,97,32,0,31,19,0
529,Brent Cross   ,Home    ,652,2,296,147,72,0,80,53
529,Brent Cross   ,Work    ,1647,8,1187,273,9,8,82,80
529,Brent Cross   ,Shop    ,101,28,3,32,0,20,14,4
529,Brent Cross   ,Education     ,401,8,126,208,3,0,54,2
529,Brent Cross   ,Tourist ,84,0,0,0,0,0,20,64
529,Brent Cross   ,Hotel   ,32,0,0,2,0,0,0,30
529,Brent Cross   ,Other   ,520,7,34,114,119,31,134,81
529,Brent Cross   ,Unknown/Not Given   ,625,420,194,0,0,0,11,0
778,Brixton ,Home    ,8344,130,3526,2107,706,199,1199,478
778,Brixton ,Work    ,28654,686,18926,6036,633,444,1105,824
778,Brixton ,Shop    ,1450,15,77,270,314,199,474,100
778,Brixton ,Education     ,2080,69,863,864,36,2,38,208
778,Brixton ,Tourist ,247,0,9,200,0,0,5,33
778,Brixton ,Hotel   ,438,48,0,180,25,53,100,33
778,Brixton ,Other   ,6036,84,560,1467,683,638,1508,1097
778,Brixton ,Unknown/Not Given   ,5235,4577,472,104,15,1,56,9
530,Bromley-by-Bow,Home    ,2163,0,1334,385,0,14,60,369
530,Bromley-by-Bow,Work    ,2218,0,1513,276,35,22,194,178
530,Bromley-by-Bow,Shop    ,102,0,0,1,0,0,0,101
530,Bromley-by-Bow,Education     ,413,0,183,152,0,0,0,79
530,Bromley-by-Bow,Other   ,409,0,0,79,62,106,13,149
530,Bromley-by-Bow,Unknown/Not Given   ,1021,988,4,0,0,0,0,29
531,Buckhurst Hill,Home    ,406,26,297,16,36,16,14,0
531,Buckhurst Hill,Work    ,1903,34,1528,248,8,22,9,54
531,Buckhurst Hill,Shop    ,140,0,0,72,24,33,11,0
531,Buckhurst Hill,Education     ,102,0,25,77,0,0,0,0
531,Buckhurst Hill,Tourist ,11,0,0,0,0,0,11,0
531,Buckhurst Hill,Other   ,478,0,0,77,20,22,281,78
531,Buckhurst Hill,Unknown/Not Given   ,588,588,0,0,0,0,0,0
532,Burnt Oak     ,Home    ,745,2,387,242,17,4,41,52
532,Burnt Oak     ,Work    ,3548,5,2541,679,63,26,169,65
532,Burnt Oak     ,Shop    ,119,5,6,90,0,0,18,0
532,Burnt Oak     ,Education     ,723,5,277,422,0,0,0,19
532,Burnt Oak     ,Tourist ,10,0,0,0,0,0,1,8
532,Burnt Oak     ,Hotel   ,87,0,0,33,0,0,12,42
532,Burnt Oak     ,Other   ,750,1,18,255,77,124,186,89
532,Burnt Oak     ,Unknown/Not Given   ,1486,1377,35,73,0,0,2,0
534,Caledonian Road     ,Home    ,2897,109,1465,783,57,63,130,291
534,Caledonian Road     ,Work    ,3163,27,1822,686,56,139,201,231
534,Caledonian Road     ,Shop    ,377,0,30,7,210,73,57,0
534,Caledonian Road     ,Education     ,580,0,269,279,20,0,10,2
534,Caledonian Road     ,Hotel   ,3,0,0,2,0,0,0,1
534,Caledonian Road     ,Other   ,1253,31,20,389,177,134,396,105
534,Caledonian Road     ,Unknown/Not Given   ,983,644,115,144,0,0,79,0
535,Camden Town   ,Home    ,13395,58,5825,2760,829,510,2383,1030
535,Camden Town   ,Work    ,5791,1,2590,1420,220,195,777,588
535,Camden Town   ,Shop    ,1328,4,9,135,214,199,349,417
535,Camden Town   ,Education     ,1094,1,420,535,82,0,12,44
535,Camden Town   ,Tourist ,237,0,42,17,0,0,14,164
535,Camden Town   ,Hotel   ,256,0,0,0,0,0,102,154
535,Camden Town   ,Other   ,4854,181,271,881,348,249,1848,1078
535,Camden Town   ,Unknown/Not Given   ,3581,2975,219,202,38,3,96,48
788,Canada Water  ,Home    ,11883,124,4726,3190,1166,28,845,1804
788,Canada Water  ,Work    ,37201,935,24604,8245,705,551,985,1176
788,Canada Water  ,Shop    ,2333,122,0,375,861,75,564,336
788,Canada Water  ,Education     ,3850,95,1611,1786,84,1,180,92
788,Canada Water  ,Tourist ,171,0,0,81,0,14,7,68
788,Canada Water  ,Hotel   ,1073,112,18,284,300,28,198,132
788,Canada Water  ,Other   ,11239,235,420,2532,1096,1112,2484,3360
788,Canada Water  ,Unknown/Not Given   ,7460,5702,1093,281,108,59,87,130
852,Canary Wharf  ,Home    ,51437,256,37369,8622,965,937,1666,1621
852,Canary Wharf  ,Work    ,15734,323,6842,3177,1182,1072,1665,1473
852,Canary Wharf  ,Shop    ,2593,70,95,315,318,484,448,863
852,Canary Wharf  ,Education     ,1153,0,419,520,57,8,67,82
852,Canary Wharf  ,Tourist ,877,25,21,0,0,1,165,666
852,Canary Wharf  ,Hotel   ,359,0,52,89,7,0,103,107
852,Canary Wharf  ,Other   ,9801,0,575,2090,975,1155,2596,2410
852,Canary Wharf  ,Unknown/Not Given   ,11191,8895,1248,886,49,40,47,25
884,Canning Town  ,Home    ,13233,61,5402,4101,533,903,1252,980
884,Canning Town  ,Work    ,15980,323,11490,2219,304,169,438,1037
884,Canning Town  ,Shop    ,1464,150,174,367,98,200,345,131
884,Canning Town  ,Education     ,1799,2,895,844,0,33,6,19
884,Canning Town  ,Tourist ,455,78,184,2,0,0,0,192
884,Canning Town  ,Hotel   ,19,0,0,0,0,0,19,0
884,Canning Town  ,Other   ,6028,147,651,1985,859,357,892,1137
884,Canning Town  ,Unknown/Not Given   ,7001,6437,469,77,10,0,7,0
536,Cannon Street ,Home    ,4849,132,3328,870,113,46,206,153
536,Cannon Street ,Work    ,6185,104,3495,1258,275,379,312,361
536,Cannon Street ,Shop    ,100,0,0,15,17,3,31,34
536,Cannon Street ,Education     ,174,6,47,53,31,0,0,37
536,Cannon Street ,Tourist ,201,0,0,0,0,0,128,73
536,Cannon Street ,Hotel   ,37,0,0,0,0,0,21,16
536,Cannon Street ,Other   ,1732,18,137,281,133,173,452,537
536,Cannon Street ,Unknown/Not Given   ,989,649,265,75,0,0,0,0
537,Canons Park   ,Home    ,370,0,272,51,0,0,46,0
537,Canons Park   ,Work    ,2237,0,1774,243,2,38,30,150
537,Canons Park   ,Shop    ,201,0,0,15,0,55,116,15
537,Canons Park   ,Education     ,64,0,40,24,0,0,0,0
537,Canons Park   ,Tourist ,65,0,0,0,0,0,0,65
537,Canons Park   ,Hotel   ,59,0,0,0,0,0,0,59
537,Canons Park   ,Other   ,599,2,3,84,119,53,94,243
537,Canons Park   ,Unknown/Not Given   ,1206,1206,0,0,0,0,0,0
539,Chalfont & Latimer  ,Home    ,354,2,182,37,29,2,57,46
539,Chalfont & Latimer  ,Work    ,909,0,454,340,10,20,73,10
539,Chalfont & Latimer  ,Shop    ,46,0,0,26,11,3,5,0
539,Chalfont & Latimer  ,Education     ,95,0,8,27,0,0,0,60
539,Chalfont & Latimer  ,Tourist ,62,0,0,0,0,2,1,59
539,Chalfont & Latimer  ,Other   ,466,37,0,69,54,38,192,75
539,Chalfont & Latimer  ,Unknown/Not Given   ,360,325,33,0,2,0,1,0
540,Chalk Farm    ,Home    ,2547,42,1145,667,148,42,348,155
540,Chalk Farm    ,Work    ,3055,53,1486,841,182,39,310,143
540,Chalk Farm    ,Shop    ,307,0,30,7,77,116,8,69
540,Chalk Farm    ,Education     ,283,3,67,159,0,0,9,45
540,Chalk Farm    ,Tourist ,88,0,0,4,12,6,65,1
540,Chalk Farm    ,Hotel   ,275,0,0,188,0,7,63,17
540,Chalk Farm    ,Other   ,1676,33,92,358,189,128,478,398
540,Chalk Farm    ,Unknown/Not Given   ,440,308,71,0,0,58,2,1
541,Chancery Lane ,Home    ,19354,411,13363,3613,322,94,763,788
541,Chancery Lane ,Work    ,5164,283,849,1077,461,419,1150,925
541,Chancery Lane ,Shop    ,1817,73,236,269,222,272,592,151
541,Chancery Lane ,Education     ,277,3,43,195,0,9,12,14
541,Chancery Lane ,Tourist ,8,0,0,0,0,0,8,0
541,Chancery Lane ,Hotel   ,139,18,0,1,6,28,79,7
541,Chancery Lane ,Other   ,2815,47,271,684,170,323,396,923
541,Chancery Lane ,Unknown/Not Given   ,3348,2660,401,158,4,0,50,74
718,Charing Cross ,Home    ,14512,267,5422,2957,1223,1093,2106,1444
718,Charing Cross ,Work    ,9700,63,4834,2461,430,256,604,1052
718,Charing Cross ,Shop    ,760,4,1,48,164,12,372,159
718,Charing Cross ,Education     ,917,4,131,455,1,40,172,114
718,Charing Cross ,Tourist ,607,0,0,3,0,17,1,585
718,Charing Cross ,Hotel   ,815,15,16,140,49,32,274,289
718,Charing Cross ,Other   ,4223,32,118,843,487,183,1142,1418
718,Charing Cross ,Unknown/Not Given   ,1989,1590,129,117,75,0,40,37
543,Chesham ,Home    ,331,0,234,14,5,34,44,0
543,Chesham ,Work    ,927,176,477,240,0,0,2,32
543,Chesham ,Shop    ,17,0,0,3,11,0,3,0
543,Chesham ,Education     ,89,0,61,12,16,0,0,0
543,Chesham ,Other   ,124,25,0,33,7,56,3,0
543,Chesham ,Unknown/Not Given   ,402,402,0,0,0,0,0,0
544,Chigwell,Home    ,288,0,202,80,0,0,6,0
544,Chigwell,Work    ,560,0,387,120,4,9,28,13
544,Chigwell,Shop    ,13,0,0,8,0,0,0,6
544,Chigwell,Education     ,20,4,3,14,0,0,0,0
544,Chigwell,Hotel   ,25,0,0,25,0,0,0,0
544,Chigwell,Other   ,27,0,3,0,2,0,17,5
544,Chigwell,Unknown/Not Given   ,156,118,38,0,0,0,0,0
545,Chiswick Park ,Home    ,1014,67,584,129,28,54,81,71
545,Chiswick Park ,Work    ,1469,29,928,325,63,23,37,64
545,Chiswick Park ,Shop    ,123,0,0,30,0,24,68,0
545,Chiswick Park ,Education     ,68,8,43,17,0,0,0,0
545,Chiswick Park ,Tourist ,48,0,0,31,0,0,11,6
545,Chiswick Park ,Hotel   ,160,0,45,71,0,0,16,29
545,Chiswick Park ,Other   ,298,23,15,97,3,37,32,91
545,Chiswick Park ,Unknown/Not Given   ,299,293,5,0,0,0,0,0
546,Chorleywood   ,Home    ,60,0,9,46,1,1,3,0
546,Chorleywood   ,Work    ,856,22,497,240,16,3,68,11
546,Chorleywood   ,Shop    ,58,9,0,0,0,0,50,0
546,Chorleywood   ,Education     ,62,0,35,10,0,0,0,16
546,Chorleywood   ,Tourist ,115,98,0,0,0,0,0,16
546,Chorleywood   ,Hotel   ,4,0,0,0,0,0,4,0
546,Chorleywood   ,Other   ,272,6,21,44,48,41,40,71
546,Chorleywood   ,Unknown/Not Given   ,343,312,11,5,0,11,4,0
547,Clapham Common,Home    ,3632,180,1053,1245,316,303,322,214
547,Clapham Common,Work    ,6116,68,4501,967,128,115,164,171
547,Clapham Common,Shop    ,380,53,2,176,13,36,96,3
547,Clapham Common,Education     ,536,0,305,194,0,0,31,7
547,Clapham Common,Tourist ,12,0,0,0,0,0,2,10
547,Clapham Common,Hotel   ,260,0,0,90,29,0,57,84
547,Clapham Common,Other   ,2067,98,111,386,385,218,483,387
547,Clapham Common,Unknown/Not Given   ,1266,1084,109,62,3,8,0,0
548,Clapham North ,Home    ,1728,47,880,369,74,21,188,150
548,Clapham North ,Work    ,4503,17,3293,673,129,31,152,207
548,Clapham North ,Shop    ,152,0,0,100,36,0,16,0
548,Clapham North ,Education     ,611,0,290,263,0,0,58,0
548,Clapham North ,Tourist ,12,0,0,0,0,0,0,12
548,Clapham North ,Hotel   ,12,0,0,0,0,0,0,12
548,Clapham North ,Other   ,1352,0,1,602,153,127,357,112
548,Clapham North ,Unknown/Not Given   ,1078,1049,29,0,0,0,0,0
549,Clapham South ,Home    ,1445,0,667,250,57,76,177,219
549,Clapham South ,Work    ,7704,206,5510,1318,254,170,67,180
549,Clapham South ,Shop    ,188,0,0,58,50,17,57,7
549,Clapham South ,Education     ,362,0,157,91,18,36,13,48
549,Clapham South ,Tourist ,20,0,0,2,0,0,0,19
549,Clapham South ,Other   ,2173,16,22,788,285,105,279,678
549,Clapham South ,Unknown/Not Given   ,1993,1759,60,0,0,81,73,20
550,Cockfosters   ,Home    ,337,1,102,119,36,17,22,40
550,Cockfosters   ,Work    ,1177,8,569,331,2,76,95,95
550,Cockfosters   ,Shop    ,28,4,1,10,2,0,1,9
550,Cockfosters   ,Education     ,102,0,43,56,0,0,1,2
550,Cockfosters   ,Tourist ,30,0,0,0,0,0,0,30
550,Cockfosters   ,Hotel   ,1,0,0,0,0,0,0,1
550,Cockfosters   ,Other   ,837,2,17,176,177,76,237,152
550,Cockfosters   ,Unknown/Not Given   ,401,398,0,0,0,0,1,2
551,Colindale     ,Home    ,2055,2,916,509,252,47,200,129
551,Colindale     ,Work    ,4019,90,2698,797,65,72,201,96
551,Colindale     ,Shop    ,372,0,27,81,108,3,73,78
551,Colindale     ,Education     ,672,0,262,382,28,0,1,0
551,Colindale     ,Tourist ,81,0,0,0,0,0,78,3
551,Colindale     ,Hotel   ,60,0,46,14,0,0,0,0
551,Colindale     ,Other   ,1525,35,70,269,193,202,316,442
551,Colindale     ,Unknown/Not Given   ,1445,1352,35,56,2,0,0,0
552,Colliers Wood ,Home    ,1479,0,581,169,108,118,233,270
552,Colliers Wood ,Work    ,5170,81,4236,596,6,37,116,98
552,Colliers Wood ,Shop    ,148,0,65,47,27,0,10,0
552,Colliers Wood ,Education     ,354,18,141,179,0,0,0,16
552,Colliers Wood ,Tourist ,8,0,0,8,0,0,0,0
552,Colliers Wood ,Hotel   ,7,0,0,0,0,0,0,7
552,Colliers Wood ,Other   ,1619,44,331,147,150,337,211,401
552,Colliers Wood ,Unknown/Not Given   ,1905,1890,3,12,1,0,0,0
553,Covent Garden ,Home    ,13232,187,4490,2872,1076,1313,2501,791
