 Purpose,Total,0500-0515,0515-0530,0530-0545,0545-0600,0600-0615,0615-0630,0630-0645,0645-0700,0700-0715,0715-0730,0730-0745,0745-0800,0800-0815,0815-0830,0830-0845,0845-0900,0900-0915,0915-0930,0930-0945,0945-1000,1000-1015,1015-1030,1030-1045,1045-1100,1100-1115,1115-1130,1130-1145,1145-1200,1200-1215,1215-1230,1230-1245,1245-1300,1300-1315,1315-1330,1330-1345,1345-1400,1400-1415,1415-1430,1430-1445,1445-1500,1500-1515,1515-1530,1530-1545,1545-1600,1600-1615,1615-1630,1630-1645,1645-1700,1700-1715,1715-1730,1730-1745,1745-1800,1800-1815,1815-1830,1830-1845,1845-1900,1900-1915,1915-1930,1930-1945,1945-2000,2000-2015,2015-2030,2030-2045,2045-2100,2100-2115,2115-2130,2130-2145,2145-2200,2200-2215,2215-2230,2230-2245,2245-2300,2300-2315,2315-2330,2330-2345,2345-0000,0000-0015,0015-0030,0030-0045,0045-0100,0100-0115,0115-0130,0130-0145,0145-0200
zone 4,Work : Hotel                            ,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,2,5,5,0,157,0,0,0,0,0,0,0,0,1,12,18,79,0,69,17,0,1,51,28,13,0,0,0,0,0,16,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Work : Other                            ,3081,0,0,0,0,0,0,0,0,0,12,32,0,0,0,0,3,0,0,38,9,0,16,3,2,66,7,3,1,9,34,48,12,43,6,36,15,36,13,6,6,86,52,35,106,130,135,107,42,188,246,182,342,185,136,170,120,53,50,6,139,33,4,14,6,12,18,14,7,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
zone 4,Work : Unknown/Not Given                ,410,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,13,0,0,0,0,0,0,0,1,7,7,0,0,0,0,0,5,26,18,12,0,0,0,0,0,16,2,12,35,15,43,59,13,0,39,3,0,24,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0
zone 4,Shop : Home                             ,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,44,18,6,12,9,7,20,9,5,19,14,35,10,34,0,2,18,31,60,17,19,22,2,2,6,35,20,4,24,7,0,1,0,6,55,7,59,3,11,3,1,2,5,0,1,0,0,0,0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0
zone 4,Shop : Work                             ,121,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,7,6,39,33,6,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Shop : Shop                             ,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,15,3,7,73,0,1,7,26,5,2,6,0,0,0,0,0,2,3,36,16,14,13,5,82,13,16,20,21,18,38,42,0,2,96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Shop : Education                        ,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Shop : Hotel                            ,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,34,11,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Shop : Other                            ,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,35,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Shop : Unknown/Not Given                ,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,1,14,0,0,0,0,0,0,6,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Education : Home                        ,4478,0,0,0,0,0,0,0,0,0,23,0,6,5,14,55,14,27,159,19,18,41,62,14,5,1,5,33,15,23,39,99,107,142,63,29,90,59,74,110,140,107,234,235,190,446,348,89,242,155,107,160,156,20,13,1,9,17,30,7,5,73,17,22,36,92,102,25,35,3,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0
zone 4,Education : Work                        ,731,0,0,0,0,0,0,0,0,0,2,12,37,29,41,85,75,175,37,46,26,8,0,0,0,1,0,0,0,0,0,0,17,5,0,0,0,0,26,0,0,26,1,0,0,65,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Education : Shop                        ,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,31,5,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Education : Education                   ,1843,0,0,0,0,0,0,0,0,0,6,20,68,70,5,81,51,58,80,38,27,71,53,4,23,0,2,11,25,83,36,85,7,29,59,27,34,8,1,1,2,20,2,37,71,22,116,27,51,26,138,0,154,3,0,0,0,0,0,0,0,2,0,0,0,1,63,9,5,0,0,0,0,1,12,9,7,0,0,0,0,0,0,0,0
zone 4,Education : Tourist                     ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Education : Hotel                       ,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Education : Other                       ,656,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,25,0,0,0,0,4,11,7,5,0,0,20,23,0,0,3,4,14,0,9,2,5,9,26,29,88,31,32,10,74,0,0,28,12,17,33,0,6,0,0,0,0,0,20,42,31,16,0,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Education : Unknown/Not Given           ,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,27,31,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Tourist : Home                          ,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,20,5,0,0,0,0,0,0,78,22,0,0,8,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Tourist : Shop                          ,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Tourist : Tourist                       ,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,0,0,0,0,6,0,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,4,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Tourist : Hotel                         ,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Tourist : Other                         ,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Hotel : Home                            ,804,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,39,0,0,0,0,5,0,0,0,0,14,0,122,0,30,0,0,0,0,6,0,0,19,14,0,49,0,22,8,24,0,19,0,5,0,12,0,0,21,18,22,0,2,0,2,4,22,20,73,29,8,11,10,3,25,24,5,7,8,3,0,0,0,0,0,0,0,0,0
zone 4,Hotel : Work                            ,727,0,0,0,0,0,0,0,0,15,20,20,33,0,0,43,169,94,63,0,22,109,1,10,0,11,21,27,7,8,0,0,0,0,0,0,0,0,0,0,13,25,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Hotel : Shop                            ,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,20,15,4,14,52,0,0,0,0,15,31,0,0,0,0,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Hotel : Education                       ,41,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Hotel : Tourist                         ,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,108,6,2,17,21,0,0,0,0,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Hotel : Hotel                           ,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,22,12,20,4,65,6,10,12,0,0,0,0,0,0,0,13,0,0,0,0,6,70,32,0,32,0,0,0,0,0,0,0,0,2,0,0,7,1,0,0,0,0,36,20,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Hotel : Other                           ,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,9,41,2,44,0,0,0,30,10,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,189,0,0,1,5,17,0,2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Hotel : Unknown/Not Given               ,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Other : Home                            ,8290,0,0,0,0,0,0,0,0,3,63,10,7,67,37,0,23,78,36,40,167,60,75,91,107,86,150,75,118,61,101,71,103,23,61,59,13,104,164,123,170,339,198,236,335,401,109,137,130,6,209,80,96,99,194,200,166,198,146,209,110,169,128,189,167,220,138,172,135,175,159,177,165,153,109,60,24,7,0,0,0,0,0,0,0
zone 4,Other : Work                            ,1809,0,0,0,0,0,0,2,11,57,46,69,45,131,142,85,94,138,92,103,94,12,44,116,11,15,14,38,85,15,16,10,36,24,24,19,3,9,0,5,0,0,11,0,0,0,63,18,0,1,45,0,7,0,0,0,0,0,0,0,3,10,1,1,37,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Other : Shop                            ,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,15,3,0,41,3,4,26,3,4,1,37,29,0,0,0,8,10,32,2,1,0,0,0,0,79,0,0,18,20,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Other : Education                       ,381,0,0,0,0,0,0,0,0,2,9,3,2,2,6,15,0,7,0,0,4,24,13,8,11,8,1,4,3,0,0,85,0,2,0,0,0,0,0,0,0,0,140,0,0,0,0,3,2,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Other : Tourist                         ,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9,7,7,16,21,0,0,41,3,9,0,0,0,3,13,11,26,0,0,18,7,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Other : Hotel                           ,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,3,18,7,16,0,0,0,0,0,4,37,53,18,0,2,1,1,8,4,0,13,0,0,0,10,5,42,37,35,1,0,2,12,0,1,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
zone 4,Other : Other                           ,3829,0,0,0,0,0,0,0,0,27,10,4,11,58,96,39,57,0,104,128,90,20,21,61,18,117,110,56,40,79,87,141,79,46,43,135,44,274,62,31,33,88,50,31,43,29,94,179,28,49,220,122,131,56,24,32,71,3,71,35,2,15,34,48,26,71,41,35,74,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
zone 4,Other : Unknown/Not Given               ,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,39,9,5,0,20,6,0,0,42,0,0,3,0,4,5,2,0,0,0,0,19,18,9,4,39,16,0,1,0,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Unknown/Not Given : Home                ,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,40,49,14,1,27,20,41,0,19,0,0,0,7,84,15,33,16,0,0,0,3,0,7,0,56,7,16,39,58,70,34,23,77,44,19,12,115,19,110,32,5,4,15,0,0,0,0,8,0,3,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
zone 4,Unknown/Not Given : Work                ,305,0,0,0,0,0,0,0,5,22,34,4,21,22,43,3,32,23,12,0,9,0,1,0,0,1,3,0,0,0,0,6,5,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,34,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Unknown/Not Given : Shop                ,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,14,5,13,0,0,0,18,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Unknown/Not Given : Education           ,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,8,46,41,14,0,0,0,0,0,0,0,0,0,1,25,19,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Unknown/Not Given : Tourist             ,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Unknown/Not Given : Hotel               ,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Unknown/Not Given : Other               ,419,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,4,18,18,5,6,0,2,1,7,7,0,0,0,11,18,7,5,7,6,1,0,0,2,0,0,1,1,5,0,0,6,5,0,0,11,1,27,55,38,6,0,0,0,0,0,0,56,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 4,Unknown/Not Given : Unknown/Not Given   ,58834,767,1274,2043,3158,5089,6681,7887,7429,1502,752,211,491,432,413,397,268,250,279,265,287,351,295,93,222,295,243,111,185,131,287,249,345,316,210,244,161,151,213,528,548,516,408,457,429,492,495,484,421,586,420,503,214,432,373,596,465,251,332,243,313,203,178,200,148,265,201,327,348,524,511,421,406,335,341,257,229,201,113,95,43,1,0,0,0
zone 5,Home : Home                             ,444,0,0,0,0,0,0,0,0,0,2,24,31,69,14,17,0,0,0,0,15,0,0,20,0,0,0,0,0,1,0,10,0,0,0,0,4,0,6,4,7,54,0,11,18,0,0,51,41,3,3,10,0,0,0,11,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Home : Work                             ,82717,0,1,1,1,5,19,264,1058,6270,7379,9330,10680,9813,8998,6373,4558,3086,1933,1480,1127,679,565,380,444,405,347,297,283,314,469,562,375,257,259,209,127,209,206,143,204,204,326,201,242,172,176,60,139,347,173,164,167,166,190,81,78,78,138,35,104,37,18,48,25,43,83,29,32,19,2,5,9,9,6,1,1,1,1,0,0,0,0,0,0
zone 5,Home : Shop                             ,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,37,83,107,139,220,213,389,228,278,252,183,265,155,122,125,132,209,129,92,83,99,196,106,92,174,191,72,131,125,124,188,114,59,73,117,31,53,28,2,36,33,7,0,21,17,52,7,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Home : Education                        ,6533,0,0,0,0,0,0,1,17,104,329,378,229,504,274,380,203,321,233,201,150,240,177,237,189,183,113,135,111,141,97,136,141,172,127,114,99,30,55,64,65,29,38,44,49,16,56,38,17,67,34,24,51,34,29,12,11,4,0,0,0,3,6,2,8,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Home : Tourist                          ,1586,0,0,0,0,0,0,0,0,0,50,56,1,37,62,14,8,111,33,51,41,136,100,118,49,43,70,63,32,47,30,14,23,18,60,2,49,7,13,7,2,4,3,53,86,1,1,1,12,4,63,2,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Home : Hotel                            ,1025,0,0,0,0,0,0,0,0,18,14,1,6,6,4,11,0,0,21,45,16,13,57,8,17,24,9,10,108,49,3,9,11,6,7,21,50,44,40,61,0,0,9,17,22,11,0,47,0,20,0,28,40,50,36,1,46,0,0,0,0,2,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Home : Other                            ,21928,0,0,0,0,0,0,0,4,62,197,149,234,515,293,347,579,516,710,705,643,478,565,421,543,461,579,647,413,481,303,519,444,410,476,471,424,451,245,265,320,339,325,428,357,380,307,453,568,585,486,609,516,616,414,298,195,198,254,206,154,79,78,24,54,24,49,3,11,3,1,12,0,13,4,2,4,4,3,0,0,0,0,0,0
zone 5,Home : Unknown/Not Given                ,2528,0,0,0,0,0,0,0,8,58,92,56,32,53,64,67,84,102,88,63,81,18,89,39,47,67,73,35,58,17,17,43,108,45,63,37,41,90,106,66,50,26,17,9,3,39,0,1,7,26,159,34,5,2,59,22,0,28,16,57,8,4,7,2,2,2,21,1,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
zone 5,Work : Home                             ,23218,0,0,0,0,0,0,16,46,93,50,74,148,264,81,80,117,99,39,48,50,17,5,5,17,13,67,82,32,21,57,40,161,185,223,106,160,160,193,156,201,273,445,632,523,554,786,1223,1189,1644,1439,1678,1850,1330,931,542,699,540,483,384,305,393,335,211,225,211,217,136,220,132,60,54,92,22,135,71,97,38,5,5,0,0,0,0,0
zone 5,Work : Work                             ,4777,0,0,0,0,0,0,8,14,71,117,92,129,153,162,106,79,80,88,74,87,90,54,74,115,95,91,63,72,136,94,156,56,130,187,124,196,155,191,89,49,27,30,19,0,154,57,96,78,119,69,46,79,147,67,109,48,46,40,18,7,6,8,15,0,3,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Work : Shop                             ,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,57,20,2,1,13,21,36,26,1,0,0,0,0,0,0,0,2,39,0,0,2,33,19,29,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Work : Education                        ,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0,47,1,1,0,0,0,5,4,2,0,0,0,0,0,1,2,0,1,40,0,20,40,24,27,2,31,79,23,0,0,12,0,52,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Work : Tourist                          ,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,59,0,0,2,6,5,9,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Work : Hotel                            ,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,8,45,3,0,2,40,0,0,0,0,0,58,133,40,0,0,6,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Work : Other                            ,2553,0,0,0,0,0,0,0,1,10,13,29,0,0,0,1,12,3,30,44,34,7,7,1,2,2,0,4,4,18,7,33,37,66,95,69,92,81,20,97,114,17,204,60,79,65,40,47,120,87,85,97,104,60,127,100,163,45,8,25,15,4,12,12,2,1,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
zone 5,Work : Unknown/Not Given                ,489,0,0,0,0,0,0,15,31,52,58,15,26,25,4,8,0,0,0,0,0,4,3,0,2,7,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,5,29,51,24,40,9,6,14,0,1,2,3,6,11,1,0,0,0,0,0,4,0,1,5,2,0,1,2,0,0,0,0,0,0,0,0,0
zone 5,Shop : Home                             ,1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,38,6,13,89,69,50,19,10,33,43,91,26,23,31,68,69,2,25,69,112,54,49,46,55,78,132,96,41,17,34,36,8,38,47,20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Shop : Work                             ,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Shop : Shop                             ,581,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,2,4,16,70,31,19,17,15,0,0,54,64,0,0,1,8,0,11,14,31,12,5,24,35,15,11,0,0,6,10,31,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Shop : Education                        ,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Shop : Tourist                          ,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,45,6,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Shop : Other                            ,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,4,0,0,20,0,7,45,54,17,3,17,64,24,22,0,10,10,21,0,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Shop : Unknown/Not Given                ,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,4,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zone 5,Education : Home                        ,7320,0,0,0,0,0,0,0,0,0,0,0,6,9,64,14,40,5,38,26,8,11,24,27,0,52,16,50,52,115,71,36,123,93,122,84,48,85,142,162,232,285,458,618,660,600,652,240,345,301,251,81,125,2,203,144,129,91,110,84,33,29,0,0,1,2,7,24,1,36,32,9,1,0,0,0,11,0,0,0,0,0,0,0,0
zone 5,Education : Work                        ,618,0,0,0,0,0,0,0,0,0,0,0,48,19,43,21,50,50,22,11,21,3,3,0,22,0,0,0,7,9,3,0,0,11,1,0,21,11,3,0,0,0,4,23,0,11,1,150,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
